时间截 R分量 G分量 B分量  Y分量 U分量 V分量 脉搏 血氧
1409926128682 232.10417 4.605143 1.8242968  77.71259 45.501537 115.9631 0 0
1409926128736 233.12271 4.9452996 1.8975521  78.38902 45.33172 116.23914 0 0
1409926128808 233.84567 5.3028383 1.8506901  78.965195 45.175835 116.42685 0 0
1409926128848 233.56921 5.2274737 1.825013  78.80027 45.2144 116.34703 0 0
1409926128925 233.705 5.2747397 1.814414  78.882164 45.187004 116.38422 0 0
1409926128979 234.28479 5.5089192 1.8478385  79.29349 45.07716 116.53497 0 0
1409926129093 235.01703 5.828581 1.8575  79.83697 44.935936 116.715416 0 0
1409926129123 234.66739 5.8820314 2.0389583  79.72457 44.97784 116.58273 0 0
1409926129153 232.83182 5.1782684 1.8883724  78.46755 45.28349 116.107315 0 0
1409926129217 232.32896 4.9128647 1.7723567  78.035706 45.38047 115.98701 0 0
1409926129268 232.41376 4.7690363 1.5976433  77.952705 45.38112 116.040054 0 0
1409926129351 233.48242 5.119896 1.6573567  78.66106 45.200546 116.33198 0 0
1409926129362 233.90588 5.4190106 2.043086  79.074554 45.143047 116.41937 0 0
1409926129469 233.72432 5.3920054 2.0135677  78.973206 45.16492 116.363434 0 0
1409926129502 233.87172 5.421797 2.038698  79.05798 45.147396 116.4044 0 0
1409926129541 234.2937 5.6029296 2.0735285  79.36298 45.073307 116.51135 0 0
1409926129616 234.45802 5.66375 2.0419402  79.47564 45.03466 116.55518 0 0
1409926129689 235.15604 6.0792837 2.0476954  80.0302 44.86729 116.70169 0 0
1409926129744 233.6389 5.5959764 1.7791667  79.08139 45.08966 116.307686 0 0
1409926129824 232.16687 4.893112 1.895638  77.97299 45.42612 115.93162 0 0
1409926129895 232.88547 4.9440236 1.9897656  78.30625 45.36711 116.156456 0 0
1409926129942 233.81297 5.3096614 2.0710807  78.9646 45.20065 116.40159 0 0
1409926130061 233.84515 5.451862 1.8553646  79.06484 45.129166 116.39737 0 0
1409926130121 234.04599 5.5264454 1.9078646  79.21258 45.104347 116.450836 0 0
1409926130205 234.83057 5.8685417 1.9342839  79.776924 44.952915 116.646774 0 0
1409926130236 235.21089 6.098216 1.918125  80.074554 44.845963 116.719795 0 0
1409926130256 235.18808 6.1267967 1.9345703  80.08797 44.851223 116.70547 0 0
1409926130296 234.7151 6.0115757 1.8623307  79.80762 44.901875 116.576744 0 0
1409926130359 232.83542 5.2699738 1.77944  78.51207 45.241173 116.09734 0 0
1409926130429 232.08421 4.7352996 1.9009244  77.80386 45.47685 115.92854 0 0
1409926130450 233.35614 5.1090755 2.0422134  78.61068 45.28724 116.28154 0 0
1409926130549 233.69562 5.2425914 2.0575912  78.84187 45.22685 116.36862 0 0
1409926130588 233.605 5.3279037 1.8846614  78.8979 45.16594 116.34705 0 0
1409926130665 233.56802 5.320664 1.8529818  78.873245 45.16698 116.33474 0 0
1409926130729 234.34485 5.6024737 1.9135808  79.40822 45.0357 116.54555 0 0
1409926130822 234.91193 5.8527083 1.9226563  79.81819 44.917892 116.68372 0 0
1409926130866 235.25932 6.0984507 2.1754818  80.13475 44.87151 116.73729 0 0
1409926131008 233.01765 5.293737 1.9842448  78.653076 45.2337 116.15813 0 0
1409926131050 233.26755 5.031068 1.7895963  78.50706 45.262917 116.26677 0 0
1409926131084 234.32787 5.4883595 1.9017448  79.28133 45.070026 116.54151 0 0
1409926131171 234.485 5.564857 1.9189713  79.40061 45.044662 116.57901 0 0
1409926131194 234.13193 5.5395184 1.8686068  79.2299 45.076485 116.4681 0 0
1409926131296 234.25609 5.575 1.8602474  79.29614 45.051277 116.50245 0 0
1409926131309 235.29489 6.0034375 1.9326042  80.03056 44.864166 116.759895 0 0
1409926131366 235.51744 6.10625 1.9083203  80.19294 44.808723 116.813515 0 0
1409926131415 235.91989 6.3160157 1.9032812  80.54057 44.727814 116.91513 0 0
1409926131486 234.83037 5.931797 1.7173307  79.77267 44.92919 116.56963 0 0
1409926131567 231.28625 4.5595965 1.6684896  77.349724 45.566017 115.65588 0 0
1409926131610 232.0375 4.671237 1.9741536  77.71282 45.534428 115.85005 0 0
1409926131706 233.30484 5.1245575 1.9880078  78.56777 45.307293 116.19502 0 0
1409926131741 233.34991 5.31194 2.0295312  78.730225 45.252655 116.1849 0 0
1409926131810 233.0314 5.215664 1.9997395  78.52865 45.297134 116.09888 0 0
1409926131884 233.53546 5.370612 1.937526  78.87259 45.207706 116.248436 0 0
1409926131961 234.10684 5.623086 1.6038151  79.24806 45.036694 116.39245 0 0
1409926131984 234.67033 5.94056 1.6576823  79.70399 44.920418 116.52487 0 0
1409926132081 234.3924 5.884375 1.6225911  79.541824 44.95388 116.442604 0 0
1409926132117 231.03218 4.4596486 1.6276041  77.13292 45.61237 115.583466 0 0
1409926132198 231.5178 4.562044 1.8134636  77.39298 45.594532 115.70261 0 0
1409926132249 233.02864 5.0590887 1.9047526  78.38023 45.343647 116.10989 0 0
1409926132327 233.16458 5.195651 1.8682683  78.52843 45.292526 116.13331 0 0
1409926132372 232.64911 5.0526824 1.8400781  78.218605 45.37 115.9918 0 0
1409926132454 232.85458 5.1076174 1.8571875  78.33712 45.336903 116.04752 0 0
1409926132515 233.82906 5.502005 1.897539  79.03405 45.15393 116.30183 0 0
1409926132583 234.22906 5.676901 1.8899479  79.34901 45.05992 116.416954 0 0
1409926132612 232.2573 5.090651 1.7508985  78.104675 45.36409 115.87021 0 0
1409926132677 231.34271 4.6998568 1.6796875  77.44935 45.529583 115.642555 0 0
1409926132748 230.76039 4.253919 1.685026  76.90048 45.704453 115.53313 0 0
1409926132810 233.45412 5.1207814 2.1024218  78.66578 45.282032 116.302475 0 0
1409926132881 233.86989 5.3364716 1.9208724  78.9769 45.148594 116.40797 0 0
1409926132916 233.51433 5.258255 1.8789843  78.76749 45.19021 116.30904 0 0
1409926133013 233.57443 5.262031 1.8901954  78.803604 45.186172 116.32961 0 0
1409926133040 234.47823 5.63875 1.9359114  79.453995 45.02164 116.56612 0 0
1409926133145 234.82823 5.7903385 1.9592838  79.69642 44.952892 116.651665 0 0
1409926133233 234.36021 5.773281 1.9194661  79.530624 44.97401 116.51578 0 0
1409926133259 231.86386 4.6053123 1.6769531  77.62496 45.48104 115.88523 0 0
1409926133335 232.20699 4.6421485 1.7151693  77.77582 45.43427 115.986694 0 0
1409926133403 233.26323 4.98375 1.7921615  78.47836 45.25914 116.27578 0 0
1409926133464 233.80756 5.264909 1.7916276  78.90565 45.139767 116.4082 0 0
1409926133518 233.64786 5.263789 1.686224  78.82746 45.139038 116.362915 0 0
1409926133630 233.86182 5.340521 1.7128125  78.97326 45.10698 116.41917 0 0
1409926133660 235.04968 5.835469 1.7880079  79.82122 44.888046 116.72052 0 0
1409926133710 235.21797 5.9192967 1.7811979  79.95001 44.851616 116.758804 0 0
1409926133817 235.39438 6.086224 1.9329687  80.138084 44.835625 116.76938 0 0
1409926133897 232.40558 4.8233595 1.7632161  77.99602 45.392265 116.01706 0 0
1409926133948 233.25198 4.9739842 2.0003254  78.45443 45.302658 116.261536 0 0
1409926134059 234.32349 5.389583 2.0872266  79.20217 45.117733 116.540596 0 0
1409926134078 233.92766 5.3959503 1.956289  79.032295 45.124035 116.41263 0 0
1409926134157 233.95078 5.405521 1.9404557  79.042366 45.104794 116.423386 0 0
1409926134220 234.69547 5.676289 1.9942708  79.55559 44.991615 116.62013 0 0
1409926134292 235.30078 5.995521 1.9955989  80.00378 44.851147 116.756195 0 0
1409926134309 235.64516 6.2832813 1.8459505  80.370415 44.75466 116.82094 0 0
1409926134395 235.03172 6.1062107 1.7822657  79.97909 44.843723 116.653465 0 0
1409926134425 230.99245 4.3522267 1.7564714  77.09767 45.668385 115.59495 0 0
1409926134513 231.255 4.391758 1.5814192  77.145706 45.625027 115.651276 0 0
1409926134553 232.78847 4.8671355 1.657487  78.10265 45.380234 116.05511 0 0
1409926134621 233.03209 4.9880857 1.8939062  78.33281 45.344322 116.11802 0 0
1409926134652 232.44963 4.8788543 1.8302344  78.00599 45.413933 115.94542 0 0
1409926134740 232.40265 4.82444 1.8076823  77.93992 45.419582 115.93625 0 0
1409926134773 232.99739 5.01526 1.8434895  78.318825 45.330105 116.08636 0 0
1409926134846 233.19878 5.0335417 1.836198  78.40822 45.30055 116.14823 0 0
1409926134901 234.2594 5.445755 1.9390495  79.13337 45.12086 116.41961 0 0
1409926134991 232.80281 5.1023307 1.7926563  78.281265 45.313644 116.00461 0 0
1409926135012 230.7274 4.2527213 1.7901433  76.827774 45.720028 115.49154 0 0
1409926135096 230.89796 4.257435 1.7980338  76.89449 45.708046 115.54354 0 0
1409926135119 233.86266 5.2365365 1.9035808  78.88052 45.17018 116.401794 0 0
1409926135186 233.9187 5.279961 1.9103385  78.9297 45.15508 116.41271 0 0
1409926135237 233.50394 5.1783724 1.8399218  78.70035 45.198177 116.30708 0 0
1409926135307 233.59062 5.203203 1.8403125  78.75704 45.180756 116.33378 0 0
1409926135342 234.15771 5.4115753 1.8786328  79.14729 45.08237 116.48305 0 0
1409926135430 234.54875 5.574479 1.8896224  79.426056 45.010418 116.58693 0 0
1409926135459 235.15042 5.930013 1.9158725  79.92449 44.87216 116.718254 0 0
1409926135539 234.24411 5.6660676 1.9214584  79.37677 45.02039 116.47627 0 0
1409926135593 231.9013 4.5538282 1.6863672  77.569405 45.48888 115.882576 0 0
1409926135674 232.76953 4.787461 1.8982422  78.08166 45.399532 116.11328 0 0
1409926135693 233.85716 5.242448 1.9555339  78.86072 45.19448 116.396065 0 0
1409926135789 233.84682 5.269492 1.9787891  78.88418 45.193592 116.38935 0 0
1409926135851 233.29526 5.091706 1.830651  78.55849 45.24357 116.25232 0 0
1409926135919 233.89438 5.2903647 1.8505468  78.985756 45.135754 116.43638 0 0
1409926135993 234.35594 5.4972134 1.8740494  79.287 45.055157 116.53263 0 0
1409926136075 234.86078 5.8441405 1.8635937  79.735405 44.92719 116.635284 0 0
1409926136113 232.5376 4.9989843 1.7236328  78.15621 45.32586 116.019554 0 0
1409926136221 232.23672 4.668151 1.663776  77.79772 45.44768 115.98229 0 0
1409926136253 233.8589 5.250026 1.7929947  78.898384 45.169113 116.41513 0 0
1409926136282 233.80933 5.2688804 1.8632162  78.881134 45.172684 116.38333 0 0
1409926136338 233.70802 5.2784376 1.8065885  78.83456 45.16422 116.35034 0 0
1409926136397 233.45 5.1970053 1.8133203  78.67068 45.21172 116.27576 0 0
1409926136474 233.6675 5.24112 1.8114583  78.79547 45.183464 116.34333 0 0
1409926136535 234.49026 5.5553255 1.8743099  79.36761 45.034218 116.55948 0 0
1409926136634 235.20015 5.901888 1.9141276  79.91508 44.892292 116.73279 0 0
1409926136681 232.35667 4.808893 1.5256771  77.95309 45.353855 116.00234 0 0
1409926136765 232.15912 4.6466537 1.5242448  77.75829 45.415363 115.961876 0 0
1409926136836 233.77068 5.128737 1.7134506  78.76069 45.179165 116.404274 0 0
1409926136907 234.1551 5.327461 1.649974  79.07247 45.07698 116.49521 0 0
1409926136967 233.70589 5.2242317 1.6098046  78.81276 45.134792 116.368805 0 0
1409926137031 234.04193 5.344948 1.6026692  79.03474 45.066746 116.458725 0 0
1409926137059 234.66005 5.6029296 1.6350781  79.483376 44.952267 116.61987 0 0
1409926137165 235.07603 5.795964 1.6528125  79.78709 44.86797 116.72135 0 0
1409926137196 233.98656 5.576432 1.7485547  79.20388 45.03956 116.40797 0 0
1409926137268 233.07771 5.2014194 1.7149479  78.5492 45.219116 116.16692 0 0
1409926137396 232.67479 4.7616014 1.6854948  78.05331 45.3469 116.10904 0 0
1409926137429 234.54245 5.5163803 1.7393229  79.34821 45.018723 116.5857 0 0
1409926137507 234.27222 5.4912763 1.7224219  79.2191 45.052708 116.49867 0 0
1409926137576 234.09114 5.425573 1.6798828  79.083374 45.07341 116.45047 0 0
1409926137635 234.79964 5.6990757 1.7397265  79.58982 44.949116 116.636665 0 0
1409926137660 235.4088 5.9753513 1.7567058  80.029335 44.827137 116.7844 0 0
1409926137753 235.59015 6.0729036 1.7610546  80.16596 44.786877 116.82654 0 0
1409926137786 233.48666 5.4361196 1.7154427  78.865974 45.110313 116.26237 0 0
1409926137861 232.61 4.893047 1.6252995  78.127304 45.32279 116.06458 0 0
1409926137908 233.41536 5.0526304 1.5794661  78.55966 45.18552 116.3106 0 0
1409926137973 234.39688 5.421914 1.9179688  79.257744 45.07797 116.55594 0 0
1409926138025 234.68808 5.634922 1.9151692  79.52749 45.00083 116.61914 0 0
1409926138113 234.31615 5.576875 1.8748177  79.32864 45.042316 116.50943 0 0
1409926138150 234.67625 5.683945 1.9047917  79.56164 44.988228 116.60953 0 0
1409926138251 234.89568 5.772474 1.9264843  79.71956 44.947292 116.66758 0 0
1409926138262 235.50449 6.106953 1.9129037  80.17543 44.80935 116.794014 0 0
1409926138323 235.47656 6.1402082 1.8603125  80.17554 44.78401 116.77795 0 0
1409926138362 233.16214 5.2916145 1.7135547  78.62823 45.187424 116.18159 0 0
1409926138413 232.39574 4.800833 1.789974  77.96522 45.389793 116.01107 0 0
1409926138476 232.98914 4.887669 1.8706771  78.28307 45.330624 116.18667 0 0
1409926138523 234.04985 5.281758 1.9469271  79.00792 45.144245 116.47024 0 0
1409926138572 234.2514 5.427604 1.8849088  79.18194 45.07737 116.50945 0 0
1409926138635 234.00188 5.3926563 1.888737  79.05533 45.105755 116.43591 0 0
1409926138670 234.00693 5.398867 1.8891146  79.059 45.10953 116.43859 0 0
1409926138762 234.15718 5.4583855 1.8940234  79.17256 45.08344 116.47586 0 0
1409926138795 235.0938 5.859271 1.9473958  79.8511 44.902344 116.71029 0 0
1409926138881 235.23839 5.9564586 1.9396354  79.96741 44.864532 116.73716 0 0
1409926138908 233.06375 5.203255 1.6192838  78.542915 45.20729 116.17794 0 0
1409926138939 232.54312 4.887526 1.6114713  78.1093 45.3337 116.05742 0 0
1409926139004 232.24152 4.635846 1.8591797  77.78803 45.466408 115.9818 0 0
1409926139053 233.15013 4.921094 1.9090104  78.367386 45.313126 116.23297 0 0
1409926139117 233.93942 5.2557554 1.9501823  78.940544 45.167267 116.43164 0 0
1409926139142 233.66855 5.2483726 1.7479948  78.78784 45.1512 116.34576 0 0
1409926139226 233.57318 5.2240367 1.7323307  78.722824 45.16211 116.31648 0 0
1409926139279 233.71776 5.23862 1.7510808  78.80191 45.154064 116.360756 0 0
1409926139310 234.32187 5.5745835 1.7482682  79.28949 45.00901 116.504166 0 0
1409926139390 234.39099 5.6406903 1.7351302  79.35698 44.98151 116.51469 0 0
1409926139423 234.51308 5.7590103 1.7205989  79.492226 44.934635 116.53633 0 0
1409926139526 233.12308 5.302539 1.604401  78.5751 45.15229 116.158516 0 0
1409926139567 231.95157 4.5563674 1.703737  77.60554 45.474037 115.914894 0 0
1409926139595 232.54187 4.745547 1.749375  77.988045 45.37406 116.073044 0 0
1409926139687 232.90552 4.87819 1.7463672  78.22617 45.30758 116.169846 0 0
1409926139712 233.27354 5.1308722 1.6778256  78.55085 45.209843 116.24248 0 0
1409926139790 233.16162 5.0783205 1.6375651  78.46401 45.22333 116.21328 0 0
1409926139861 233.52417 5.210365 1.8272526  78.72052 45.16724 116.30865 0 0
1409926139881 234.27612 5.468737 1.824961  79.206406 45.044064 116.508514 0 0
1409926139923 234.48512 5.5927606 1.8328255  79.38252 44.994373 116.55487 0 0
1409926139956 234.66562 5.687526 1.8052995  79.51968 44.93982 116.60101 0 0
1409926140099 234.8337 5.794818 1.8310547  79.67091 44.90732 116.63727 0 0
1409926140114 232.21083 4.6033983 1.5859635  77.71211 45.410625 115.98005 0 0
1409926140203 232.57854 4.714323 1.6367838  77.95302 45.359165 116.07779 0 0
1409926140259 233.81906 5.208672 1.7049218  78.8281 45.12883 116.402214 0 0
1409926140324 233.4138 5.1332684 1.7377213  78.62496 45.18505 116.28851 0 0
1409926140366 233.43834 5.15306 1.7070704  78.643005 45.18466 116.29503 0 0
1409926140472 233.80933 5.301172 1.7204037  78.90494 45.115807 116.39002 0 0
1409926140497 234.67839 5.689857 1.8707813  79.56521 44.93844 116.616066 0 0
1409926140565 234.81563 5.7785807 1.8509115  79.68096 44.90919 116.6444 0 0
1409926140628 232.6139 5.05306 1.6888672  78.231834 45.255913 116.05063 0 0
1409926140744 231.57292 4.4697785 1.6727084  77.36247 45.526875 115.79776 0 0
1409926140771 233.41302 5.085612 1.7738671  78.55334 45.206303 116.29031 0 0
1409926140821 233.49966 5.154479 1.77125  78.63888 45.18922 116.30474 0 0
1409926140895 233.17677 5.073086 1.6030078  78.481224 45.196327 116.23404 0 0
1409926140922 233.38948 5.1616144 1.6741276  78.61857 45.17961 116.28086 0 0
1409926141007 233.75427 5.2767577 1.6870964  78.849884 45.11737 116.38167 0 0
1409926141046 234.35187 5.5602345 1.6804167  79.32197 44.978386 116.534424 0 0
1409926141119 234.60303 5.7085156 1.6707032  79.53073 44.91125 116.59453 0 0
1409926141177 233.00317 5.213867 1.5440625  78.50007 45.15883 116.15617 0 0
1409926141222 231.43588 4.413307 1.3780729  77.2647 45.491016 115.77622 0 0
1409926141286 231.73552 4.4202213 1.4388672  77.40117 45.47802 115.87268 0 0
1409926141361 232.8554 4.8264585 1.9047526  78.1669 45.347397 116.15133 0 0
1409926141444 233.00688 4.984779 1.9254557  78.34712 45.301952 116.1744 0 0
1409926141474 232.86891 4.927474 1.9136459  78.24814 45.31953 116.13896 0 0
1409926141573 233.15622 5.0511327 1.938125  78.459595 45.26672 116.20976 0 0
1409926141603 234.07631 5.4213023 1.760599  79.13279 45.054375 116.46789 0 0
1409926141679 234.22768 5.4996743 1.7685156  79.24757 45.01922 116.50802 0 0
1409926141726 233.30402 5.2953258 1.6552604  78.70931 45.13362 116.24265 0 0
1409926141790 231.55963 4.5601172 1.5952735  77.45776 45.4788 115.78891 0 0
1409926141836 231.57683 4.367474 1.6889974  77.29048 45.56263 115.81 0 0
1409926141974 232.24828 4.5923567 1.7172786  77.72831 45.437134 115.98865 0 0
1409926142010 232.67792 4.873268 1.8614453  78.108696 45.344715 116.08161 0 0
1409926142105 232.70802 4.892461 1.8794922  78.135025 45.33755 116.0888 0 0
1409926142159 233.71542 5.2948565 1.9189323  78.8422 45.15521 116.34987 0 0
1409926142238 234.28917 5.5151043 1.6170312  79.27983 44.993958 116.530205 0 0
1409926142276 234.57854 5.7370315 1.6346484  79.56392 44.921642 116.58669 0 0
1409926142324 233.09496 5.269388 1.4902604  78.58544 45.144688 116.18372 0 0
1409926142445 231.58687 4.563164 1.4227214  77.46096 45.454193 115.803955 0 0
1409926142465 232.63252 4.773607 1.8991406  78.0178 45.394897 116.08068 0 0
1409926142569 232.66458 4.8010416 1.583099  78.0278 45.335835 116.08737 0 0
1409926142585 232.67125 4.907578 1.5648698  78.10617 45.292656 116.076096 0 0
1409926142685 232.65718 4.9082813 1.5576172  78.102005 45.299297 116.071304 0 0
1409926142697 233.40532 5.1878905 1.586224  78.61091 45.15216 116.268 0 0
1409926142760 233.63196 5.283776 1.6240104  78.77207 45.116955 116.32612 0 0
1409926142798 234.08333 5.47375 1.6847787  79.123344 45.039165 116.44828 0 0
1409926142871 234.45682 5.679453 1.6802995  79.425705 44.948723 116.540596 0 0
1409926142961 234.35432 5.7453775 1.669336  79.426994 44.93836 116.496666 0 0
1409926142996 231.3675 4.4334245 1.5077995  77.26579 45.510834 115.74948 0 0
1409926143100 231.52635 4.4303775 1.5367578  77.33117 45.507473 115.798935 0 0
1409926143141 232.98677 4.984479 1.7769922  78.31603 45.277267 116.16128 0 0
1409926143213 232.86021 4.99668 1.7454817  78.266136 45.277134 116.12065 0 0
1409926143303 232.71443 4.96013 1.6934506  78.17781 45.283855 116.081566 0 0
1409926143365 233.53719 5.278841 1.7873958  78.75509 45.149765 116.29516 0 0
1409926143414 234.09416 5.525156 1.6507813  79.16698 45.011353 116.4457 0 0
1409926143509 234.35126 5.685091 1.6347526  79.3893 44.941223 116.50474 0 0
1409926143567 232.68301 5.216888 1.4726433  78.343636 45.17776 116.036095 0 0
1409926143585 231.58067 4.5810547 1.4832813  77.4356 45.46966 115.7806 0 0
1409926143706 231.68906 4.5663023 1.4821224  77.46796 45.463463 115.81602 0 0
1409926143793 233.3753 5.163216 1.6706511  78.55659 45.18888 116.24471 0 0
1409926143830 233.13083 5.1631513 1.6245573  78.45342 45.19883 116.16638 0 0
1409926143922 233.21072 5.20444 1.6494792  78.52462 45.187267 116.186745 0 0
1409926143957 234.2962 5.6139846 1.5704557  79.290115 44.94841 116.4874 0 0
1409926144023 234.50563 5.7041407 1.6083333  79.44109 44.915783 116.54028 0 0
1409926144065 235.04567 6.0084376 1.5965885  79.861824 44.783047 116.66187 0 0
1409926144130 235.17287 6.1276693 1.62875  80.03965 44.750755 116.68857 0 0
1409926144201 232.7036 5.244583 1.4963932  78.40138 45.171093 116.04427 0 0
1409926144328 232.14494 4.747513 1.5732552  77.77311 45.364426 115.92508 0 0
1409926144361 234.24771 5.5683203 1.6984636  79.234085 44.984245 116.47104 0 0
1409926144457 234.42448 5.6816797 1.5173568  79.41414 44.921562 116.533516 0 0
1409926144518 234.0458 5.5789323 1.4998698  79.18486 44.985104 116.42625 0 0
1409926144597 234.84468 5.9040103 1.5516666  79.74715 44.837708 116.62865 0 0
1409926144638 235.4512 6.209596 1.5908724  80.19479 44.719948 116.76422 0 0
1409926144700 235.56245 6.3358855 1.437474  80.33212 44.63815 116.785545 0 0
1409926144766 234.27573 5.989935 1.3409635  79.561745 44.8244 116.43818 0 0
1409926144813 232.03859 4.8889976 1.5820572  77.85753 45.339455 115.87443 0 0
1409926144908 232.48515 4.9184504 1.8158073  78.05462 45.338722 116.005104 0 0
1409926144933 234.01797 5.4566407 1.9093099  79.078865 45.080624 116.4124 0 0
1409926145018 234.24745 5.6390495 1.5981641  79.292854 44.958385 116.47242 0 0
1409926145059 233.69781 5.506914 1.5199609  78.96453 45.033985 116.313545 0 0
1409926145134 233.89192 5.565547 1.5533203  79.09617 45.00823 116.36833 0 0
1409926145162 234.64156 5.859883 1.6131641  79.61251 44.871433 116.56141 0 0
1409926145252 234.83093 5.9508204 1.6193229  79.75448 44.83435 116.60427 0 0
1409926145273 234.67781 6.063828 1.4765104  79.77705 44.79297 116.54487 0 0
1409926145367 233.66609 5.704544 1.4090234  79.11527 44.953854 116.28789 0 0
1409926145427 232.07426 4.7342186 1.5367448  77.75352 45.373672 115.91078 0 0
1409926145474 232.79385 4.948112 1.5817188  78.20126 45.255207 116.11091 0 0
1409926145525 233.8438 5.34875 1.6163802  78.92954 45.057213 116.39029 0 0
1409926145616 233.77417 5.4133205 1.8396615  78.95712 45.092342 116.34495 0 0
1409926145646 233.52156 5.3541536 1.8013282  78.80251 45.117733 116.27607 0 0
1409926145719 233.68964 5.418737 1.8038021  78.916885 45.084244 116.32271 0 0
1409926145771 234.5164 5.745521 1.8697006  79.50298 44.93857 116.53589 0 0
1409926145848 235.07532 6.05207 1.8723959  79.93286 44.80987 116.65771 0 0
1409926145895 234.90239 6.1067576 1.5703516  79.93855 44.79177 116.616356 0 0
1409926145965 232.92386 5.313216 1.4103515  78.559105 45.128983 116.11854 0 0
1409926146064 232.15588 4.7412763 1.7722526  77.77624 45.397606 115.92435 0 0
1409926146082 233.74632 5.273047 1.918698  78.8256 45.145103 116.35864 0 0
1409926146171 234.0399 5.4175 1.9428906  79.051796 45.09177 116.428696 0 0
1409926146196 233.84193 5.493698 1.6354817  79.05981 45.036613 116.37638 0 0
1409926146266 233.96838 5.5266404 1.7041796  79.14505 45.0356 116.4099 0 0
1409926146315 234.5306 5.7322526 1.7053906  79.524895 44.927525 116.560104 0 0
1409926146380 235.12442 6.017539 1.7478255  79.97107 44.81078 116.701096 0 0
1409926146415 235.41203 6.18681 1.7657552  80.1842 44.737812 116.74995 0 0
1409926146515 234.9522 6.1238413 1.6867057  79.94063 44.784035 116.613304 0 0
1409926146589 232.10953 4.759922 1.4335157  77.77819 45.33357 115.919556 0 0
1409926146648 233.104 5.0265236 1.5164974  78.384766 45.192863 116.19953 0 0
1409926146653 234.29083 5.476302 1.5508333  79.212746 44.975025 116.51414 0 0
1409926146694 234.3974 5.558099 1.7019662  79.33511 44.968983 116.53854 0 0
1409926146762 234.36266 5.5891147 1.6897656  79.33861 44.96711 116.51953 0 0
1409926146836 233.89703 5.4820313 1.6191015  79.0658 45.017056 116.38802 0 0
1409926146936 234.56822 5.7185154 1.7047005  79.52272 44.91552 116.563385 0 0
1409926146973 235.57959 6.221888 1.7410287  80.26504 44.707188 116.794426 0 0
1409926147079 235.78537 6.33974 1.5813802  80.41026 44.64854 116.83857 0 0
1409926147115 231.40562 4.748685 1.4413803  77.50272 45.437473 115.64641 0 0
1409926147211 230.87625 4.3965497 1.5370703  77.04072 45.592995 115.539085 0 0
1409926147243 233.97932 5.3828907 1.7834896  78.97983 45.069843 116.40581 0 0
1409926147340 234.7075 5.698073 1.5201042  79.5547 44.870262 116.62023 0 0
1409926147391 234.08234 5.5965366 1.4625391  79.20786 44.941666 116.43776 0 0
1409926147524 234.26828 5.643216 1.4850781  79.32999 44.924973 116.49026 0 0
1409926147556 235.36974 6.162565 1.6998177  80.147354 44.735886 116.74328 0 0
1409926147584 235.44162 6.229948 1.7338802  80.22419 44.72508 116.7474 0 0
1409926147677 234.41136 5.945378 1.6191146  79.58595 44.859898 116.47078 0 0
1409926147705 231.75612 4.6654167 1.4723958  77.559364 45.410755 115.810936 0 0
1409926147777 232.14943 4.707487 1.7883724  77.74311 45.400467 115.91917 0 0
1409926147877 233.36281 5.115742 1.8812239  78.53612 45.203697 116.24703 0 0
1409926147892 233.63712 5.3534894 1.4689193  78.84 45.05281 116.320755 0 0
1409926147950 233.50052 5.31569 1.4607943  78.75056 45.07268 116.2832 0 0
1409926148025 233.64401 5.3101563 1.4746745  78.81608 45.062004 116.33086 0 0
1409926148086 234.25125 5.5790234 1.5308464  79.265625 44.958855 116.48419 0 0
1409926148167 234.99323 5.929896 1.5344661  79.81379 44.790287 116.67177 0 0
1409926148224 233.13853 5.4571486 1.5195963  78.69121 45.07409 116.14284 0 0
1409926148306 231.81578 4.819193 1.4284375  77.69408 45.35732 115.811356 0 0
1409926148340 233.04364 5.114844 1.5841275  78.44245 45.179947 116.18774 0 0
1409926148446 233.42104 5.2846355 1.5917709  78.717255 45.112343 116.280624 0 0
1409926148476 233.80156 5.6791534 1.6717318  79.15205 44.98677 116.341484 0 0
1409926148562 233.84839 5.5559635 1.6600521  79.09919 45.00203 116.38409 0 0
1409926148618 234.925 6.003008 1.7375782  79.86255 44.80453 116.6644 0 0
1409926148689 235.63782 6.4507813 1.7611979  80.445 44.654297 116.811615 0 0
1409926148735 234.51573 6.150156 1.7532682  79.80611 44.862423 116.45789 0 0
1409926148813 232.43333 5.4746485 1.6611979  78.46735 45.190678 115.908516 0 0
1409926148892 230.5677 4.0921874 1.3397396  76.70158 45.683697 115.542915 0 0
1409926148927 232.57036 4.674375 1.6510547  77.933815 45.363907 116.121666 0 0
1409926149021 233.50235 5.048932 1.7039714  78.60193 45.19026 116.37078 0 0
1409926149051 234.32224 5.393867 1.7789583  79.23349 45.022007 116.608696 0 0
1409926149129 234.52641 5.522005 1.8075781  79.419975 44.97482 116.662 0 0
1409926149175 234.95401 5.6766796 1.8105599  79.70288 44.89258 116.77565 0 0
1409926149243 235.03084 5.705482 1.8594792  79.764465 44.89151 116.795784 0 0
1409926149268 234.94208 5.57776 1.7054297  79.61846 44.922604 116.77042 0 0
1409926149368 234.95717 5.554518 1.6327213  79.60591 44.90789 116.78487 0 0
1409926149405 231.38023 3.8532422 1.4357553  76.8825 45.62828 115.88586 0 0
1409926149471 231.63171 3.8272004 1.6888542  76.96082 45.6619 115.9626 0 0
