时间截 R分量 G分量 B分量  Y分量 U分量 V分量 脉搏 血氧
1409927160554 214.63939 34.27578 13.422695  91.199036 44.477108 106.727135 0 0
1409927160643 214.23662 34.535194 13.862031  91.225586 44.577084 106.55937 0 0
1409927160727 214.61618 34.358345 13.666784  91.24394 44.520157 106.70062 0 0
1409927160802 214.73581 34.565468 13.732852  91.40815 44.494507 106.69013 0 0
1409927160868 214.65695 34.472775 13.711016  91.327095 44.513046 106.68682 0 0
1409927160880 214.82283 34.559544 13.746458  91.437965 44.49013 106.710365 0 0
1409927161005 214.90381 34.64419 13.779804  91.51369 44.476616 106.71352 0 0
1409927161088 215.18248 34.622917 13.6979685  91.584854 44.435886 106.78661 0 0
1409927161157 214.40799 34.63698 13.833425  91.35368 44.53745 106.5881 0 0
1409927161199 214.16098 34.793293 14.021484  91.38005 44.582813 106.49536 0 0
1409927161273 214.45273 35.026978 14.1025915  91.61372 44.540783 106.52203 0 0
1409927161273 214.76129 34.84254 13.956016  91.5939 44.505676 106.64002 0 0
1409927161283 214.87625 34.942394 13.95599  91.68415 44.48068 106.64735 0 0
1409927161367 214.97002 35.060585 14.020273  91.78882 44.467213 106.64539 0 0
1409927161428 214.90695 35.014557 13.993555  91.74267 44.477474 106.638695 0 0
1409927161506 215.01665 35.28417 14.105365  91.94225 44.448593 106.611435 0 0
1409927161539 215.23656 35.23432 14.05358  91.98174 44.424454 106.677086 0 0
1409927161678 215.29541 35.24578 14.052057  92.00956 44.417213 106.690285 0 0
1409927161766 215.2162 35.21474 14.038372  91.96211 44.428047 106.673 0 0
1409927161845 214.40692 35.15169 14.245951  91.68758 44.56018 106.484116 0 0
1409927161916 214.85507 35.272095 14.230326  91.89969 44.49927 106.57339 0 0
1409927161961 215.19368 35.31414 14.139648  92.0201 44.43776 106.65052 0 0
1409927162037 215.09831 35.22944 14.126354  91.94133 44.455494 106.64633 0 0
1409927162047 215.08545 35.27305 14.178633  91.96617 44.466667 106.6331 0 0
1409927162183 215.15315 35.334595 14.219271  92.02316 44.460236 106.635544 0 0
1409927162265 215.39981 35.009464 13.989101  91.90531 44.431927 106.76367 0 0
1409927162328 214.99918 34.913334 13.978711  91.71724 44.4788 106.685394 0 0
1409927162404 214.36546 34.818478 14.136758  91.47763 44.58979 106.54531 0 0
1409927162482 214.53697 34.64452 14.038984  91.423805 44.57776 106.62737 0 0
1409927162530 214.9162 34.411785 13.867943  91.39888 44.540886 106.77128 0 0
1409927162688 215.026 34.462215 13.857265  91.461845 44.516407 106.78685 0 0
1409927162801 215.11304 34.34302 13.81763  91.423225 44.518047 106.83485 0 0
1409927162805 215.33473 34.271706 13.717487  91.44413 44.486588 106.90417 0 0
1409927162946 215.3637 34.299194 13.741653  91.47277 44.485653 106.90708 0 0
1409927162964 214.29004 34.225533 13.910508  91.09905 44.63414 106.65297 0 0
1409927163145 214.34093 34.320065 13.705156  91.13022 44.585754 106.65295 0 0
1409927163227 215.07657 34.20211 13.79664  91.31469 44.54461 106.85998 0 0
1409927163366 215.19661 34.48246 13.917135  91.523384 44.521015 106.831696 0 0
1409927163404 215.52098 34.308205 13.779401  91.52012 44.482136 106.94846 0 0
1409927163623 215.53734 34.2794 13.743542  91.50427 44.478462 106.96224 0 0
1409927163741 214.69937 33.92272 13.874831  91.049416 44.63005 106.81995 0 0
1409927163757 214.93494 33.76905 13.74931  91.02758 44.601875 106.91062 0 0
1409927163891 214.87459 33.68574 13.728046  90.960785 44.615208 106.91062 0 0
1409927164007 215.12593 33.64522 13.681406  91.01404 44.58732 106.98112 0 0
1409927164159 215.33401 33.634415 13.595013  91.06301 44.54867 107.03562 0 0
1409927164246 214.362 33.601017 13.41444  90.727776 44.634975 106.82628 0 0
1409927164379 214.77083 33.483555 13.290274  90.778305 44.582317 106.957344 0 0
1409927164500 214.76933 33.14452 13.082734  90.569405 44.585835 107.02852 0 0
1409927164646 214.9866 33.064205 13.05832  90.59444 44.57341 107.09607 0 0
1409927164703 214.98096 32.92241 12.943334  90.501015 44.56776 107.126274 0 0
1409927164837 214.33081 32.74534 12.950326  90.18548 44.661537 107.00024 0 0
1409927164961 214.56258 32.702618 12.951367  90.23482 44.643932 107.068825 0 0
1409927165099 214.5492 32.254375 12.720208  89.95283 44.659924 107.15588 0 0
1409927165184 214.76868 32.13862 12.600742  89.94187 44.63151 107.23406 0 0
1409927165322 214.85097 31.93013 12.463112  89.83207 44.626537 107.29263 0 0
1409927165436 213.78035 31.63366 12.524414  89.31991 44.779636 107.09253 0 0
1409927165580 214.26135 31.744402 12.490833  89.53784 44.71583 107.187965 0 0
1409927165660 214.25085 31.173178 12.230677  89.17336 44.74453 107.29641 0 0
1409927165800 214.35786 31.10681 12.189427  89.163826 44.73552 107.33841 0 0
1409927165916 214.65938 31.052864 12.092018  89.21612 44.694714 107.419556 0 0
1409927166046 213.72751 31.08642 12.250755  88.95091 44.80794 107.18706 0 0
1409927166123 215.89877 32.08788 12.937018  90.26837 44.622917 107.52466 0 0
1409927166264 216.0459 32.078957 12.89056  90.30447 44.596954 107.56576 0 0
1409927166380 216.13255 32.09039 12.876446  90.3392 44.583775 107.58188 0 0
1409927166504 216.4351 32.250103 12.872565  90.528435 44.531326 107.624664 0 0
1409927166582 216.16713 32.21896 12.863672  90.42646 44.558983 107.56419 0 0
1409927166794 215.54181 32.378647 13.071432  90.33177 44.635963 107.38088 0 0
1409927166863 216.10062 32.36531 12.98095  90.50026 44.567005 107.52091 0 0
1409927166934 216.0282 32.288113 12.938203  90.424416 44.575962 107.519714 0 0
1409927167064 216.21783 32.248123 12.8881645  90.455505 44.55534 107.57339 0 0
1409927167140 216.38261 32.090233 12.754687  90.40627 44.52953 107.645935 0 0
1409927167339 215.95595 31.981915 12.733099  90.2069 44.5812 107.561615 0 0
1409927167400 216.02524 31.990313 12.769935  90.233246 44.58646 107.579216 0 0
1409927167552 215.98936 31.95457 12.758724  90.202255 44.589504 107.575676 0 0
1409927167611 216.1439 31.942566 12.718633  90.24219 44.569374 107.61706 0 0
1409927167765 216.28964 32.044846 12.721914  90.35017 44.538254 107.62898 0 0
1409927167861 215.70857 31.864492 12.695338  90.051956 44.61297 107.52425 0 0
1409927167982 215.4914 32.046066 12.883789  90.10635 44.652134 107.43654 0 0
1409927168062 215.94154 31.91948 12.736485  90.16235 44.594402 107.572525 0 0
1409927168239 215.84698 31.833477 12.719701  90.08124 44.612553 107.56586 0 0
1409927168356 216.20753 31.74595 12.594857  90.13943 44.562553 107.670074 0 0
1409927168512 216.2796 31.756302 12.539258  90.16598 44.541798 107.68862 0 0
1409927168556 215.51797 31.753971 12.750325  89.93118 44.66112 107.50185 0 0
1409927168750 215.69278 31.693033 12.666002  89.942986 44.632084 107.55815 0 0
1409927168836 215.97632 31.984324 12.775937  90.22579 44.587788 107.56716 0 0
1409927168965 216.21436 32.026 12.727643  90.31908 44.54966 107.616455 0 0
1409927169077 216.39958 31.9475 12.62582  90.328476 44.520702 107.67823 0 0
1409927169236 215.48576 31.82017 12.696042  89.961174 44.639584 107.47711 0 0
1409927169404 215.82639 31.71483 12.622239  90.00194 44.606068 107.58417 0 0
1409927169491 215.82932 31.543255 12.549466  89.89807 44.617527 107.61979 0 0
1409927169624 216.04323 31.603203 12.510286  89.99779 44.57794 107.65867 0 0
1409927169740 216.10524 31.363243 12.37293  89.86719 44.575546 107.721146 0 0
1409927169898 215.11021 31.270885 12.498242  89.49758 44.710754 107.49453 0 0
1409927169949 215.64003 30.99034 12.301354  89.49622 44.66164 107.68477 0 0
1409927170084 215.58006 31.004648 12.309584  89.483246 44.662605 107.66419 0 0
1409927170179 215.7122 30.948647 12.241927  89.49482 44.644062 107.710915 0 0
1409927170318 215.86028 30.81168 12.150065  89.456665 44.62802 107.77607 0 0
1409927170438 214.92705 30.772226 12.239427  89.124725 44.74354 107.55258 0 0
1409927170530 215.2223 30.65483 12.199739  89.15362 44.726692 107.65312 0 0
1409927170779 215.37904 30.391445 12.036784  89.03932 44.710052 107.74292 0 0
1409927170800 215.60556 30.152266 11.859622  88.95521 44.689323 107.84604 0 0
1409927170937 215.6715 30.13547 11.83026  88.96582 44.678463 107.86654 0 0
1409927171075 214.67511 30.184544 11.989271  88.68358 44.79906 107.61302 0 0
1409927171184 216.88074 31.238619 12.73043  90.069046 44.61 107.966484 0 0
1409927171325 216.9878 31.189116 12.722279  90.07496 44.608517 108.00138 0 0
1409927171414 217.21918 31.144987 12.653502  90.118164 44.575626 108.06628 0 0
1409927171555 217.3303 31.080664 12.575182  90.108734 44.553673 108.10844 0 0
1409927171680 216.58604 31.077213 12.664844  89.87082 44.64409 107.92261 0 0
1409927171811 216.68 31.104584 12.727474  89.9222 44.64794 107.94573 0 0
1409927171898 216.84555 30.927917 12.580274  89.864624 44.625076 108.02016 0 0
1409927172140 216.86435 30.956276 12.584597  89.88279 44.619923 108.02104 0 0
1409927172162 217.20815 31.072058 12.552188  90.06458 44.56612 108.07763 0 0
1409927172319 216.93286 30.990585 12.551497  89.92932 44.600624 108.02359 0 0
1409927172363 216.51099 31.17422 12.779336  89.91257 44.66526 107.89057 0 0
1409927172523 216.752 30.964806 12.615156  89.8563 44.638725 107.98937 0 0
1409927172663 216.7147 30.81366 12.553242  89.753174 44.64982 108.01052 0 0
1409927172781 216.9661 30.761757 12.462487  89.8001 44.613358 108.08143 0 0
1409927172867 216.12352 30.605352 12.499518  89.43664 44.723698 107.90557 0 0
1409927173024 215.9472 30.61457 12.590104  89.39078 44.760235 107.86242 0 0
1409927173140 216.51309 30.443464 12.416133  89.46155 44.693855 108.03479 0 0
1409927173294 216.41855 30.232983 12.333802  89.30048 44.713387 108.0538 0 0
1409927173404 216.7808 30.290703 12.276263  89.448395 44.65857 108.13117 0 0
1409927173575 215.75699 30.19405 12.366133  89.06026 44.79276 107.899765 0 0
1409927173663 216.20238 30.056133 12.272669  89.11717 44.751797 108.03589 0 0
1409927173800 216.19115 30.003906 12.251927  89.08454 44.753178 108.04581 0 0
1409927173923 216.35065 30.000027 12.217318  89.13245 44.729374 108.08341 0 0
1409927173981 216.58252 30.054583 12.172083  89.23746 44.684845 108.1275 0 0
1409927174181 216.5705 30.09569 12.172552  89.26137 44.682343 108.11672 0 0
1409927174243 216.0379 30.13871 12.32181  89.117134 44.759842 107.978516 0 0
1409927174381 216.12709 30.228477 12.314857  89.20241 44.73841 107.97927 0 0
1409927174480 216.07098 30.138424 12.291094  89.1294 44.751614 107.98609 0 0
1409927174600 216.34671 30.423828 12.345768  89.388306 44.69 107.99425 0 0
1409927174762 216.06699 30.357605 12.326771  89.26008 44.720234 107.938675 0 0
1409927174803 215.67119 30.437239 12.47987  89.186615 44.78276 107.82794 0 0
1409927174980 215.822 30.263021 12.37819  89.12476 44.773205 107.89912 0 0
1409927175076 215.85791 30.180613 12.310925  89.09226 44.764038 107.92469 0 0
1409927175216 216.11882 30.1572 12.251341  89.15702 44.728046 107.99031 0 0
1409927175277 215.82478 30.024609 12.201224  88.98036 44.76487 107.94378 0 0
1409927175422 215.10455 29.99138 12.344727  88.731735 44.870678 107.77635 0 0
1409927175578 217.14209 31.010794 12.880352  89.96987 44.659687 108.07979 0 0
1409927175662 217.23222 30.924753 12.606537  89.977005 44.613358 108.142685 0 0
1409927175839 217.36041 30.728308 12.469558  89.90185 44.60026 108.212814 0 0
1409927175903 217.11807 30.708035 12.457109  89.80448 44.620728 108.15352 0 0
1409927176061 216.5378 30.734648 12.632266  89.640366 44.713802 108.008545 0 0
1409927176151 217.12605 30.703346 12.524479  89.8113 44.636642 108.16125 0 0
1409927179506 216.4693 30.887161 12.452135  89.67939 44.644245 107.95169 0 0
1409927179597 216.82137 30.925247 12.377826  89.8125 44.587814 108.02917 0 0
1409927179839 215.73741 30.94806 12.598711  89.483765 44.737213 107.75739 0 0
1409927179935 216.30826 30.797878 12.426302  89.569336 44.66987 107.9263 0 0
1409927180112 216.3064 30.650951 12.349505  89.4799 44.674088 107.958565 0 0
1409927180211 216.62633 30.326223 12.156589  89.37489 44.650288 108.09961 0 0
1409927180467 215.44283 30.132917 12.2590885  88.88408 44.811172 107.85034 0 0
1409927180505 215.94557 29.76888 12.040469  88.81725 44.77224 108.04531 0 0
1409927180686 215.95355 29.748268 12.038659  88.812164 44.775547 108.05646 0 0
1409927180846 216.38757 29.762774 11.930169  88.952034 44.709038 108.154686 0 0
1409927180973 215.4585 29.89694 12.15181  88.740234 44.82258 107.89961 0 0
1409927181106 215.97655 29.82082 12.07345  88.86068 44.7712 108.04229 0 0
1409927181240 215.98077 30.046888 12.153841  89.0021 44.750496 107.998566 0 0
1409927181422 216.26122 29.968906 12.062097  89.04488 44.715286 108.08362 0 0
1409927181561 215.36372 29.99414 12.202395  88.769455 44.827812 107.857086 0 0
1409927181751 215.88332 30.220182 12.254141  89.06895 44.758152 107.94263 0 0
1409927181883 215.95033 30.511276 12.368815  89.26968 44.732708 107.89755 0 0
1409927182092 216.32924 31.027813 12.51474  89.707565 44.64807 107.88714 0 0
1409927182203 215.6202 31.373098 12.84125  89.690155 44.74125 107.645 0 0
1409927182406 216.01889 31.225039 12.736068  89.72934 44.69932 107.77266 0 0
1409927182453 216.21959 31.176107 12.660481  89.757744 44.671772 107.830574 0 0
1409927182665 216.33421 31.274649 12.675312  89.861694 44.647915 107.83953 0 0
1409927182746 215.54272 31.258762 12.860156  89.60031 44.770912 107.64599 0 0
1409927182877 215.87965 31.085455 12.7289715  89.600296 44.736874 107.767006 0 0
1409927182971 215.9318 31.031199 12.676627  89.58391 44.724064 107.793175 0 0
1409927183132 216.29958 31.48155 12.8369665  89.98436 44.657993 107.78953 0 0
1409927183279 216.51128 31.129427 12.651875  89.834625 44.647083 107.91302 0 0
1409927183388 215.57364 30.903776 12.705521  89.39446 44.78612 107.728905 0 0
1409927183535 215.98059 31.081238 12.69405  89.62341 44.716614 107.79479 0 0
1409927183580 215.42397 29.556068 12.075768  88.49536 44.86505 107.96531 0 0
1409927183795 216.263 27.976276 11.729596  87.815834 44.965366 108.516304 0 0
1409927183871 221.1502 22.780495 10.426615  86.3275 45.174713 110.93935 0 0
1409927184019 221.5139 22.189844 10.28845  86.06751 45.20685 111.20255 0 0
1409927184215 222.92796 21.031784 9.7866535  85.878044 45.10044 111.86555 0 0
1409927184295 229.24432 27.84521 12.9420185  92.33885 44.22078 112.19662 0 0
