时间截 R分量 G分量 B分量  Y分量 U分量 V分量 脉搏 血氧
1409927677815 241.2337 0.2711849 6.180078  78.52078 46.768673 122.20711 0 0
1409927677932 241.41953 0.20440105 6.1745963  78.53518 46.766747 122.26896 0 0
1409927678036 241.79198 0.1945573 6.2310414  78.722145 46.74031 122.3781 0 0
1409927678128 242.15224 0.14723958 6.173281  78.87875 46.681744 122.48198 0 0
1409927678193 240.95308 0.54977864 6.209232  78.74198 46.712837 122.07544 0 0
1409927678341 240.78136 0.28079426 6.0092187  78.23634 46.798462 122.08474 0 0
1409927678441 241.77745 0.31928384 6.266797  78.87026 46.729584 122.38646 0 0
1409927678535 241.88599 0.31270835 6.472383  78.90927 46.74393 122.41784 0 0
1409927678641 242.36484 0.3304948 6.293594  79.215935 46.65133 122.562164 0 0
1409927678857 242.88145 0.32875 6.3854427  79.51923 46.59466 122.70484 0 0
1409927678933 241.50063 0.2761849 6.1472263  78.67394 46.73771 122.3256 0 0
1409927679063 241.67427 0.2368099 6.1197004  78.69819 46.725887 122.38625 0 0
1409927679157 241.695 0.24097656 6.111237  78.74021 46.712162 122.3818 0 0
1409927679251 242.05281 0.22817709 6.1601434  78.9305 46.676197 122.48388 0 0
1409927679302 242.64078 0.3095703 6.390703  79.2763 46.62198 122.633415 0 0
1409927679309 242.87344 0.32515624 6.412995  79.4322 46.584114 122.69633 0 0
1409927679405 243.01724 0.3292448 6.493698  79.534294 46.579845 122.73524 0 0
1409927679520 242.54083 0.38533854 6.3091016  79.398865 46.554142 122.57779 0 0
1409927679582 241.78906 0.37553385 6.217747  78.89685 46.666798 122.37659 0 0
1409927679646 241.91031 0.3342578 6.23181  78.93179 46.663254 122.42044 0 0
1409927679729 241.8673 0.32667968 5.974128  78.91655 46.627476 122.41974 0 0
1409927679802 242.09187 0.36880207 6.104896  79.09965 46.615417 122.47188 0 0
1409927679927 242.26344 0.33210936 6.1032424  79.14424 46.604557 122.52849 0 0
1409927679988 242.9637 0.2873698 6.1845574  79.503296 46.537735 122.72841 0 0
1409927680065 243.20912 0.31501302 6.2270184  79.68883 46.49909 122.79135 0 0
1409927680161 243.61354 0.32007813 6.3202734  79.96868 46.44862 122.897705 0 0
1409927680221 242.5426 0.48208332 6.008021  79.53117 46.47435 122.60016 0 0
1409927680223 242.34755 0.45122397 5.9788933  79.34574 46.525105 122.55638 0 0
1409927680348 242.35875 0.42790365 5.9805207  79.3258 46.530285 122.565155 0 0
1409927680384 242.48209 0.4141406 5.979232  79.365364 46.518673 122.60412 0 0
1409927680389 242.41318 0.38619792 5.929349  79.27659 46.532814 122.588 0 0
1409927680408 242.41516 0.3779297 5.9348307  79.27147 46.533127 122.59497 0 0
1409927680530 242.46625 0.3781901 5.9679556  79.298584 46.53945 122.607864 0 0
1409927680548 242.71849 0.32915366 5.9828644  79.37965 46.525288 122.68992 0 0
1409927680609 242.84021 0.3491146 6.0060678  79.46112 46.50922 122.71956 0 0
1409927680658 243.18417 0.35548177 6.0616665  79.69762 46.467655 122.811356 0 0
1409927680842 243.38152 0.3003125 6.0336847  79.729416 46.449715 122.87839 0 0
1409927680890 242.01614 0.3046875 5.794779  78.93122 46.58568 122.493805 0 0
1409927680997 242.07823 0.27740887 5.8090496  78.91267 46.601276 122.52133 0 0
1409927681076 242.14984 0.25856772 5.788073  78.91876 46.59401 122.54253 0 0
1409927681195 242.15839 0.25171876 5.807526  78.90216 46.602448 122.54758 0 0
1409927681256 242.57234 0.21125 5.82056  79.0807 46.565754 122.67208 0 0
1409927681323 242.84396 0.22729167 5.890573  79.2645 46.538307 122.74026 0 0
1409927681338 243.26396 0.2075651 5.9344664  79.474815 46.497032 122.861305 0 0
1409927681451 243.37042 0.21628906 5.954401  79.56206 46.478176 122.888725 0 0
1409927681615 242.0412 0.30186197 5.734284  78.981705 46.555313 122.492134 0 0
1409927681673 241.83974 0.22282553 5.543724  78.54569 46.635834 122.45383 0 0
1409927681798 241.7501 0.21898438 5.5092316  78.46857 46.647915 122.43112 0 0
1409927681869 241.95073 0.18266927 5.5310807  78.52661 46.64625 122.496956 0 0
1409927681927 242.25192 0.15998697 5.5663023  78.65183 46.62172 122.58255 0 0
1409927682045 242.53563 0.16949219 5.6054034  78.850235 46.581066 122.65849 0 0
1409927682115 243.10484 0.21813802 5.7903905  79.301056 46.52096 122.81888 0 0
1409927682316 242.04333 0.26398438 5.585872  78.79772 46.581146 122.5025 0 0
1409927682367 242.55963 0.22700521 6.002357  79.02674 46.642525 122.702995 0 0
1409927682442 242.50078 0.21317708 5.9902344  78.96258 46.659714 122.6908 0 0
1409927682448 242.59052 0.20579427 6.0052605  79.00371 46.656223 122.71724 0 0
1409927682528 242.64406 0.19552083 6.045599  79.01853 46.664036 122.73338 0 0
1409927682606 242.84433 0.19231771 6.0267057  79.11151 46.635105 122.793076 0 0
1409927682735 243.20255 0.21899739 6.155521  79.38786 46.599533 122.88458 0 0
1409927682781 243.36244 0.25610676 6.1491795  79.59616 46.537292 122.911224 0 0
1409927682896 242.64911 0.29604167 6.0652604  79.26401 46.59375 122.70471 0 0
1409927683100 242.2539 0.18795572 5.9765105  78.76482 46.709843 122.62987 0 0
1409927683209 242.27428 0.15010417 5.952409  78.68376 46.723515 122.646774 0 0
1409927683369 242.56984 0.13757813 5.9627213  78.81832 46.696953 122.73078 0 0
1409927683501 243.12224 0.14921875 6.073073  79.185524 46.629738 122.87609 0 0
1409927683734 241.65453 0.13359375 5.7877603  78.25652 46.79297 122.476715 0 0
1409927683849 241.6728 0.08721354 5.9121876  78.1378 46.835495 122.482994 0 0
1409927684063 242.02657 0.086927086 6.014714  78.33582 46.813828 122.57781 0 0
1409927684146 242.71104 0.107760414 6.1767707  78.78107 46.728645 122.76951 0 0
1409927684322 241.41797 0.11317708 5.9885807  78.04634 46.8613 122.39664 0 0
1409927684405 242.43275 0.091028646 6.535703  78.68492 46.866356 122.73281 0 0
1409927684594 242.36829 0.07924479 6.5102215  78.61737 46.874714 122.71375 0 0
1409927684702 242.92365 0.071927086 6.59612  78.94388 46.814766 122.866875 0 0
1409927684831 243.19948 0.08018229 6.593164  79.14247 46.76664 122.9381 0 0
1409927684971 241.81114 0.08242188 6.3824086  78.28571 46.927734 122.561066 0 0
1409927685101 241.97395 0.10904948 6.313919  78.28827 46.905365 122.60682 0 0
1409927685278 242.03958 0.1044401 6.2945704  78.32956 46.884636 122.62401 0 0
1409927685379 242.48302 0.11873698 6.3386326  78.64724 46.828854 122.74429 0 0
1409927685509 242.65558 0.13341145 6.3971095  78.800026 46.80229 122.78149 0 0
1409927685639 241.39183 0.07584635 6.1647787  77.916145 46.97333 122.44622 0 0
1409927685785 241.75671 0.0860026 6.259206  78.176735 46.921562 122.540886 0 0
1409927685916 241.74484 0.08212239 6.2114973  78.15116 46.920597 122.537735 0 0
1409927686113 242.15302 0.082955725 6.268112  78.40914 46.867733 122.6468 0 0
1409927686145 240.95885 0.07989583 6.0919924  77.72957 47.006824 122.327835 0 0
1409927686289 242.00073 0.13074219 6.6658463  78.52401 46.95177 122.63213 0 0
1409927686400 242.42218 0.11678386 6.789323  78.79379 46.894688 122.74349 0 0
1409927686545 242.41978 0.10859375 6.753828  78.77034 46.890755 122.74123 0 0
1409927686663 242.84984 0.12647136 6.870052  79.08673 46.84289 122.84789 0 0
1409927686774 243.10786 0.1639974 6.8734117  79.34725 46.769844 122.906715 0 0
1409927686947 241.73865 0.14489584 6.6223826  78.451096 46.936043 122.54409 0 0
1409927687018 242.13525 0.12917969 6.6468883  78.65693 46.88888 122.653564 0 0
1409927687237 242.13156 0.13272135 6.621628  78.6636 46.882915 122.65013 0 0
1409927687328 242.76625 0.17589843 6.7090364  79.14842 46.776093 122.808464 0 0
1409927687513 242.60312 0.220625 6.625781  79.17018 46.745182 122.74354 0 0
1409927687559 241.7835 0.12539062 6.6284895  78.51201 46.909374 122.54273 0 0
1409927687816 241.889 0.13233073 6.611328  78.59802 46.878853 122.56779 0 0
1409927687845 242.32901 0.16880208 6.5650783  78.9063 46.788387 122.67604 0 0
1409927688074 242.40338 0.16434896 6.5640626  78.94763 46.776512 122.69953 0 0
1409927688128 241.59146 0.17261718 6.4876695  78.485 46.881535 122.47979 0 0
1409927688353 241.91473 0.1783724 6.393906  78.66051 46.832317 122.56237 0 0
1409927688471 242.1911 0.19648437 6.2946353  78.87212 46.74961 122.627785 0 0
1409927688599 242.63708 0.21070312 6.3648176  79.17866 46.68857 122.74438 0 0
1409927688764 241.95583 0.24752603 6.22056  78.87327 46.728592 122.54096 0 0
1409927688891 241.82031 0.1641927 6.2896876  78.60064 46.81659 122.53945 0 0
1409927689009 241.81573 0.20209636 6.416263  78.619156 46.820236 122.5311 0 0
1409927689113 242.13979 0.18908854 6.4739323  78.78154 46.794113 122.62388 0 0
1409927689284 242.43364 0.21132812 6.5336847  79.01306 46.74617 122.69318 0 0
1409927689382 241.21614 0.17220052 6.3384376  78.19224 46.90763 122.373856 0 0
1409927689518 241.67365 0.12726563 6.2838283  78.37502 46.87396 122.50169 0 0
1409927689628 241.81287 0.14424479 6.3461456  78.476746 46.85099 122.53899 0 0
1409927689782 242.1113 0.14276041 6.4178386  78.6374 46.838177 122.63195 0 0
1409927689877 242.70703 0.17515625 6.523724  79.06759 46.75336 122.78492 0 0
1409927690021 243.08807 0.19472656 6.561042  79.328804 46.69396 122.88794 0 0
1409927690112 243.3374 0.20339844 6.6202602  79.51579 46.660027 122.949974 0 0
1409927690251 241.82094 0.1755599 6.362109  78.55082 46.84099 122.538284 0 0
1409927690359 242.33073 0.16003907 6.5838933  78.81689 46.82505 122.687706 0 0
1409927690482 242.31604 0.16114584 6.537396  78.81178 46.812317 122.67914 0 0
1409927690640 242.61671 0.17044272 6.6220965  79.01629 46.785625 122.76133 0 0
1409927690846 243.10927 0.200625 6.687604  79.35705 46.70893 122.88935 0 0
1409927690915 241.87927 0.073177084 6.2430077  78.27698 46.89805 122.59318 0 0
1409927691126 242.1675 0.07098959 6.264531  78.45655 46.855858 122.67333 0 0
1409927691271 242.55995 0.13559896 6.3073306  78.74917 46.7931 122.767555 0 0
1409927691390 243.06984 0.1713151 6.395  79.145134 46.718567 122.894844 0 0
1409927691493 242.39703 0.18042968 6.2158723  78.811966 46.743332 122.69734 0 0
1409927691628 241.75865 0.10914063 6.302656  78.227264 46.923645 122.557945 0 0
1409927691698 242.29938 0.1071875 6.414987  78.54936 46.869244 122.71857 0 0
1409927691894 242.05829 0.07141927 6.3634896  78.29903 46.910572 122.64961 0 0
1409927691943 242.69589 0.08356771 6.3519273  78.719925 46.815834 122.8356 0 0
1409927692005 242.83427 0.09434896 6.3734245  78.83763 46.793465 122.86562 0 0
1409927692141 243.00188 0.08992188 6.388581  78.93277 46.771538 122.91016 0 0
1409927692287 241.49911 0.027421875 6.184987  77.84217 46.9931 122.515625 0 0
1409927692376 242.01202 0.02829427 6.307995  78.175705 46.934402 122.64864 0 0
1409927692554 241.99303 0.028880209 6.279284  78.16843 46.92547 122.64237 0 0
1409927692623 242.61833 0.07971354 6.2610545  78.58539 46.837032 122.81987 0 0
1409927692820 242.83615 0.08497396 6.320156  78.73391 46.81591 122.877266 0 0
1409927692937 241.51079 0.017408853 6.1760416  77.72197 47.025314 122.53039 0 0
1409927693043 242.9585 0.059570313 6.711055  78.89448 46.88695 122.94823 0 0
1409927693222 242.98312 0.06264323 6.6997137  78.90227 46.885704 122.95073 0 0
1409927693320 243.44359 0.08153646 6.8482423  79.21549 46.827682 123.07719 0 0
1409927693457 242.20401 0.07054687 6.5789323  78.38992 46.97573 122.74497 0 0
1409927693519 242.6728 0.049205728 6.640169  78.598206 46.94065 122.88523 0 0
1409927693702 242.76176 0.05154948 6.66349  78.672775 46.927788 122.903595 0 0
1409927693737 242.98994 0.055950522 6.7077346  78.84146 46.893776 122.95825 0 0
1409927693887 243.1349 0.061315104 6.7514973  78.93945 46.882736 122.99805 0 0
1409927694014 242.08864 0.054895833 6.436224  78.290276 46.96672 122.7114 0 0
1409927694194 241.98105 0.033854168 6.4695573  78.018974 47.03737 122.69107 0 0
1409927694362 242.38713 0.063424475 6.5145183  78.36805 46.96737 122.801094 0 0
1409927694487 242.90828 0.06516927 6.6120315  78.677475 46.913906 122.93916 0 0
1409927694664 243.0188 0.087434895 6.633021  78.849625 46.863438 122.955185 0 0
1409927694744 241.89777 0.021796875 6.3803644  77.92703 47.04169 122.67136 0 0
1409927694971 242.25589 0.027994791 6.4465103  78.18083 46.99625 122.760315 0 0
1409927695102 242.59401 0.040104166 6.5679555  78.436745 46.95271 122.85435 0 0
1409927695270 242.96771 0.048020832 6.6670833  78.7085 46.908516 122.950806 0 0
1409927695388 241.6941 0.040169273 6.544557  77.813866 47.10953 122.63456 0 0
1409927695536 242.11208 0.036940105 6.562904  78.09898 47.03698 122.74602 0 0
1409927695605 242.3713 0.03455729 6.6148305  78.315895 47.00081 122.797295 0 0
1409927695817 242.56349 0.034908853 6.6283336  78.43516 46.971355 122.848076 0 0
1409927695954 241.41136 0.02779948 6.404466  77.67018 47.113335 122.54383 0 0
1409927696031 241.79135 0.012604167 6.2892056  77.8291 47.063282 122.65271 0 0
1409927696278 241.89859 0.015898438 6.2816668  77.95285 47.02362 122.67518 0 0
1409927696420 242.56245 0.04515625 6.4044924  78.39957 46.926304 122.844765 0 0
1409927696611 241.33682 0.0145052085 6.2220964  77.599495 47.082344 122.515366 0 0
1409927696757 242.96968 0.04126302 6.922617  78.7407 46.987736 122.98511 0 0
1409927696988 243.154 0.048190106 6.9623957  78.8844 46.959507 123.03143 0 0
1409927697045 243.8125 0.073919274 7.233138  79.40655 46.875652 123.20169 0 0
1409927697264 243.93948 0.08976562 7.1779428  79.53026 46.8275 123.23266 0 0
1409927697342 242.44682 0.036640625 6.8978777  78.41784 47.04237 122.83995 0 0
1409927697510 242.79433 0.031809896 6.966198  78.619514 47.00505 122.93529 0 0
1409927697702 243.00922 0.039088544 6.9847527  78.79965 46.95776 122.98612 0 0
1409927697905 243.5075 0.054479167 7.105065  79.17198 46.890858 123.11078 0 0
1409927697986 242.52557 0.03921875 6.992383  78.46416 47.04349 122.85833 0 0
1409927698177 242.71922 0.035065103 7.039961  78.57487 47.02539 122.914116 0 0
1409927698290 243.18526 0.042291667 7.0439453  78.91544 46.933697 123.02714 0 0
1409927698438 243.84213 0.06794271 7.1479425  79.45596 46.85375 123.21482 0 0
1409927698575 244.23718 0.0806901 7.2579165  79.7507 46.80862 123.317314 0 0
1409927698710 242.70323 0.043867186 6.826849  78.64442 46.9881 122.92258 0 0
1409927698761 243.30109 0.054934897 6.849401  78.9658 46.934452 123.08151 0 0
1409927698963 243.33672 0.071692705 6.829974  79.05872 46.902214 123.0826 0 0
1409927699060 243.45396 0.047252603 6.9852605  79.070366 46.910053 123.1124 0 0
1409927699153 243.8426 0.071640626 7.127318  79.40255 46.846172 123.20812 0 0
1409927699299 243.55615 0.099036455 7.055638  79.32685 46.84073 123.11721 0 0
1409927699383 242.70364 0.028203124 6.894961  78.522224 47.03198 122.91927 0 0
1409927699518 243.06187 0.024166666 6.980508  78.71877 46.999218 123.0175 0 0
1409927699649 243.15953 0.029934896 6.958281  78.83047 46.961483 123.033 0 0
1409927699804 243.44365 0.026927084 6.976797  78.989555 46.926304 123.11024 0 0
1409927699926 243.90791 0.06113281 7.088021  79.39211 46.8575 123.23531 0 0
1409927699997 242.57349 0.019127604 6.7301173  78.37741 47.03914 122.89149 0 0
1409927700160 242.72328 0.017122395 6.803932  78.44574 47.04539 122.93677 0 0
1409927700272 243.13599 0.022252604 6.8148956  78.74056 46.968853 123.03888 0 0
1409927700431 243.50458 0.026197916 6.9432163  78.98981 46.93961 123.13773 0 0
1409927700480 243.69016 0.06566406 7.013581  79.24715 46.878048 123.175835 0 0
1409927700616 242.7239 0.050195314 6.7217317  78.59222 46.968098 122.91701 0 0
1409927700741 242.72926 0.02639323 6.8139844  78.416084 47.05664 122.94662 0 0
1409927700951 243.03557 0.030533854 6.8678255  78.66491 47.001278 123.02044 0 0
1409927701021 243.38234 0.03277344 6.9623437  78.88514 46.975235 123.11013 0 0
1409927701165 243.63329 0.04375 7.0533333  79.10129 46.93586 123.17261 0 0
1409927701248 242.045 0.02236979 6.6757293  77.96056 47.129063 122.75974 0 0
1409927701480 242.17792 0.012916666 6.728034  77.98902 47.130287 122.78943 0 0
1409927701596 242.60135 0.0105989585 6.797526  78.2509 47.068256 122.89659 0 0
1409927701785 243.00146 0.013606771 6.915859  78.53947 47.016407 122.99573 0 0
1409927701839 241.76099 0.007265625 6.6964455  77.66018 47.19255 122.679535 0 0
1409927701955 242.02855 0.00936198 6.6602216  77.81617 47.150314 122.74641 0 0
1409927702080 242.65797 0.02170573 6.6484375  78.313515 47.036068 122.916954 0 0
1409927702150 242.6075 0.02282552 6.6446486  78.25542 47.047474 122.90448 0 0
1409927702349 242.80359 0.021080729 6.7247524  78.39859 47.034298 122.955154 0 0
1409927702484 241.7085 0.022291666 6.5423045  77.684975 47.17031 122.666275 0 0
1409927702633 241.98927 0.006184896 6.619531  77.74832 47.1744 122.745964 0 0
1409927702765 242.16074 0.015286459 6.7502475  77.89562 47.151016 122.78344 0 0
1409927702938 242.39214 0.030195313 6.570651  78.058556 47.076744 122.8424 0 0
1409927702971 241.22276 0.0041015623 6.4634767  77.28941 47.252007 122.532135 0 0
1409927703128 241.23051 0.0046614585 6.4603386  77.27915 47.252266 122.5363 0 0
1409927703186 242.84427 0.020221354 7.1492186  78.479126 47.133385 122.99226 0 0
1409927703419 242.77838 0.017786458 7.062461  78.41224 47.1269 122.97341 0 0
1409927703443 243.38385 0.023476563 7.203164  78.855705 47.040573 123.127266 0 0
1409927703612 243.45781 0.020742187 7.2039323  78.88738 47.039585 123.149345 0 0
1409927703711 242.12338 0.014544271 6.927031  77.97085 47.215885 122.81763 0 0
1409927703957 242.5915 0.017252604 6.97931  78.28337 47.14328 122.936195 0 0
1409927704008 243.08 0.020221354 7.038737  78.63409 47.073074 123.05927 0 0
1409927704168 243.21938 0.02623698 7.069831  78.74578 47.051277 123.09289 0 0
1409927704336 242.17958 0.018333333 6.9270444  78.04063 47.18552 122.81687 0 0
1409927704449 242.7399 0.0145052085 7.0203905  78.33341 47.13995 122.974945 0 0
1409927704577 242.66588 0.013736979 6.9873567  78.30263 47.137135 122.95237 0 0
1409927704696 242.94438 0.013242188 7.0415235  78.48168 47.10823 123.024086 0 0
1409927704838 243.29506 0.017148437 7.067461  78.73436 47.0431 123.113174 0 0
1409927704890 241.9925 0.009973958 6.8609896  77.84318 47.223724 122.775444 0 0
1409927705112 242.33443 0.012447917 6.9240365  78.06668 47.180885 122.86245 0 0
1409927705149 242.7224 0.014114583 6.9669533  78.34922 47.119663 122.96247 0 0
1409927705215 242.88594 0.015755208 6.968672  78.46206 47.08922 123.00544 0 0
1409927705379 243.02667 0.016979167 6.988646  78.56001 47.069168 123.04011 0 0
1409927705437 242.01338 0.015898438 6.809857  77.932304 47.18258 122.76784 0 0
1409927705608 241.94115 0.0103125 6.813724  77.813126 47.216408 122.7601 0 0
1409927705705 242.41225 0.015963541 6.9183593  78.151794 47.14396 122.871956 0 0
1409927705857 242.51515 0.012942708 6.945573  78.19719 47.138386 122.903435 0 0
1409927705921 243.05948 0.018841146 7.0384374  78.60203 47.056614 123.041695 0 0
1409927706083 243.28625 0.026484376 7.096263  78.78208 47.020626 123.09963 0 0
1409927706199 243.61734 0.041666668 7.2709894  79.1028 46.981224 123.18344 0 0
1409927706269 242.15433 0.027773438 6.8297267  78.061264 47.15357 122.81086 0 0
1409927706480 242.49448 0.022799479 6.880833  78.255196 47.120052 122.90479 0 0
1409927706528 242.85172 0.02641927 6.9340105  78.512276 47.06357 122.99612 0 0
1409927706661 243.00475 0.025442708 6.960768  78.61043 47.047527 123.03552 0 0
1409927706823 243.4515 0.035859376 7.065703  78.950455 46.984478 123.143486 0 0
1409927706879 242.21974 0.015559896 6.8236847  78.080246 47.14323 122.82411 0 0
1409927707020 242.36885 0.011757812 6.8589845  78.139336 47.143253 122.86995 0 0
1409927707180 242.94458 0.017304687 6.9432163  78.56005 47.055626 123.01336 0 0
1409927707233 243.1323 0.018776042 6.981862  78.67129 47.034714 123.06195 0 0
1409927707376 243.28307 0.01704427 7.041276  78.77825 47.022137 123.09976 0 0
1409927707474 243.82745 0.040078126 7.177578  79.17853 46.95151 123.245186 0 0
1409927707603 242.42625 0.020729167 7.014271  78.24475 47.133255 122.873695 0 0
1409927707663 242.66624 0.01643229 7.0833726  78.32136 47.136017 122.94734 0 0
1409927707861 242.80208 0.013164062 7.114297  78.382256 47.12909 122.98878 0 0
1409927707929 243.12599 0.01654948 7.1480336  78.62712 47.070496 123.067085 0 0
1409927708106 243.44589 0.019752605 7.184961  78.85936 47.019165 123.150024 0 0
1409927708237 243.73203 0.045520835 7.149974  79.160805 46.953465 123.21802 0 0
1409927708292 242.5001 0.011966146 6.97  78.15281 47.155754 122.89807 0 0
1409927708424 242.75475 0.012734375 7.0054555  78.31255 47.12604 122.969925 0 0
1409927708553 243.0688 0.017226562 6.9922004  78.61206 47.039764 123.037315 0 0
1409927708692 243.42427 0.02328125 7.0409374  78.85482 46.984062 123.12859 0 0
1409927708760 243.82765 0.044088542 7.0814323  79.19701 46.92026 123.23992 0 0
1409927708956 243.29843 0.05981771 6.9378905  78.968124 46.934296 123.08531 0 0
1409927709030 243.21275 0.016210938 6.985052  78.63652 47.04638 123.08885 0 0
1409927709086 243.17802 0.02048177 6.9421353  78.68455 47.018387 123.072945 0 0
