时间截 R分量 G分量 B分量  Y分量 U分量 V分量 脉搏 血氧
1409927709288 243.16974 0.021054687 6.9433203  78.66874 47.02211 123.07013 0 0
1409927709388 243.70625 0.021536458 7.099297  79.01212 46.976173 123.21162 0 0
1409927709459 242.73282 0.03079427 6.7946615  78.47827 47.036407 122.95469 0 0
1409927709654 242.34474 0.0128125 6.864844  78.04645 47.1682 122.87286 0 0
1409927709739 242.96031 0.012161458 6.943242  78.47118 47.072006 123.03333 0 0
1409927709782 243.02374 0.012070312 6.9434505  78.483734 47.07125 123.05161 0 0
1409927709980 243.18124 0.012213542 6.989401  78.599815 47.053333 123.09222 0 0
1409927710064 242.44188 0.014765625 6.83306  78.17101 47.12237 122.88539 0 0
1409927710202 242.17062 0.0051432294 6.826068  77.85306 47.20505 122.834816 0 0
1409927710275 242.71776 0.0044791666 6.907539  78.20725 47.13844 122.97784 0 0
1409927710442 242.66827 0.008984375 6.9009633  78.21593 47.12573 122.961586 0 0
1409927710610 243.12901 0.009973958 6.936914  78.52513 47.055626 123.07883 0 0
1409927710684 242.0011 0.009453125 6.7552214  77.80793 47.19557 122.77719 0 0
1409927710748 241.92699 0.0055729165 6.742617  77.69538 47.224037 122.76682 0 0
1409927710849 242.17136 0.0073046875 6.685495  77.76081 47.189377 122.81828 0 0
1409927710999 242.52443 0.017604167 6.748997  78.12585 47.113907 122.90255 0 0
1409927711043 242.70734 0.013606771 6.820195  78.22302 47.10862 122.95195 0 0
1409927711193 242.79478 0.016770834 6.8092446  78.2884 47.08513 122.97586 0 0
1409927711322 241.85942 0.014036458 6.651888  77.69666 47.19612 122.72526 0 0
1409927711481 242.81468 0.012760417 7.127474  78.281105 47.180573 123.011955 0 0
1409927714183 242.52151 0.0075130207 7.0614843  78.02215 47.224037 122.934555 0 0
1409927714335 242.67192 0.008033854 7.083737  78.12935 47.200783 122.970726 0 0
1409927714413 242.56708 0.0139973955 7.039362  78.19212 47.165573 122.92677 0 0
1409927714556 241.58646 0.005182292 6.836003  77.40546 47.323307 122.685936 0 0
1409927714642 242.03839 9.895833E-4 7.011237  77.660446 47.30315 122.81005 0 0
1409927714803 242.10979 0.0051432294 6.8696485  77.688774 47.242786 122.81099 0 0
1409927714840 242.33885 0.015091145 6.813594  77.82442 47.208176 122.881226 0 0
1409927715016 242.7611 0.0073958333 7.008516  78.17473 47.183647 123.000206 0 0
1409927715083 242.21912 0.010442709 6.8691015  77.92495 47.207474 122.84773 0 0
1409927715324 241.74031 0.0034765624 6.8055987  77.46584 47.315964 122.73977 0 0
1409927715365 242.14714 0.0039973957 6.926432  77.68122 47.267006 122.83037 0 0
1409927715518 242.39276 0.008372396 6.9064455  77.88034 47.2294 122.90094 0 0
1409927715574 242.79474 0.009986979 6.9945183  78.14969 47.175026 123.004814 0 0
1409927715837 242.92848 0.020026041 7.0328646  78.318825 47.137684 123.03305 0 0
1409927715870 242.08896 0.0069140624 6.88931  77.754456 47.257553 122.81456 0 0
1409927715937 242.23006 0.00578125 6.9292836  77.82309 47.250523 122.85224 0 0
1409927716133 242.43307 0.01109375 6.9972267  77.9638 47.224663 122.899216 0 0
1409927716200 242.65504 0.014817708 7.113021  78.16233 47.20013 122.951324 0 0
1409927716311 242.76666 0.015351563 7.1247916  78.2203 47.18505 122.982735 0 0
1409927716452 242.70453 0.015481771 7.059857  78.218895 47.170467 122.9575 0 0
1409927716610 241.72458 0.0022916666 6.8113413  77.46958 47.305702 122.71503 0 0
1409927716654 242.32709 0.0042838543 7.0765758  77.89333 47.262215 122.881195 0 0
1409927716800 242.27802 0.004440104 7.0535808  77.87099 47.257656 122.866066 0 0
1409927716891 242.64677 0.004921875 7.116758  78.089554 47.220158 122.96534 0 0
1409927717035 242.87099 0.0058072917 7.1438804  78.2615 47.182213 123.01875 0 0
1409927717150 241.55907 0.0011588541 6.7752733  77.32388 47.32974 122.67914 0 0
1409927717285 241.94473 0.0011979167 7.0333595  77.5603 47.32513 122.784035 0 0
1409927717340 242.14047 0.006458333 7.083099  77.8141 47.268517 122.81979 0 0
1409927717518 242.28802 0.013841146 7.0633073  78.00522 47.217552 122.84456 0 0
1409927717573 242.78265 0.008463542 7.174466  78.22793 47.19164 122.99044 0 0
1409927717737 243.01547 0.017682292 7.290586  78.49495 47.150364 123.0438 0 0
1409927717821 241.59781 0.0031901042 6.945156  77.36452 47.350807 122.68503 0 0
1409927717940 242.14052 0.0017317708 7.038034  77.66747 47.299923 122.82846 0 0
1409927718030 242.32161 0.006653646 7.0001564  77.842926 47.242317 122.87659 0 0
1409927718209 242.43286 0.004049479 7.0365367  77.872604 47.246017 122.90995 0 0
