时间截 R分量 G分量 B分量  Y分量 U分量 V分量 脉搏 血氧
1409926905826 247.89272 0.0 12.738997  75.76069 49.672684 124.97737 0 0
1409926905861 247.13849 0.0 12.158906  75.23211 49.65005 124.76893 0 0
1409926905960 246.53412 0.0 11.753437  74.764275 49.66513 124.60602 0 0
1409926906006 246.19208 0.0 11.421393  74.47855 49.65742 124.51839 0 0
1409926906067 246.61874 0.0 11.895494  74.74996 49.693592 124.63664 0 0
1409926906123 247.13506 0.0 12.090247  75.147 49.663853 124.77771 0 0
1409926906208 247.13469 0.0 11.953737  75.16504 49.637684 124.773125 0 0
1409926906267 247.28822 0.0 12.390013  75.280624 49.69323 124.81687 0 0
1409926906309 247.57275 0.0 12.502513  75.50455 49.673046 124.89521 0 0
1409926906364 247.76791 0.0 12.653972  75.66076 49.673985 124.94737 0 0
1409926906419 247.93375 0.0 12.768841  75.7881 49.675106 124.99456 0 0
1409926906487 247.02605 0.0 12.086002  75.12898 49.65948 124.74252 0 0
1409926906550 245.75166 0.0 11.240808  74.09898 49.692734 124.4007 0 0
1409926906577 245.98824 0.0 11.249726  74.26556 49.669662 124.464325 0 0
1409926906614 246.95593 0.0 12.123425  74.98271 49.72146 124.73698 0 0
1409926906667 247.31157 0.0 12.3656645  75.23564 49.718853 124.8326 0 0
1409926906761 247.73558 0.0 12.707356  75.57886 49.740417 124.94849 0 0
1409926906817 247.75078 0.0 12.716784  75.5959 49.739452 124.951096 0 0
1409926906882 247.95172 0.0 12.834219  75.74341 49.73159 125.00547 0 0
1409926906961 248.28021 0.0 13.119922  76.00909 49.740494 125.09563 0 0
1409926907068 248.47723 0.0 13.326471  76.166405 49.75138 125.15185 0 0
1409926907087 245.99907 0.0 11.23905  74.27602 49.67992 124.466644 0 0
1409926907161 245.9125 0.0 11.383997  74.19711 49.71047 124.44253 0 0
1409926907204 245.93495 0.0 11.235586  74.17167 49.681797 124.45187 0 0
1409926907291 247.12875 0.0 12.3228  75.059456 49.745728 124.78427 0 0
1409926907342 247.73766 0.0 12.762032  75.52297 49.76021 124.9487 0 0
1409926907370 247.75287 0.0 12.793815  75.53772 49.763386 124.95373 0 0
1409926907395 247.81703 0.0 12.827227  75.58962 49.757553 124.971016 0 0
1409926907485 247.89214 0.0 12.881302  75.639626 49.763462 124.99073 0 0
1409926907527 248.23604 0.0 13.126667  75.90254 49.759895 125.083694 0 0
1409926907597 248.42006 0.0 13.257513  76.08315 49.755077 125.1363 0 0
1409926907641 248.63203 0.0 13.42392  76.25831 49.75138 125.195885 0 0
1409926907714 248.15656 0.0 13.063346  75.90961 49.741512 125.06211 0 0
1409926907777 245.79662 0.0 11.187474  74.06543 49.69044 124.413155 0 0
1409926907862 247.07922 0.0 12.284205  74.9969 49.749245 124.77154 0 0
1409926907919 247.95885 0.0 12.710156  75.681656 49.732525 125.00992 0 0
1409926908012 247.92859 0.0 12.683125  75.65452 49.729298 125.00232 0 0
1409926908052 247.97037 0.0 12.698698  75.70261 49.72482 125.01279 0 0
1409926908097 248.16162 0.0 12.851406  75.85176 49.725677 125.06409 0 0
1409926908151 248.35115 0.0 13.203763  75.99534 49.7582 125.11752 0 0
1409926908225 248.5611 0.0 13.349297  76.18044 49.751015 125.17409 0 0
1409926908281 248.24458 0.0 13.105508  75.950485 49.748722 125.08472 0 0
1409926908370 246.80443 0.0 12.068359  74.824326 49.763176 124.69401 0 0
1409926908399 246.76167 0.0 12.117422  74.74692 49.76383 124.6857 0 0
1409926908506 246.9601 0.0 12.248203  74.88914 49.761745 124.73862 0 0
1409926908570 247.66562 0.0 12.615742  75.4337 49.745052 124.92651 0 0
1409926908588 247.68301 0.0 12.6460285  75.444115 49.751953 124.9331 0 0
1409926908686 247.75755 0.0 12.683386  75.49753 49.74836 124.953415 0 0
1409926908721 248.04614 0.0 12.960286  75.73073 49.76193 125.0312 0 0
1409926908809 248.25058 0.0 13.081771  75.88874 49.75302 125.08651 0 0
1409926908873 247.39339 0.0 12.492956  75.28442 49.751564 124.85372 0 0
1409926908937 246.41605 0.0 11.859349  74.508545 49.767292 124.5924 0 0
1409926908959 246.30531 0.0 11.789896  74.40505 49.761692 124.56062 0 0
1409926909034 246.62051 0.0 12.007787  74.59607 49.76568 124.64831 0 0
1409926909086 247.00714 0.0 12.32444  74.92456 49.777317 124.75206 0 0
1409926909125 247.09886 0.0 12.31694  74.976585 49.7625 124.7769 0 0
1409926909211 247.07542 0.0 12.293489  74.96095 49.757267 124.769585 0 0
1409926909249 247.41547 0.0 12.535912  75.21707 49.756824 124.863304 0 0
1409926909320 247.52406 0.0 12.605365  75.2982 49.750103 124.89052 0 0
1409926909430 248.13037 0.0 12.784023  75.77502 49.720287 125.052216 0 0
1409926909461 247.43974 0.0 12.462578  75.31854 49.73784 124.86614 0 0
1409926909500 246.78777 0.0 12.002096  74.82405 49.74331 124.68875 0 0
1409926909569 246.38676 0.0 11.682383  74.44192 49.744087 124.57974 0 0
1409926909648 246.63266 0.0 11.847695  74.63068 49.73922 124.65054 0 0
1409926909678 246.99286 0.0 12.306419  74.88327 49.77573 124.7482 0 0
1409926909749 247.01563 0.0 12.316784  74.91167 49.770443 124.75349 0 0
1409926909768 246.99458 0.0 12.272031  74.897 49.76078 124.74714 0 0
1409926909839 247.06084 0.0 12.309909  74.95091 49.759453 124.76539 0 0
1409926909895 247.29599 0.0 12.473502  75.123116 49.754295 124.82857 0 0
1409926909965 247.91792 0.0 12.600443  75.61155 49.713776 124.99425 0 0
1409926910035 248.21942 0.0 12.832722  75.86133 49.710392 125.0775 0 0
1409926910085 248.02428 0.0 12.814466  75.7322 49.72646 125.02229 0 0
1409926910145 246.84254 0.0 11.900534  74.87067 49.70802 124.70219 0 0
1409926910187 246.29417 0.0 11.667734  74.39072 49.740105 124.55323 0 0
1409926910267 246.65755 0.0 11.885638  74.65885 49.727085 124.65435 0 0
1409926910313 247.17172 0.0 12.209857  75.01866 49.72448 124.79349 0 0
1409926910384 247.24844 0.0 12.305795  75.07832 49.737473 124.81274 0 0
1409926910481 247.23781 0.0 12.275195  75.07984 49.72659 124.81084 0 0
1409926910538 248.0263 0.0 12.757877  75.683304 49.7275 125.02443 0 0
1409926910613 248.21536 0.0 12.906771  75.834755 49.72966 125.07552 0 0
1409926910628 248.47678 0.0 13.167239  76.06915 49.737473 125.150856 0 0
1409926910667 248.475 0.0 13.171744  76.07686 49.737682 125.14792 0 0
1409926910787 248.01453 0.0 12.812265  75.738434 49.72367 125.02023 0 0
1409926910823 246.69333 0.0 12.003321  74.64584 49.760574 124.66742 0 0
1409926910851 246.9239 0.0 12.135417  74.81895 49.749012 124.728935 0 0
1409926910869 247.16676 0.0 12.29125  74.986084 49.751144 124.7944 0 0
1409926910943 247.38739 0.0 12.444831  75.15081 49.746277 124.85469 0 0
1409926911027 247.72531 0.0 12.471367  75.440025 49.72039 124.94432 0 0
1409926911060 247.6975 0.0 12.416836  75.41355 49.71422 124.936455 0 0
1409926911153 247.7915 0.0 12.495209  75.492294 49.71146 124.96354 0 0
1409926911194 248.23766 0.0 12.819935  75.83681 49.709896 125.08393 0 0
1409926911257 248.32515 0.0 12.896445  75.91452 49.71112 125.10753 0 0
1409926911324 248.24026 0.0 13.130352  75.87498 49.74706 125.08315 0 0
1409926911357 246.55339 0.0 11.875755  74.588776 49.744297 124.62518 0 0
1409926911414 246.33505 0.0 11.59586  74.36105 49.733177 124.565414 0 0
1409926911460 246.4889 0.0 11.962955  74.47918 49.774635 124.61341 0 0
1409926911524 247.05615 0.0 12.029466  74.86918 49.718723 124.76406 0 0
1409926911612 247.38547 0.0 12.294961  75.129845 49.722134 124.85193 0 0
1409926911643 247.31302 0.0 12.206068  75.08152 49.71078 124.83354 0 0
1409926911662 247.36177 0.0 12.223685  75.12142 49.70388 124.8462 0 0
1409926911701 247.4623 0.0 12.301341  75.1924 49.71198 124.87406 0 0
1409926911776 247.57458 0.0 12.373411  75.27473 49.709244 124.90445 0 0
1409926911834 248.28453 0.0 12.8372  75.860405 49.697056 125.095024 0 0
1409926911881 248.41162 0.0 12.926067  75.95322 49.696823 125.12974 0 0
1409926911967 247.18407 0.0 12.086432  75.06108 49.697994 124.79276 0 0
1409926911991 246.4149 0.0 11.557226  74.40933 49.717655 124.58711 0 0
1409926912061 246.61041 0.0 11.687735  74.5323 49.721226 124.64216 0 0
1409926912125 247.21968 0.0 12.147696  74.98386 49.73159 124.80653 0 0
1409926912199 247.4675 0.0 12.282279  75.17486 49.71724 124.87151 0 0
1409926912227 247.42088 0.0 12.233334  75.16581 49.71065 124.86018 0 0
1409926912319 247.43828 0.0 12.23651  75.168594 49.71263 124.86586 0 0
1409926912374 247.87396 0.0 12.531953  75.49862 49.703594 124.983955 0 0
1409926912454 248.08635 0.0 12.699205  75.67621 49.70448 125.0412 0 0
1409926912499 248.37547 0.0 12.939727  75.92177 49.703594 125.12112 0 0
1409926912577 247.37442 0.0 12.020586  75.1906 49.664738 124.84117 0 0
1409926912624 246.50807 0.0 11.59905  74.4939 49.72018 124.61336 0 0
1409926912677 246.63922 0.0 11.679141  74.540726 49.712215 124.65076 0 0
1409926912766 247.08855 0.0 11.984714  74.87496 49.70677 124.772835 0 0
1409926912805 247.31625 0.0 12.143373  75.049545 49.703854 124.83443 0 0
1409926912847 247.2426 0.0 12.087904  74.9965 49.70341 124.812996 0 0
1409926912897 247.3436 0.0 12.138828  75.07534 49.69953 124.84138 0 0
1409926912982 247.5598 0.0 12.284076  75.24283 49.69146 124.90034 0 0
1409926913069 248.1064 0.0 12.771432  75.69168 49.713985 125.048904 0 0
1409926913078 248.37709 0.0 12.958229  75.903854 49.706562 125.12229 0 0
1409926913220 247.95103 0.0 12.626016  75.59443 49.698776 125.004555 0 0
1409926913282 246.36844 0.0 11.56138  74.3631 49.72341 124.57523 0 0
1409926913348 247.02473 0.0 11.924271  74.82995 49.71263 124.755806 0 0
1409926913426 247.1289 0.0 11.970404  74.924194 49.700703 124.77974 0 0
1409926913487 247.04124 0.0 11.890924  74.85652 49.694923 124.757 0 0
1409926913551 247.29599 0.0 12.048386  75.041306 49.69099 124.8263 0 0
1409926913610 247.59438 0.0 12.234244  75.26363 49.685444 124.909195 0 0
1409926913717 248.13223 0.0 12.522044  75.70395 49.671432 125.05495 0 0
1409926913748 246.56099 0.0 11.336875  74.523865 49.66456 124.6257 0 0
1409926913817 245.91322 0.0 11.174935  73.98898 49.72 124.44836 0 0
1409926913883 246.95557 0.0 11.985234  74.78388 49.74367 124.743385 0 0
1409926913977 247.35896 0.0 12.313216  75.07919 49.75466 124.85513 0 0
1409926914007 247.92969 0.0 12.835235  75.532646 49.7906 125.00745 0 0
1409926914055 247.92442 0.0 12.806445  75.52906 49.782707 125.00599 0 0
1409926914132 248.08447 0.0 12.948646  75.64313 49.791718 125.0494 0 0
1409926914168 248.46849 0.0 13.253177  75.94621 49.791718 125.15505 0 0
1409926914219 248.4965 0.0 13.434453  75.98288 49.817215 125.163284 0 0
1409926914288 248.70131 0.0 13.614505  76.14676 49.825912 125.2175 0 0
1409926914350 247.5787 0.0 12.652175  75.297226 49.78453 124.90953 0 0
1409926914361 246.94844 0.0 12.197708  74.78359 49.804714 124.7395 0 0
1409926914442 246.81578 0.0 12.104531  74.64603 49.795704 124.70565 0 0
1409926914451 247.16208 0.0 12.366862  74.89934 49.803516 124.79964 0 0
1409926914575 247.35323 0.0 12.497916  75.03526 49.80242 124.85289 0 0
1409926914610 247.89453 0.0 12.822344  75.46713 49.79862 124.99656 0 0
1409926914624 247.8812 0.0 12.83763  75.45799 49.806538 124.99177 0 0
1409926914693 247.92822 0.0 12.872162  75.482445 49.808697 125.00597 0 0
1409926914775 248.10542 0.0 13.007617  75.63409 49.804558 125.05331 0 0
1409926914813 248.42531 0.0 13.212421  75.88427 49.79659 125.14109 0 0
1409926914913 248.44302 0.0 13.476797  75.90263 49.8275 125.14896 0 0
1409926914935 246.94698 0.0 12.361614  74.77528 49.82008 124.739586 0 0
1409926915001 246.77963 0.0 11.90405  74.617645 49.769844 124.69336 0 0
1409926915105 246.7464 0.0 12.078372  74.560196 49.798725 124.68807 0 0
1409926915167 247.46329 0.0 12.633763  75.096344 49.810158 124.88229 0 0
1409926915243 247.86464 0.0 12.730872  75.446846 49.78758 124.99101 0 0
1409926915275 247.88776 0.0 12.753282  75.46707 49.78794 124.99628 0 0
1409926915304 248.07329 0.0 12.884219  75.60315 49.78453 125.04844 0 0
1409926915338 248.17036 0.0 12.982839  75.68632 49.788567 125.074715 0 0
1409926915428 248.24854 0.0 13.032252  75.761185 49.785755 125.0937 0 0
1409926915458 248.5876 0.0 13.222083  76.03798 49.769478 125.18844 0 0
1409926915519 248.5226 0.0 13.203998  76.00181 49.772865 125.16826 0 0
1409926915572 247.33672 0.0 12.274219  75.10178 49.75828 124.84289 0 0
1409926915629 246.76755 0.0 12.115234  74.625114 49.803905 124.69516 0 0
1409926915670 246.91145 0.0 12.137239  74.690445 49.785988 124.73013 0 0
1409926915746 247.38672 0.0 12.488815  75.04636 49.790443 124.8593 0 0
1409926915814 247.9525 0.0 12.857148  75.51465 49.797085 125.0126 0 0
1409926915852 247.91588 0.0 12.805482  75.5014 49.78383 125.00112 0 0
1409926915960 247.99661 0.0 12.884844  75.55401 49.79315 125.025 0 0
1409926915994 248.38432 0.0 13.1264715  75.87924 49.784557 125.13224 0 0
1409926916055 248.50537 0.0 13.220508  75.97717 49.784897 125.16534 0 0
1409926916139 248.53708 0.0 13.233893  76.05771 49.7638 125.17167 0 0
1409926916189 246.08937 0.0 11.274271  74.15627 49.72729 124.49635 0 0
1409926916234 245.89537 0.0 11.154428  73.92974 49.71711 124.44586 0 0
1409926916323 247.19948 0.0 12.1235285  74.934204 49.73875 124.80784 0 0
1409926916368 247.92511 0.0 12.873489  75.49014 49.7869 125.008255 0 0
1409926916448 247.82692 0.0 12.834765  75.43247 49.793697 124.97969 0 0
1409926916546 247.91896 0.0 12.906497  75.502525 49.79659 125.00531 0 0
1409926916581 248.22177 0.0 13.099206  75.74385 49.783257 125.0875 0 0
1409926916605 248.37515 0.0 13.232968  75.87677 49.78737 125.129555 0 0
1409926916687 248.37672 0.0 13.195195  75.88794 49.77492 125.13075 0 0
1409926916762 246.8627 0.0 12.082448  74.72925 49.77096 124.71638 0 0
1409926916832 246.46938 0.0 11.765469  74.362175 49.782707 124.61068 0 0
1409926916896 246.80203 0.0 12.039362  74.598724 49.790703 124.702866 0 0
1409926916949 247.23312 0.0 12.301901  74.92691 49.77823 124.81998 0 0
1409926917031 247.16037 0.0 12.227175  74.88215 49.77143 124.79896 0 0
1409926917106 247.26875 0.0 12.315925  74.95279 49.775574 124.82903 0 0
1409926917157 247.62224 0.0 12.558932  75.21154 49.771667 124.92284 0 0
1409926917184 248.15834 0.0 13.085065  75.65754 49.812447 125.06979 0 0
1409926917265 248.23407 0.0 13.137656  75.7238 49.803307 125.0919 0 0
1409926917344 246.80136 0.0 11.975117  74.65443 49.785442 124.69885 0 0
1409926917367 246.4011 0.0 11.649948  74.28944 49.789116 124.59237 0 0
1409926917440 246.31136 0.0 11.579375  74.21953 49.784115 124.57125 0 0
1409926917486 246.92848 0.0 12.051654  74.6746 49.788517 124.740105 0 0
1409926917559 247.0597 0.0 12.126914  74.769905 49.78302 124.77235 0 0
1409926917622 247.0712 0.0 12.157618  74.782684 49.785 124.7755 0 0
1409926917682 247.32333 0.0 12.317474  74.976585 49.784634 124.84622 0 0
1409926917760 247.54834 0.0 12.466094  75.1715 49.770363 124.90479 0 0
1409926917890 248.18318 0.0 12.936836  75.66892 49.77526 125.07487 0 0
1409926917918 246.70766 0.0 11.801094  74.57637 49.76349 124.670494 0 0
1409926917963 246.48604 0.0 11.625742  74.38504 49.74987 124.61433 0 0
1409926918043 246.75104 0.0 11.864935  74.58268 49.764114 124.68763 0 0
1409926918111 247.28995 0.0 12.166888  74.99722 49.736694 124.833694 0 0
1409926918178 247.59386 0.0 12.320794  75.251884 49.72518 124.91146 0 0
1409926918227 247.67995 0.0 12.370599  75.33107 49.71474 124.934685 0 0
1409926918245 247.8823 0.0 12.5427475  75.49956 49.720676 124.990234 0 0
1409926918285 248.00865 0.0 12.608672  75.61354 49.708775 125.02305 0 0
1409926918401 248.16057 0.0 12.74625  75.74471 49.709297 125.06412 0 0
1409926918450 248.69391 0.0 13.250716  76.278076 49.694923 125.206276 0 0
1409926918531 248.80421 0.0 13.370612  76.38672 49.699635 125.2376 0 0
1409926918590 248.5811 0.0 12.904323  76.28379 49.596016 125.165054 0 0
1409926918659 248.45515 0.0 12.816276  76.240585 49.58263 125.129555 0 0
1409926918707 246.71318 0.0 11.172474  74.90805 49.490704 124.63878 0 0
1409926918782 246.42209 0.0 10.895247  74.59509 49.468697 124.558334 0 0
1409926918851 247.22745 0.0 11.52461  75.25866 49.45482 124.78154 0 0
1409926918893 247.54927 0.0 11.741485  75.56159 49.43552 124.869064 0 0
1409926918989 247.97005 0.0 11.885677  76.003204 49.392838 124.980804 0 0
1409926919036 248.59442 0.0 12.353684  76.63821 49.351536 125.149765 0 0
1409926919109 249.03943 0.0 12.753737  77.1018 49.329193 125.27115 0 0
1409926919175 248.22375 0.0 11.452422  76.49172 49.1469 125.02602 0 0
1409926919258 248.74135 0.0 12.015625  77.09957 49.10604 125.16086 0 0
1409926919300 248.69833 0.0 11.710417  77.234726 48.990105 125.13427 0 0
1409926919372 247.83073 0.0 10.543438  76.724 48.808804 124.873695 0 0
1409926919417 247.6801 0.0 10.330912  76.738815 48.75633 124.82672 0 0
1409926919497 247.98703 0.0 10.741328  77.045074 48.74547 124.90758 0 0
1409926919600 248.3837 0.0 10.7731905  77.57466 48.611717 125.00162 0 0
1409926919643 247.79703 0.0 9.696549  77.32689 48.37591 124.80513 0 0
1409926919741 248.05067 0.0 9.91625  77.70573 48.306953 124.85998 0 0
1409926919825 248.42818 0.0 9.884245  78.22172 48.155754 124.95758 0 0
1409926919854 247.91943 0.0 9.259128  78.00566 48.027683 124.77841 0 0
1409926919942 248.2138 0.0 9.3702345  78.439674 47.93474 124.85055 0 0
1409926920023 246.9536 0.0 8.552005  77.66297 47.90857 124.45633 0 0
1409926920092 246.7339 0.0 8.290546  77.5606 47.852684 124.39193 0 0
1409926920148 247.64291 0.0 8.850717  78.39779 47.77857 124.64313 0 0
1409926920191 248.20203 0.0 9.277968  78.99613 47.714035 124.79044 0 0
1409926920276 247.54541 0.0 8.582162  78.495766 47.70039 124.58802 0 0
1409926920304 246.97475 0.0 8.114596  78.298 47.592785 124.38906 0 0
1409926920344 247.02802 0.0 8.096914  78.411064 47.554478 124.395546 0 0
1409926920396 247.18823 0.0 8.265339  78.58262 47.54271 124.43521 0 0
1409926920474 247.46605 0.0 8.356901  78.9134 47.475597 124.504684 0 0
1409926920574 247.78114 0.0 8.426445  79.26668 47.40591 124.59336 0 0
1409926920596 246.49823 0.0 7.596263  78.468735 47.335182 124.182785 0 0
1409926920658 246.30739 0.0 7.5217576  78.34449 47.343777 124.12351 0 0
1409926920717 246.44713 0.0 7.5652604  78.48535 47.319687 124.166016 0 0
1409926920800 246.8212 0.0 7.776419  78.79173 47.298153 124.27112 0 0
1409926920829 247.34593 0.0 7.883047  79.313385 47.209793 124.414925 0 0
1409926920933 247.30646 0.0 7.828021  79.325066 47.191536 124.39815 0 0
1409926920977 247.29932 0.0 7.7658596  79.470505 47.130676 124.385 0 0
1409926921011 247.6174 0.0 7.844935  79.75682 47.080154 124.47625 0 0
1409926921152 247.03734 0.0 7.0721745  79.251625 47.01026 124.29375 0 0
1409926921175 247.52657 0.0 7.422057  79.83548 46.9156 124.42182 0 0
1409926921222 246.62442 0.0 6.5271225  79.03853 46.875103 124.13888 0 0
1409926921299 245.80177 0.0 6.148138  78.54802 46.88422 123.86755 0 0
1409926921338 245.82542 0.0 6.0545053  78.55587 46.85159 123.87089 0 0
1409926921407 246.18422 0.0 6.2147784  78.776566 46.839012 123.98351 0 0
1409926921470 246.90198 0.0 6.4795833  79.385414 46.774845 124.19745 0 0
1409926921541 246.80562 0.0 6.366341  79.40317 46.739193 124.159325 0 0
1409926921619 246.6988 0.0 6.2664194  79.454414 46.690495 124.11854 0 0
1409926921680 246.94328 0.0 6.378958  79.69598 46.66078 124.18823 0 0
1409926921710 247.2252 0.0 6.5041275  79.896965 46.647137 124.271904 0 0
1409926921789 247.21745 0.0 6.676211  79.92629 46.663307 124.27594 0 0
1409926921851 247.28146 0.0 6.6806903  80.029816 46.63633 124.28628 0 0
1409926921925 245.44313 0.0 5.601354  78.64687 46.659584 123.70513 0 0
1409926921961 245.97678 0.0 5.682617  78.98364 46.615288 123.86083 0 0
1409926922062 246.17302 0.0 5.7509246  79.14103 46.59237 123.92245 0 0
1409926922107 246.48865 0.0 5.819362  79.42736 46.543465 124.00979 0 0
1409926922162 246.31354 0.0 5.7433724  79.39462 46.52953 123.95141 0 0
1409926922217 246.38605 2.34375E-4 5.7815366  79.48316 46.51513 123.96935 0 0
1409926922283 246.52391 6.510417E-4 5.783711  79.58909 46.487736 124.013306 0 0
1409926922321 246.74083 0.0012369792 5.893646  79.760506 46.478775 124.07888 0 0
1409926922402 246.88333 0.0019791666 5.9224477  79.882996 46.452995 124.12034 0 0
1409926922464 246.43834 0.0015625 5.730013  79.60291 46.469425 123.97664 0 0
1409926922489 245.77344 2.0833334E-4 5.42806  79.05797 46.521225 123.77865 0 0
1409926922584 245.8936 0.0 5.589909  79.12543 46.530704 123.811745 0 0
1409926922647 246.53479 0.0 5.8459897  79.53009 46.510834 124.01839 0 0
1409926922676 246.47807 0.0 5.81974  79.471794 46.526512 123.99838 0 0
1409926922724 246.4211 0.0 5.778021  79.438385 46.519142 123.98099 0 0
1409926922767 246.36172 0.0 5.7546744  79.39757 46.526302 123.962006 0 0
1409926922878 246.40923 0.0 5.7715106  79.3914 46.528698 123.98164 0 0
1409926922890 246.72453 0.0 5.913542  79.595795 46.515026 124.081825 0 0
1409926922967 246.78636 0.0 5.9430337  79.63775 46.517082 124.09976 0 0
1409926922999 246.60141 0.0 5.857044  79.48436 46.530495 124.04219 0 0
1409926923085 245.92578 0.0 5.564948  78.93021 46.595104 123.83677 0 0
1409926923124 245.92885 0.0 5.687552  78.68726 46.70133 123.86945 0 0
1409926923195 246.14526 0.0 5.7991147  78.7922 46.70586 123.94021 0 0
1409926923263 246.33803 0.0 5.917734  78.910355 46.712814 124.00328 0 0
1409926923293 246.15787 0.0 5.8229427  78.73478 46.721798 123.95508 0 0
1409926923416 246.08969 0.0 5.8008986  78.65205 46.73982 123.938126 0 0
1409926923481 246.3415 0.0 6.056836  78.73469 46.779064 124.02266 0 0
1409926923509 246.47719 0.0 5.927982  78.806786 46.7575 124.06807 0 0
1409926923527 246.51183 0.0 5.9589972  78.82164 46.765755 124.07557 0 0
1409926923603 246.37079 0.0 5.907539  78.70733 46.781147 124.03516 0 0
1409926923650 245.43573 0.0 5.601953  77.865845 46.91758 123.76703 0 0
1409926923722 245.44145 0.0 5.95987  77.64628 47.05781 123.79982 0 0
1409926923771 245.70645 0.0 6.1754427  77.72327 47.099842 123.89206 0 0
1409926923844 245.86604 0.0 6.231367  77.80487 47.094246 123.9438 0 0
1409926923872 245.71214 0.0 6.2265754  77.62369 47.14534 123.90383 0 0
1409926923979 245.61005 0.0 6.1817446  77.49232 47.16849 123.87867 0 0
1409926924025 245.6623 0.0 6.244388  77.43233 47.208412 123.90518 0 0
1409926924055 245.74849 0.0 6.3132033  77.44671 47.222317 123.934425 0 0
1409926924146 245.809 0.0 6.3465495  77.46918 47.2287 123.9513 0 0
1409926924191 245.5025 0.0 6.1626434  77.17944 47.256275 123.868095 0 0
1409926924257 244.94933 0.0 5.749961  76.60827 47.31229 123.715 0 0
1409926924309 245.74126 0.0 6.574375  77.02775 47.449375 124.00573 0 0
1409926924351 245.87563 0.0 6.5028906  77.08443 47.437344 124.047966 0 0
1409926924377 246.01062 0.0 6.5790625  77.162575 47.43893 124.089554 0 0
1409926924454 245.96167 0.0 6.5714064  77.10444 47.455235 124.07588 0 0
1409926924547 245.7961 0.0 6.4473176  77.113525 47.41094 124.008514 0 0
1409926924564 246.65079 0.0 6.8748045  78.58858 47.11552 124.20336 0 0
1409926924649 246.73334 0.0 6.884531  78.6938 47.09083 124.22781 0 0
1409926924702 246.6349 0.0 7.0902863  78.59161 47.16586 124.19573 0 0
1409926924839 246.43256 0.0 7.028229  78.323006 47.222683 124.14588 0 0
1409926924851 245.09735 0.0 6.4608593  76.71184 47.51763 123.79542 0 0
1409926924902 245.07187 0.0 6.609453  76.623474 47.573517 123.79591 0 0
1409926924932 245.07057 0.0 6.5902214  76.58183 47.58169 123.79846 0 0
1409926924991 245.94016 0.0 7.3919272  77.35298 47.608437 124.070335 0 0
1409926925068 245.90578 0.0 7.4135547  77.3429 47.632813 124.05646 0 0
1409926925095 245.6 0.0 7.2516017  76.971146 47.697968 123.97354 0 0
1409926925194 245.65396 0.0 7.294518  77.03136 47.695053 123.99151 0 0
1409926925221 245.68916 0.0 7.313177  77.07171 47.68646 123.999245 0 0
1409926925284 245.69891 0.0 7.3033333  77.07586 47.68271 124.00388 0 0
1409926925347 245.74702 0.0 7.351328  77.15198 47.673904 124.013725 0 0
1409926925422 244.84042 0.0 6.857513  76.277084 47.782917 123.76286 0 0
1409926925453 245.47073 0.0 7.8228254  76.72538 47.912006 123.974144 0 0
1409926925560 245.46812 0.0 7.827435  76.71112 47.915207 123.97422 0 0
1409926925593 245.55635 0.0 7.707318  76.80892 47.88331 123.99416 0 0
1409926925678 245.56401 0.0 7.720443  76.87249 47.86776 123.99399 0 0
1409926925756 245.50531 0.0 7.6503253  76.8331 47.858932 123.9763 0 0
1409926925847 245.70807 0.0 7.711745  77.00978 47.827682 124.03326 0 0
1409926925881 245.92792 0.0 7.8357162  77.262985 47.791405 124.09211 0 0
1409926925936 245.9738 0.0 7.9098177  77.32457 47.79505 124.10206 0 0
1409926925977 246.05896 0.0 7.920638  77.403854 47.772762 124.12896 0 0
1409926926111 245.9798 0.0 7.8769794  77.30866 47.78943 124.107445 0 0
1409926926129 245.1027 0.0 7.6935415  76.35884 47.999817 123.8775 0 0
1409926926223 245.17807 0.0 7.6972785  76.42245 47.985184 123.89833 0 0
1409926926245 245.47917 0.0 7.830052  76.72107 47.93995 123.98062 0 0
1409926926336 245.49255 0.0 7.6339192  76.75164 47.8881 123.98685 0 0
1409926926362 245.47891 0.0 7.623073  76.73763 47.890938 123.98182 0 0
1409926926460 245.51614 0.0 7.548047  76.77679 47.859245 123.99239 0 0
1409926926530 245.78906 0.0 7.673294  77.04043 47.820236 124.06612 0 0
1409926926633 246.00594 0.0 7.7894664  77.272575 47.787735 124.125336 0 0
1409926926652 246.17458 0.0 7.8671613  77.45329 47.75982 124.16867 0 0
1409926926761 246.00526 0.0 7.8021617  77.30961 47.781483 124.11828 0 0
1409926926790 245.28922 0.0 7.621133  76.5387 47.9438 123.93039 0 0
1409926926873 245.40683 0.0 7.734401  76.64509 47.941795 123.966484 0 0
1409926926937 245.72333 0.0 7.9890103  76.905205 47.92724 124.054375 0 0
1409926927025 245.76843 0.0 7.95043  76.979645 47.89315 124.06235 0 0
1409926927050 245.78015 0.0 7.960638  76.969124 47.90297 124.067085 0 0
1409926927163 245.83328 0.0 8.029571  77.01699 47.906483 124.08323 0 0
1409926927184 246.2338 0.0 8.192058  77.43177 47.83435 124.18974 0 0
1409926927272 246.27385 0.0 8.1989975  77.46855 47.82841 124.19935 0 0
1409926927346 246.47192 0.0 8.332435  77.66935 47.80643 124.25398 0 0
1409926927430 245.84776 0.0 7.742513  77.06057 47.836876 124.07844 0 0
1409926927503 245.67365 0.0 7.6659503  76.790726 47.90013 124.035675 0 0
