时间截 R分量 G分量 B分量  Y分量 U分量 V分量 脉搏 血氧
1409926888199 246.83745 0.0 11.6032295  75.51037 49.39992 124.64539 0 0
1409926888277 246.88937 0.0 11.63039  75.54533 49.396927 124.659164 0 0
1409926888299 247.12813 0.0 11.818203  75.71556 49.401356 124.72461 0 0
1409926888314 247.22755 0.0 11.872904  75.7928 49.3894 124.750885 0 0
1409926888330 247.31766 0.0 11.911419  75.859024 49.381042 124.77672 0 0
1409926888446 247.7024 0.0 11.903216  76.18431 49.34099 124.88016 0 0
1409926888480 247.89104 0.0 12.066185  76.319336 49.34935 124.93214 0 0
1409926888482 246.94307 0.0 11.2866535  75.62502 49.32794 124.6675 0 0
1409926888521 246.29797 0.0 10.879114  75.124466 49.35018 124.49091 0 0
1409926888577 245.86829 0.0 10.68168  74.75641 49.395 124.375336 0 0
1409926888582 245.45364 0.0 10.496041  74.37994 49.430756 124.26578 0 0
1409926888600 245.6487 0.0 10.740338  74.518974 49.44794 124.31906 0 0
1409926888638 246.60547 0.0 11.664961  75.26395 49.50138 124.59448 0 0
1409926888668 246.94801 0.0 11.906875  75.53577 49.494217 124.68575 0 0
1409926888737 247.11635 0.0 12.010963  75.668434 49.494663 124.73586 0 0
1409926888753 247.45406 0.0 12.119544  75.947334 49.46065 124.826324 0 0
1409926888785 247.3936 0.0 12.070169  75.89612 49.461277 124.809456 0 0
1409926888803 247.35422 0.0 12.024753  75.860275 49.46185 124.797134 0 0
1409926888819 247.32323 0.0 12.037474  75.83179 49.47065 124.79112 0 0
1409926888916 247.35255 0.0 12.057175  75.85643 49.471615 124.79831 0 0
1409926888922 247.57808 0.0 12.205638  76.0349 49.46125 124.85862 0 0
1409926888960 247.68375 0.0 12.321901  76.12113 49.46768 124.88703 0 0
1409926888975 247.83615 0.0 12.411133  76.24453 49.459038 124.92922 0 0
1409926889055 247.92494 0.0 12.47112  76.323074 49.451694 124.95292 0 0
1409926889073 248.05864 0.0 12.355078  76.44353 49.423126 124.989555 0 0
1409926889159 247.80792 0.0 12.185833  76.2676 49.42336 124.922264 0 0
1409926889179 246.16255 0.0 11.212513  74.94052 49.502605 124.47424 0 0
1409926889220 245.89177 0.0 11.361797  74.700455 49.553646 124.40513 0 0
1409926889226 246.04256 0.0 11.454831  74.81841 49.54143 124.44732 0 0
1409926889263 246.21417 0.0 11.343243  74.93945 49.50453 124.48933 0 0
1409926889298 246.39583 0.0 11.451901  75.08115 49.496433 124.53877 0 0
1409926889316 246.84744 0.0 11.752591  75.39621 49.501564 124.66026 0 0
1409926889343 246.95537 0.0 11.801589  75.48599 49.490208 124.690155 0 0
1409926889393 246.97704 0.0 11.846433  75.51009 49.496925 124.69701 0 0
1409926889411 247.01912 0.0 11.842942  75.56464 49.486588 124.70625 0 0
1409926889427 246.98584 0.0 11.790221  75.539986 49.47883 124.6968 0 0
1409926889485 246.98912 0.0 11.813932  75.53882 49.485806 124.69896 0 0
1409926889494 247.09703 0.0 11.86289  75.61831 49.47612 124.72706 0 0
1409926889568 247.18599 0.0 11.918164  75.67805 49.476772 124.75273 0 0
1409926889596 247.46255 0.0 12.126693  75.887474 49.472733 124.8281 0 0
1409926889662 247.52933 0.0 12.154622  75.95324 49.462475 124.84537 0 0
1409926889664 247.64896 0.0 12.24332  76.04539 49.464844 124.876305 0 0
1409926889727 247.73068 0.0 12.303034  76.1105 49.460285 124.89737 0 0
1409926889730 247.35454 0.0 12.038099  75.861084 49.45315 124.79463 0 0
1409926889749 246.78792 0.0 11.6228  75.44857 49.453568 124.63807 0 0
1409926889816 246.27162 0.0 11.341654  75.06939 49.480156 124.49834 0 0
1409926889892 245.786 0.0 11.198528  74.6287 49.53417 124.37388 0 0
1409926889900 246.51735 0.0 11.617995  75.15778 49.53146 124.574715 0 0
1409926889989 246.48083 0.0 11.55013  75.11311 49.509243 124.56081 0 0
1409926890003 246.60916 0.0 11.640222  75.23436 49.504818 124.593285 0 0
1409926890046 246.52464 0.0 11.540325  75.161446 49.4993 124.56956 0 0
1409926890056 246.4599 0.0 11.504857  75.1124 49.499924 124.55089 0 0
1409926890068 246.45042 0.0 11.482226  75.10742 49.494686 124.548515 0 0
1409926890086 246.4787 0.0 11.516237  75.11962 49.498413 124.557526 0 0
1409926890125 246.55734 0.0 11.585221  75.17617 49.502266 124.57766 0 0
1409926890137 246.62854 0.0 11.61487  75.22619 49.497993 124.5994 0 0
1409926890155 246.73354 0.0 11.693919  75.28474 49.50552 124.62773 0 0
1409926890260 246.81396 0.0 11.741745  75.36242 49.499557 124.6493 0 0
1409926890288 247.14671 0.0 11.924505  75.60461 49.481796 124.739944 0 0
1409926890328 247.26604 0.0 11.831562  75.72706 49.453514 124.77659 0 0
1409926890359 246.71187 0.0 11.448021  75.344284 49.453854 124.62164 0 0
1409926890373 245.73386 0.0 10.851654  74.58111 49.495106 124.35771 0 0
1409926890409 245.34396 0.0 10.732929  74.24034 49.528828 124.25208 0 0
1409926890481 245.33167 0.0 10.617747  74.22337 49.51242 124.24828 0 0
1409926890493 246.69952 0.0 11.770377  75.24989 49.556118 124.6351 0 0
1409926890520 246.95688 0.0 12.207018  75.42185 49.60943 124.70508 0 0
1409926890543 247.1515 0.0 12.323685  75.558304 49.60427 124.75877 0 0
1409926890561 247.25218 0.0 12.417982  75.62743 49.61086 124.78414 0 0
1409926890628 247.48563 0.0 12.387578  75.78431 49.588673 124.85182 0 0
1409926890699 247.20567 0.0 12.102565  75.55122 49.569767 124.77253 0 0
1409926890713 247.25047 0.0 12.082617  75.557785 49.566875 124.785675 0 0
1409926890729 247.37401 0.0 12.16625  75.66461 49.55948 124.817894 0 0
1409926890762 247.54204 0.0 12.286354  75.82116 49.5494 124.862785 0 0
1409926890778 247.74245 0.0 12.446992  75.990585 49.54552 124.91607 0 0
1409926890795 247.92645 0.0 12.567643  76.167946 49.52841 124.9681 0 0
1409926890866 248.09125 0.0 12.781953  76.32435 49.541824 125.01104 0 0
1409926890928 248.33203 0.0 13.068295  76.63754 49.524532 125.06948 0 0
1409926890964 246.55219 0.0 11.412162  75.31383 49.43643 124.57396 0 0
1409926891032 246.44083 0.0 11.435469  75.20252 49.475834 124.54685 0 0
1409926891048 246.82521 0.0 11.792045  75.38493 49.495 124.66026 0 0
1409926891089 247.10359 0.0 11.995391  75.60665 49.491486 124.73727 0 0
1409926891098 247.37068 0.0 12.165078  75.79885 49.484478 124.81261 0 0
1409926891115 247.88808 0.0 12.468359  76.24337 49.469948 124.95336 0 0
1409926891179 248.05411 0.0 12.63013  76.39219 49.47388 124.99958 0 0
1409926891182 248.165 0.0 12.61944  76.538734 49.438072 125.02495 0 0
1409926891200 248.16376 0.0 12.639102  76.549164 49.44013 125.02541 0 0
1409926891304 248.13312 0.0 12.632526  76.505844 49.453335 125.017784 0 0
1409926891324 248.10042 0.0 12.582695  76.467705 49.452003 125.00888 0 0
1409926891389 248.0964 0.0 12.614557  76.471565 49.458385 125.00815 0 0
1409926891433 248.1736 0.0 12.668086  76.53718 49.451145 125.027916 0 0
1409926891436 248.24933 0.0 12.727539  76.60935 49.450157 125.04695 0 0
1409926891452 248.32474 0.0 12.755677  76.63629 49.448986 125.07078 0 0
1409926891471 248.42218 0.0 12.829831  76.737236 49.443436 125.09635 0 0
1409926891547 247.6477 0.0 11.901081  76.11699 49.362423 124.87365 0 0
1409926891571 246.32808 0.0 10.971901  75.06048 49.378334 124.51198 0 0
1409926891589 246.21912 0.0 10.919974  74.95694 49.39435 124.48625 0 0
1409926891642 246.06354 0.0 10.987851  74.86477 49.426952 124.445885 0 0
1409926891673 246.51328 0.0 11.288099  75.218994 49.4107 124.5707 0 0
1409926891710 247.08937 0.0 11.70707  75.68947 49.399193 124.72872 0 0
1409926891725 247.40479 0.0 11.963737  75.927666 49.40375 124.813805 0 0
1409926891744 247.75333 0.0 12.295703  76.19959 49.398853 124.908936 0 0
1409926891786 247.92438 0.0 12.419388  76.34972 49.390858 124.95534 0 0
1409926891874 247.97208 0.0 12.480599  76.415184 49.38836 124.967186 0 0
1409926891921 248.15182 0.0 12.404948  76.65327 49.351795 125.013336 0 0
1409926891986 248.21573 0.0 12.474974  76.72783 49.349636 125.03156 0 0
1409926892044 247.73265 0.0 11.750065  76.367615 49.253204 124.888435 0 0
1409926892083 248.21729 0.0 12.073776  76.780914 49.228985 125.023384 0 0
1409926892156 248.19344 0.0 12.027513  76.772514 49.22052 125.01505 0 0
1409926892220 246.4538 0.0 10.821536  75.39668 49.263046 124.538956 0 0
1409926892318 246.43422 0.0 11.050912  75.26023 49.340313 124.54677 0 0
1409926892363 247.50494 0.0 11.857708  76.11173 49.324608 124.83961 0 0
1409926892451 247.86766 0.0 12.210117  76.43908 49.320026 124.927605 0 0
1409926892508 248.01515 0.0 12.410221  76.577576 49.350132 124.97312 0 0
1409926892615 248.15396 0.0 12.469948  76.70158 49.3318 125.01271 0 0
1409926892668 247.92157 0.0 11.845286  76.562225 49.212967 124.93474 0 0
1409926892741 247.53317 0.0 11.5353775  76.316055 49.19419 124.82359 0 0
1409926892794 245.68027 0.0 10.24336  74.83732 49.244114 124.31821 0 0
1409926892883 245.59344 0.0 10.364388  74.79697 49.271614 124.29966 0 0
1409926892923 246.52277 0.0 11.142552  75.501015 49.2825 124.54961 0 0
1409926893003 246.67125 0.0 11.067917  75.606575 49.2294 124.58804 0 0
1409926893074 246.64583 0.0 11.07461  75.6344 49.231667 124.58276 0 0
1409926893169 246.79724 0.0 11.167969  75.73978 49.228073 124.62729 0 0
1409926893190 247.13046 0.0 11.537031  76.01279 49.23664 124.7132 0 0
1409926893288 247.22386 0.0 11.604778  76.08334 49.23479 124.74021 0 0
1409926893326 245.9001 0.0 10.6875  75.07077 49.260937 124.37391 0 0
1409926893457 245.35063 0.0 10.165951  74.6166 49.27552 124.22953 0 0
1409926893514 247.08484 0.0 11.776381  75.86655 49.345 124.717316 0 0
1409926893633 247.6389 0.0 12.136172  76.35081 49.321144 124.86557 0 0
1409926893669 247.85078 0.0 11.999323  76.55543 49.271717 124.92349 0 0
1409926893725 247.99625 0.0 12.110234  76.66537 49.272213 124.965675 0 0
1409926893776 248.18375 0.0 12.271054  76.82326 49.276222 125.01531 0 0
1409926893843 247.70917 0.0 11.522878  76.47448 49.168957 124.87156 0 0
1409926893927 247.6348 0.0 11.687604  76.44852 49.18784 124.85047 0 0
1409926894030 245.83849 0.0 10.568984  74.96522 49.27237 124.36505 0 0
1409926894072 246.05188 0.0 10.621159  75.084885 49.266823 124.427 0 0
1409926894198 246.47229 0.0 10.847032  75.38737 49.246304 124.54542 0 0
1409926894226 246.67947 0.0 11.259323  75.58577 49.25909 124.60047 0 0
1409926894327 246.8525 0.0 11.111953  75.71297 49.22258 124.63956 0 0
1409926894386 247.32047 0.0 11.537188  76.07819 49.227318 124.77128 0 0
1409926894496 247.5387 0.0 11.693191  76.214294 49.234165 124.83271 0 0
1409926894538 245.98647 0.0 10.701941  74.997475 49.297264 124.40805 0 0
1409926894639 245.87584 0.0 10.534687  74.873116 49.29789 124.38279 0 0
1409926894672 246.1103 0.0 10.698528  74.97575 49.3175 124.45102 0 0
1409926894757 246.4475 0.0 10.85319  75.195076 49.30013 124.541435 0 0
1409926894825 246.46672 0.0 10.794844  75.19292 49.286224 124.541695 0 0
1409926894925 246.24307 0.0 10.631589  75.02194 49.28664 124.480156 0 0
1409926894959 246.89229 0.0 10.990352  75.60629 49.225624 124.65273 0 0
1409926895083 247.0737 0.0 11.115612  75.79516 49.208282 124.70099 0 0
1409926895145 246.77115 0.0 10.997031  75.6734 49.19779 124.61203 0 0
1409926895220 245.73563 0.0 10.428451  74.89569 49.23643 124.33115 0 0
1409926895302 246.69208 0.0 10.744804  75.517006 49.19974 124.59659 0 0
1409926895377 247.32104 0.0 11.415677  75.90052 49.251694 124.77878 0 0
1409926895439 247.47583 0.0 11.466081  75.98439 49.241535 124.82127 0 0
1409926895514 247.71552 0.0 11.609076  76.1978 49.221825 124.88443 0 0
1409926895612 247.98755 0.0 11.792969  76.48657 49.19242 124.95586 0 0
1409926895656 248.08417 0.0 11.576888  76.64362 49.126823 124.97951 0 0
1409926895772 246.385 0.0 10.219427  75.305405 49.118855 124.50505 0 0
1409926895814 246.33214 0.0 10.412057  75.08293 49.21099 124.50195 0 0
1409926895939 247.5313 0.0 10.951614  76.0658 49.113335 124.830986 0 0
1409926895958 247.99344 0.0 11.295873  76.41996 49.12039 124.95417 0 0
1409926896034 247.79886 0.0 11.142175  76.25693 49.12487 124.89742 0 0
1409926896106 247.34995 0.0 10.868671  75.9127 49.12841 124.77732 0 0
1409926896226 247.14343 0.0 10.796145  75.708115 49.16362 124.72104 0 0
1409926896243 246.92032 0.0 10.614336  75.54142 49.15646 124.65896 0 0
1409926896335 246.27536 0.0 10.236992  75.052086 49.182213 124.478905 0 0
1409926896403 245.4972 0.0 10.224831  74.32285 49.350807 124.29039 0 0
1409926896462 246.91708 0.0 11.255612  75.39259 49.36177 124.68698 0 0
1409926896505 247.28578 0.0 11.48961  75.67919 49.347786 124.78576 0 0
1409926896614 247.52365 0.0 11.695807  75.85469 49.35992 124.85057 0 0
1409926896637 247.31865 0.0 11.471562  75.68936 49.341694 124.79232 0 0
1409926896700 247.43349 0.0 11.581159  75.756546 49.354347 124.825 0 0
1409926896785 247.53192 0.0 11.598347  75.835754 49.335705 124.85029 0 0
1409926896850 247.72339 0.0 11.691784  75.97717 49.325962 124.90146 0 0
1409926896897 246.06464 0.0 10.6115885  74.72352 49.361954 124.445 0 0
1409926896987 245.34406 0.0 10.25599  74.09595 49.4231 124.2526 0 0
1409926897025 246.58995 0.0 11.34181  75.025925 49.47901 124.61179 0 0
1409926897080 246.83875 0.0 11.383658  75.21337 49.444218 124.67646 0 0
1409926897149 246.90526 0.0 11.412695  75.28892 49.430443 124.68992 0 0
1409926897248 246.7251 0.0 11.288321  75.14291 49.43474 124.64177 0 0
1409926897282 246.88542 0.0 11.380443  75.23351 49.436718 124.6844 0 0
1409926897363 246.9473 0.0 11.371016  75.29271 49.419636 124.697556 0 0
1409926897437 247.0325 0.0 11.435416  75.36806 49.418438 124.72104 0 0
1409926897497 245.48901 0.0 10.356576  74.16898 49.4394 124.29958 0 0
1409926897573 245.95412 0.0 10.996302  74.45119 49.541954 124.44227 0 0
1409926897642 247.00552 0.0 11.650287  75.20945 49.53979 124.73583 0 0
1409926897679 247.55963 0.0 12.293932  75.65367 49.585415 124.88526 0 0
1409926897805 247.52313 0.0 12.154205  75.638504 49.56625 124.87555 0 0
1409926897854 247.57922 0.0 12.160039  75.66336 49.564713 124.88976 0 0
1409926897922 247.72646 0.0 12.293086  75.75535 49.571564 124.92851 0 0
1409926898052 247.8837 0.0 12.399219  75.891396 49.56591 124.97034 0 0
1409926898080 245.86948 0.0 11.085235  74.309166 49.62417 124.42429 0 0
1409926898131 245.66344 0.0 11.050351  74.109886 49.6413 124.369896 0 0
1409926898231 245.84656 0.0 11.09168  74.25442 49.619663 124.42458 0 0
1409926898258 247.54854 0.0 12.563451  75.537384 49.698177 124.892914 0 0
1409926898332 247.50943 0.0 12.419323  75.50588 49.66841 124.88091 0 0
1409926898402 247.47578 0.0 12.38431  75.4668 49.674088 124.870964 0 0
1409926898492 247.68312 0.0 12.523815  75.61185 49.670937 124.927055 0 0
1409926898563 248.01234 0.0 12.709323  75.86162 49.655575 125.01708 0 0
1409926898662 247.4774 0.0 12.326276  75.49967 49.64443 124.86807 0 0
1409926898729 246.1987 0.0 11.568698  74.4669 49.696198 124.52219 0 0
1409926898834 246.7512 0.0 11.954544  74.852875 49.696224 124.67779 0 0
1409926898882 247.18661 0.0 12.207839  75.1999 49.678333 124.79133 0 0
1409926898966 247.26843 0.0 12.281796  75.27591 49.68552 124.81536 0 0
1409926899012 247.48006 0.0 12.469296  75.43844 49.695366 124.872055 0 0
1409926899139 247.64745 0.0 12.571094  75.55666 49.68625 124.918076 0 0
1409926899172 247.69395 0.0 12.551797  75.61923 49.663074 124.9269 0 0
1409926899205 247.08224 0.0 12.092734  75.18337 49.657005 124.75903 0 0
1409926899275 246.17781 0.0 11.552903  74.460976 49.69779 124.51763 0 0
1409926899348 245.84386 0.0 11.25862  74.17926 49.68203 124.42729 0 0
1409926899401 247.15375 0.0 12.350026  75.190315 49.72354 124.79247 0 0
1409926899484 247.87422 0.0 13.087591  75.7673 49.773228 124.985466 0 0
1409926899536 247.89874 0.0 13.125235  75.802536 49.77375 124.99151 0 0
1409926899606 248.03786 0.0 13.175429  75.90461 49.762787 125.03136 0 0
1409926899646 248.28928 0.0 13.287201  76.11172 49.745808 125.09893 0 0
1409926899679 248.34958 0.0 13.274414  76.1458 49.732967 125.11453 0 0
1409926899725 248.55724 0.0 13.469296  76.31173 49.741173 125.17154 0 0
1409926899848 248.29521 0.0 13.25892  76.12638 49.73349 125.098175 0 0
1409926899890 245.70995 0.0 11.230078  74.09806 49.68703 124.389404 0 0
1409926899961 245.95593 0.0 11.397487  74.26087 49.68875 124.456535 0 0
1409926900009 247.57542 0.0 12.83082  75.50923 49.7656 124.90219 0 0
1409926900067 247.81563 0.0 12.806171  75.73316 49.731693 124.96713 0 0
1409926900108 247.76656 0.0 12.692279  75.705444 49.7081 124.95388 0 0
1409926900199 247.79234 0.0 12.70875  75.71729 49.712658 124.96109 0 0
1409926900228 248.18547 0.0 13.039231  76.02867 49.718723 125.06805 0 0
1409926900302 248.1975 0.0 13.152878  76.06073 49.73112 125.06849 0 0
1409926900370 248.40724 0.0 13.340586  76.23164 49.73081 125.12515 0 0
1409926900442 246.54463 0.0 11.621367  74.82659 49.633152 124.60698 0 0
1409926900500 245.59854 0.0 11.010339  74.08393 49.647995 124.353645 0 0
1409926900611 246.79443 0.0 11.971081  74.96461 49.676563 124.68883 0 0
1409926900654 247.63182 0.0 12.7055855  75.602394 49.71479 124.91375 0 0
1409926900794 247.62589 0.0 12.625456  75.62025 49.696613 124.91102 0 0
1409926900901 248.14818 0.0 12.949232  76.03219 49.67651 125.05323 0 0
1409926900930 248.60657 0.0 13.249544  76.42766 49.65896 125.177216 0 0
1409926900956 248.66553 0.0 13.307552  76.46483 49.66654 125.19091 0 0
1409926901044 247.71875 0.0 12.251159  75.75418 49.573204 124.9207 0 0
1409926901102 245.96657 0.0 11.1223955  74.3813 49.610626 124.44935 0 0
1409926901189 246.02704 0.0 11.263763  74.41634 49.620495 124.464554 0 0
1409926901272 247.40979 0.0 12.486224  75.46728 49.679012 124.84906 0 0
1409926901346 247.81427 0.0 12.763711  75.83111 49.680363 124.95425 0 0
1409926901382 247.94089 0.0 12.82207  75.92145 49.671146 124.98885 0 0
1409926901479 248.03067 0.0 12.840208  76.00095 49.657864 125.013435 0 0
1409926901537 248.35266 0.0 12.947839  76.27064 49.62581 125.10136 0 0
1409926901580 248.39453 0.0 12.972891  76.336235 49.609898 125.11052 0 0
1409926901629 246.4574 0.0 11.246263  74.87535 49.53302 124.57188 0 0
1409926901704 246.02943 0.0 11.198555  74.53724 49.589714 124.45539 0 0
1409926901734 246.0598 0.0 11.11345  74.51996 49.56565 124.4619 0 0
1409926901817 247.04932 0.0 12.001822  75.29848 49.59823 124.74341 0 0
1409926901851 247.73349 0.0 12.636523  75.89422 49.62841 124.92945 0 0
1409926901925 247.68839 0.0 12.570651  75.84058 49.625366 124.91596 0 0
1409926901969 247.72244 0.0 12.55612  75.861084 49.615208 124.92495 0 0
1409926902041 247.80193 0.0 12.606966  75.91775 49.61703 124.94802 0 0
1409926902072 248.11859 0.0 12.969414  76.19215 49.62375 125.034584 0 0
1409926902190 248.22995 0.0 13.061927  76.27318 49.624817 125.06563 0 0
1409926902229 246.74588 0.0 11.982917  75.17549 49.625076 124.6562 0 0
1409926902295 246.54536 0.0 11.867657  75.01199 49.6369 124.60464 0 0
1409926902343 246.84006 0.0 11.902291  75.18628 49.611145 124.68437 0 0
1409926902362 247.20589 0.0 12.160781  75.453384 49.615234 124.78513 0 0
1409926902449 247.39209 0.0 12.247305  75.593895 49.60276 124.83391 0 0
1409926902481 247.3124 0.0 12.316471  75.53832 49.606823 124.811195 0 0
1409926902492 247.26146 0.0 12.251849  75.49993 49.60182 124.79862 0 0
1409926902541 247.23859 0.0 12.27224  75.48552 49.607864 124.79211 0 0
1409926902632 247.33995 0.0 12.32013  75.56991 49.602943 124.81661 0 0
1409926902707 247.60042 0.0 12.532696  75.753006 49.609062 124.89 0 0
1409926902711 247.90323 0.0 12.75582  76.00002 49.59982 124.97286 0 0
1409926902806 248.00406 0.0 12.844623  76.0759 49.604637 124.99987 0 0
1409926902828 247.15797 0.0 12.189727  75.507 49.591953 124.761665 0 0
1409926902928 246.59349 0.0 11.768437  75.06652 49.59401 124.611015 0 0
1409926902942 246.36943 0.0 11.59888  74.776886 49.61526 124.55458 0 0
1409926903032 246.5486 0.0 11.6836195  74.90662 49.602814 124.60549 0 0
1409926903032 247.09792 0.0 12.088698  75.31276 49.606483 124.7525 0 0
1409926903127 247.15047 0.0 12.103034  75.34836 49.604687 124.76724 0 0
1409926903144 247.34807 0.0 12.231862  75.52454 49.60836 124.81755 0 0
1409926903196 247.39796 0.0 12.2432165  75.56655 49.597527 124.83174 0 0
1409926903235 247.56094 0.0 12.343073  75.67921 49.59487 124.875755 0 0
1409926903300 247.77255 0.0 12.491133  75.84454 49.591145 124.932526 0 0
1409926903327 247.95203 0.0 12.623554  75.99983 49.582813 124.981514 0 0
1409926903430 248.06058 0.0 12.724701  76.08586 49.589455 125.0105 0 0
1409926903461 247.01797 0.0 11.795078  75.36768 49.549297 124.72513 0 0
1409926903540 246.6286 0.0 11.540065  75.04514 49.5644 124.62047 0 0
1409926903609 246.50526 0.0 11.802852  74.88358 49.6319 124.59364 0 0
1409926903694 247.11359 0.0 12.171354  75.32741 49.616955 124.75901 0 0
1409926903725 247.34995 0.0 12.087096  75.51737 49.58078 124.820885 0 0
1409926903847 247.2402 0.0 12.003568  75.44578 49.569923 124.78969 0 0
1409926903885 247.83177 0.0 12.453906  75.85523 49.588436 124.955055 0 0
1409926903894 247.92734 0.0 12.550873  75.93509 49.59117 124.98089 0 0
1409926903964 247.99547 0.0 12.613646  75.97538 49.599297 124.99862 0 0
1409926904050 248.13838 0.0 12.697252  76.10733 49.589035 125.03589 0 0
1409926904086 246.67125 0.0 11.8247  75.047226 49.630157 124.63891 0 0
1409926904179 246.32426 0.0 11.607825  74.71359 49.63737 124.54568 0 0
1409926904210 246.99307 0.0 11.935326  75.17806 49.62044 124.734764 0 0
1409926904286 247.21547 0.0 12.085716  75.33198 49.61914 124.79505 0 0
1409926904342 247.47047 0.0 12.379648  75.54006 49.64401 124.86148 0 0
1409926904404 247.35745 0.0 12.306666  75.44553 49.647316 124.82961 0 0
1409926904463 247.56494 0.0 12.420378  75.59733 49.636223 124.88922 0 0
1409926904516 247.8477 0.0 12.65444  75.80911 49.65005 124.96726 0 0
1409926904596 248.0776 0.0 12.838047  75.980064 49.650677 125.02919 0 0
1409926904625 247.73276 0.0 12.629909  75.790115 49.63857 124.93357 0 0
1409926904727 247.03317 0.0 12.100156  75.25398 49.6387 124.742004 0 0
1409926904759 246.34964 0.0 11.67349  74.626274 49.66539 124.56034 0 0
1409926904820 246.73135 0.0 11.921589  74.889114 49.66409 124.66594 0 0
1409926904869 247.07355 0.0 12.121797  75.1584 49.6462 124.75729 0 0
1409926904943 247.15672 0.0 12.171445  75.21713 49.645027 124.78044 0 0
1409926904983 247.08594 0.0 12.126875  75.17123 49.64396 124.75849 0 0
1409926905095 247.25063 0.0 12.212955  75.292305 49.635468 124.804115 0 0
1409926905133 247.96329 0.0 12.825377  75.864 49.67388 125.00099 0 0
1409926905222 248.18318 0.0 12.983346  76.04184 49.67297 125.059296 0 0
1409926905246 247.88307 0.0 12.487513  75.87504 49.601276 124.97326 0 0
1409926905304 246.6149 0.0 11.650469  74.89877 49.630756 124.629456 0 0
1409926905399 246.24802 0.0 11.568829  74.54909 49.670025 124.5293 0 0
1409926905439 246.8512 0.0 11.827539  74.96026 49.648464 124.70062 0 0
1409926905448 247.02016 0.0 11.911341  75.08734 49.640026 124.74677 0 0
1409926905494 247.09619 0.0 11.946042  75.15234 49.632996 124.76651 0 0
1409926905561 247.0811 0.0 11.922006  75.15233 49.62953 124.76008 0 0
1409926905597 246.93932 0.0 11.867135  75.05565 49.634895 124.722084 0 0
1409926905674 247.07552 0.0 11.937565  75.15249 49.63151 124.758514 0 0
1409926905740 247.3713 0.0 12.135781  75.37517 49.62396 124.83909 0 0
