时间截 R分量 G分量 B分量  Y分量 U分量 V分量 脉搏 血氧
1409927969991 217.3863 30.17944 8.9307165  88.110245 44.929688 106.03654 0 0
1409927970032 218.19676 30.80431 9.03418  88.669975 44.799038 106.110466 0 0
1409927970130 216.36794 29.831732 8.767083  87.62285 45.01745 105.87685 0 0
1409927970203 214.7164 28.708658 8.738516  86.565 45.28789 105.72219 0 0
1409927970315 215.7842 29.32914 8.870781  87.19409 45.1512 105.83927 0 0
1409927970374 215.64647 29.342669 8.803112  87.15514 45.14078 105.80865 0 0
1409927970512 215.76881 29.393099 8.801992  87.21352 45.122475 105.82735 0 0
1409927970556 216.94997 30.142761 8.983984  87.95596 44.963123 105.949455 0 0
1409927970680 217.46759 30.427252 8.917031  88.26498 44.889374 106.01378 0 0
1409927970740 213.96411 28.545235 8.482825  86.25044 45.31169 105.593124 0 0
1409927970874 214.16649 28.519402 8.546329  86.298775 45.311977 105.640755 0 0
1409927970924 215.55225 29.40905 8.719271  87.16355 45.123203 105.77677 0 0
1409927971065 215.27808 29.250494 8.613177  86.99064 45.13875 105.74742 0 0
1409927971110 216.3229 29.883373 8.777929  87.62529 45.004272 105.859924 0 0
1409927971203 216.74384 30.16586 8.832123  87.89995 44.94659 105.8994 0 0
1409927971293 217.3524 30.597448 9.098776  88.32348 44.884506 105.95784 0 0
1409927971430 217.19048 30.610807 9.009414  88.27342 44.870937 105.920494 0 0
1409927971476 214.54005 28.956484 8.60849  86.62644 45.226795 105.64065 0 0
1409927971582 214.86963 29.128984 8.634349  86.809845 45.183254 105.68122 0 0
1409927971630 215.83527 29.734337 8.7241535  87.402435 45.03987 105.780365 0 0
1409927971734 215.71785 29.709036 8.651823  87.34736 45.03263 105.759476 0 0
1409927971815 216.00931 29.836353 8.713515  87.50694 45.009766 105.79805 0 0
1409927971936 217.16837 30.558607 8.867174  88.22188 44.84797 105.92302 0 0
1409927971996 217.41682 30.782734 8.724063  88.39304 44.769165 105.93979 0 0
1409927972116 217.48033 30.892982 8.698346  88.46263 44.737812 105.93424 0 0
1409927972169 214.95982 29.428919 8.513932  86.981865 45.098465 105.64724 0 0
1409927972276 215.6184 29.73043 8.572344  87.3287 45.02211 105.73638 0 0
1409927972345 216.71237 30.50414 8.808907  88.05621 44.88156 105.83008 0 0
1409927972453 216.59477 30.326445 8.838568  87.93699 44.91073 105.83826 0 0
1409927972509 217.40259 30.818775 8.965938  88.43755 44.807606 105.928154 0 0
1409927972639 217.95757 31.152916 9.050196  88.77694 44.73419 105.9918 0 0
1409927972693 218.57506 31.604897 9.069661  89.190704 44.62008 106.04774 0 0
1409927972800 217.3517 31.048216 8.868438  88.53405 44.751095 105.873436 0 0
1409927972868 215.25189 29.586367 8.563477  87.139946 45.045418 105.68096 0 0
1409927972970 216.3104 30.062721 8.654297  87.69 44.919323 105.82656 0 0
1409927973036 217.14429 30.665522 8.609792  88.24945 44.774426 105.901405 0 0
1409927973177 217.36131 30.77819 8.674961  88.37585 44.755547 105.92794 0 0
1409927973229 218.88396 31.647188 8.879192  89.2797 44.552708 106.12117 0 0
1409927973320 219.33604 31.992773 8.928464  89.59647 44.478046 106.16276 0 0
1409927973408 217.43063 31.100313 8.884284  88.56763 44.71982 105.88057 0 0
1409927973505 216.5562 30.3222 8.295625  87.8803 44.8181 105.83948 0 0
1409927973572 218.17769 31.09884 8.522565  88.764336 44.636406 106.06211 0 0
1409927973741 218.12262 31.17733 8.436549  88.779144 44.604946 106.038826 0 0
1409927973792 218.3067 31.272669 8.539922  88.89025 44.601692 106.05802 0 0
1409927973853 218.66454 31.530624 8.611159  89.138565 44.552837 106.09412 0 0
1409927973982 218.70796 31.538334 8.585664  89.14562 44.53909 106.10362 0 0
1409927974037 215.40211 29.616276 8.202695  87.182594 44.991043 105.71073 0 0
1409927974139 214.97565 29.195951 8.552787  86.858765 45.128098 105.69227 0 0
1409927974232 216.32631 29.899492 8.7176695  87.61698 44.963776 105.85742 0 0
1409927974351 216.24571 29.911354 8.732097  87.60313 44.96664 105.837395 0 0
1409927974372 216.72258 30.158255 8.807539  87.87242 44.91638 105.89409 0 0
1409927974501 216.98271 30.315624 8.821563  88.027306 44.874687 105.9251 0 0
1409927974559 217.3799 30.700287 8.531354  88.3307 44.753853 105.95021 0 0
1409927974657 215.26901 29.444908 8.257877  87.06368 45.034924 105.714035 0 0
1409927974757 215.29349 29.225573 8.278021  86.96962 45.0825 105.75987 0 0
1409927974860 216.62389 29.994896 8.455769  87.76148 44.9106 105.909065 0 0
1409927974906 216.32928 29.893671 8.603646  87.61828 44.948933 105.8626 0 0
1409927975063 216.67282 30.092943 8.707344  87.8265 44.91716 105.899635 0 0
1409927975114 218.12654 31.030012 8.859882  88.737946 44.7062 106.05662 0 0
1409927975246 218.46683 31.309258 8.87138  88.98156 44.639194 106.087555 0 0
1409927975334 216.12314 29.903126 8.598412  87.562904 44.969376 105.81375 0 0
1409927975446 217.05963 30.425404 8.800247  88.11211 44.843307 105.9251 0 0
1409927975503 218.06155 31.178984 8.879636  88.791084 44.672398 106.01557 0 0
1409927975643 218.50266 31.504961 8.994037  89.104546 44.615887 106.05458 0 0
1409927975693 219.72536 32.402527 9.075703  89.92847 44.404064 106.1782 0 0
1409927975824 219.97162 32.69453 8.910729  90.146774 44.321198 106.19516 0 0
1409927975909 216.79518 31.100756 8.026888  88.30404 44.594505 105.758545 0 0
1409927976016 217.31197 31.33496 8.084231  88.57953 44.536068 105.83232 0 0
1409927976091 218.61667 32.294113 8.185678  89.44592 44.31284 105.95888 0 0
1409927976181 218.70135 32.56824 8.5629425  89.6404 44.305313 105.92617 0 0
1409927976284 219.41255 33.192215 8.635612  90.17461 44.166355 105.98187 0 0
1409927976372 218.26593 32.752747 8.0978775  89.559715 44.18669 105.80289 0 0
1409927976511 219.01183 33.49999 8.027162  90.16871 44.012318 105.848045 0 0
1409927976546 218.16795 33.195183 7.8221745  89.76509 44.07643 105.71711 0 0
1409927976641 218.96208 33.74319 7.9314194  90.28735 43.963722 105.802216 0 0
1409927976742 220.00333 34.603348 8.291315  91.06661 43.82211 105.8918 0 0
1409927976864 218.54755 34.004387 7.46875  90.246925 43.847942 105.66719 0 0
1409927976925 219.00671 34.50987 7.7730207  90.645874 43.773205 105.67252 0 0
1409927977070 219.33875 34.83496 7.7571616  90.89754 43.697212 105.69435 0 0
1409927977119 216.57222 33.576824 6.955026  89.39273 43.90164 105.30685 0 0
1409927977162 217.13094 33.892605 6.977682  89.71304 43.81685 105.37638 0 0
1409927977264 217.77588 34.32177 7.078659  90.119385 43.72388 105.446175 0 0
1409927977382 218.5936 34.965652 7.4278517  90.713974 43.623463 105.51081 0 0
1409927977524 217.7045 34.614727 6.859245  90.229256 43.6338 105.37841 0 0
1409927977681 218.73593 35.2684 6.8455076  90.85388 43.432213 105.50015 0 0
1409927977724 216.53156 34.429558 6.2708464  89.7416 43.57474 105.16375 0 0
1409927977835 217.788 35.190456 6.442448  90.50634 43.41323 105.30914 0 0
1409927977921 218.05734 35.448296 6.1772265  90.69276 43.33086 105.326225 0 0
1409927978029 214.91339 33.812134 6.194518  88.97671 43.777813 104.899765 0 0
1409927978092 216.47705 34.997124 6.453164  90.02319 43.538307 105.02617 0 0
1409927978240 217.31621 35.53211 6.568099  90.54463 43.42297 105.11529 0 0
1409927978281 216.64972 35.95112 6.3479557  90.57995 43.404972 104.8989 0 0
1409927978381 215.86359 35.7072 6.2283983  90.231735 43.47159 104.767426 0 0
1409927978519 217.72046 37.076733 6.82362  91.508125 43.24242 104.94128 0 0
1409927978590 216.41306 36.60746 6.493086  90.865845 43.35849 104.71802 0 0
1409927978732 217.03511 37.591587 6.785547  91.554634 43.20495 104.686615 0 0
1409927978876 216.76216 38.44457 6.249375  91.88399 42.968647 104.501274 0 0
1409927978943 213.65488 36.819153 5.4306903  90.09638 43.232265 104.10696 0 0
1409927979054 212.78487 36.477486 5.3825912  89.67873 43.320313 103.98135 0 0
1409927979180 213.63042 36.290638 5.533112  89.82862 43.32969 104.19924 0 0
1409927979291 213.50563 35.831978 5.5383983  89.553154 43.41026 104.24974 0 0
1409927979405 213.70425 35.61461 5.550612  89.499985 43.432316 104.33557 0 0
1409927979536 214.1981 35.554897 5.5538673  89.60193 43.408333 104.45896 0 0
1409927979594 212.98166 35.05091 5.404961  88.99677 43.53396 104.284424 0 0
1409927979697 213.01985 34.821434 5.65319  88.89921 43.60406 104.32224 0 0
1409927979773 214.17229 35.201447 5.749414  89.41413 43.48987 104.503204 0 0
1409927979913 213.93622 34.993855 5.401875  89.2313 43.49604 104.49589 0 0
1409927980010 213.6444 34.631603 5.329974  88.96238 43.55013 104.497055 0 0
1409927980100 214.10835 34.896915 5.41918  89.230545 43.498646 104.547005 0 0
1409927980203 214.323 35.03414 5.5149217  89.36641 43.48771 104.56851 0 0
1409927980259 212.46748 33.81999 5.688138  88.265076 43.808178 104.376144 0 0
1409927980403 212.14853 33.12767 5.6622915  87.829346 43.925884 104.43542 0 0
1409927980439 212.53058 32.992916 5.7213283  87.873856 43.93844 104.53917 0 0
1409927980544 212.06372 32.638268 5.624961  87.55999 44.00487 104.506485 0 0
1409927980655 211.50461 32.104794 5.5633593  87.129555 44.112083 104.48443 0 0
1409927980714 211.77606 32.123215 5.6404686  87.21602 44.108517 104.53604 0 0
1409927980801 211.82199 32.090076 5.650612  87.21499 44.116016 104.55141 0 0
1409927980900 211.045 31.550964 5.5696354  86.72836 44.23021 104.48432 0 0
1409927981008 212.53831 31.856653 6.281706  87.36083 44.276356 104.72354 0 0
1409927981121 213.04353 31.955 6.068164  87.5326 44.204037 104.82 0 0
1409927981205 212.4216 31.481707 6.005469  87.118805 44.306225 104.77474 0 0
1409927981348 212.24565 31.239075 5.9786196  86.938515 44.350677 104.7825 0 0
1409927981406 212.34753 31.208399 5.9202476  86.94404 44.334923 104.81276 0 0
1409927981503 212.53279 31.34569 5.9751434  87.07105 44.316536 104.82448 0 0
1409927981626 210.68665 30.173763 5.8444533  85.969574 44.593075 104.64953 0 0
1409927981691 213.33719 31.262396 6.5541797  87.30379 44.41982 104.997185 0 0
1409927981831 213.5031 31.340065 6.605547  87.39431 44.409245 105.01656 0 0
1409927981867 213.17007 31.101198 6.5623307  87.179726 44.45854 104.99029 0 0
1409927982000 213.17981 31.078398 6.576198  87.171104 44.466095 104.99591 0 0
1409927982122 213.41933 31.183489 6.555521  87.28654 44.424374 105.02956 0 0
1409927982179 212.56161 30.727552 6.4697266  86.82131 44.53781 104.93029 0 0
1409927982305 211.93527 30.17879 6.1983852  86.35327 44.617657 104.90542 0 0
1409927982434 212.64073 30.4278 6.2634764  86.67647 44.547577 105.008125 0 0
1409927982473 212.6104 30.055365 6.244167  86.48077 44.598827 105.07435 0 0
1409927982594 212.84886 30.067995 6.2209897  86.54831 44.572655 105.12487 0 0
1409927982662 213.74902 30.349049 6.221237  86.93015 44.468464 105.26693 0 0
1409927982792 214.55365 30.800808 6.425573  87.38714 44.371353 105.35328 0 0
1409927982851 213.81339 30.528372 6.303034  87.03619 44.434635 105.24615 0 0
1409927983033 213.22755 30.071028 6.3077345  86.6522 44.546173 105.20388 0 0
1409927983077 214.097 30.637539 6.4679165  87.18002 44.435886 105.28042 0 0
1409927983100 213.63496 30.360481 6.4007163  86.91253 44.49349 105.2343 0 0
1409927983253 213.57764 30.325157 6.398685  86.88 44.504192 105.228775 0 0
1409927983294 214.02913 30.636225 6.1614714  87.14246 44.400494 105.27375 0 0
1409927983402 214.23357 30.766094 6.171745  87.26198 44.367916 105.294685 0 0
1409927983531 214.57745 31.096731 6.1641665  87.52001 44.290207 105.305885 0 0
1409927983572 212.58664 29.803164 6.109414  86.33552 44.60909 105.11901 0 0
1409927983671 212.70523 29.726368 6.132878  86.32772 44.61737 105.15654 0 0
1409927983751 213.47734 30.149609 6.163997  86.75224 44.505703 105.24471 0 0
1409927983857 213.43976 30.2175 6.148099  86.77723 44.493828 105.22437 0 0
1409927983925 213.21391 30.073736 6.148867  86.643005 44.532864 105.202705 0 0
1409927984076 213.78195 30.44392 6.2283854  86.99681 44.457264 105.25237 0 0
1409927984122 214.2063 30.843685 6.0198307  87.29357 44.33789 105.2731 0 0
1409927984238 212.83925 30.087826 5.9065366  86.53508 44.515415 105.12539 0 0
1409927984337 214.63066 30.586641 6.3258853  87.29488 44.39401 105.410934 0 0
1409927984501 215.20868 31.043152 6.240521  87.672424 44.27094 105.455025 0 0
1409927984519 214.79152 30.902916 6.1990757  87.483765 44.309166 105.391716 0 0
1409927984662 214.79825 30.883425 6.203073  87.48076 44.31698 105.39521 0 0
1409927984700 215.339 31.328087 6.2670183  87.85484 44.22526 105.427216 0 0
1409927984822 215.43889 31.439089 6.2903385  87.9382 44.20974 105.42781 0 0
1409927984942 213.23857 30.04461 6.169362  86.63676 44.543465 105.211586 0 0
1409927985002 213.86908 30.158567 6.565  86.88807 44.550285 105.31635 0 0
1409927985186 214.13228 30.429049 6.4415364  87.09841 44.479767 105.32401 0 0
1409927985243 214.27263 30.525377 6.4740624  87.18964 44.469845 105.33503 0 0
1409927985307 214.45175 30.621393 6.479987  87.28285 44.43982 105.35505 0 0
1409927985348 214.74237 30.830717 6.50125  87.47314 44.38961 105.37935 0 0
1409927985508 214.85254 30.940508 6.484909  87.55292 44.363205 105.38315 0 0
1409927985601 212.5227 29.326536 6.6379037  86.10777 44.78815 105.17841 0 0
1409927985728 215.73422 30.919714 6.619479  87.77874 44.32901 105.57979 0 0
1409927985844 215.756 30.981445 6.5879035  87.81541 44.31263 105.57352 0 0
1409927985902 216.18901 31.219011 6.6160026  88.05271 44.25409 105.625206 0 0
1409927985972 216.5353 31.490261 6.643307  88.28715 44.196278 105.64844 0 0
1409927986062 216.84113 31.70763 6.668724  88.484245 44.148827 105.67687 0 0
1409927986176 216.61005 31.620039 6.8257422  88.391495 44.20151 105.64146 0 0
1409927986249 214.78546 30.230625 6.781992  87.17914 44.519844 105.496956 0 0
1409927986375 215.45139 30.57772 6.8182163  87.53846 44.433384 105.575966 0 0
1409927986472 215.64655 30.783295 6.813008  87.69607 44.379738 105.5826 0 0
1409927986508 215.85529 30.869284 6.8379817  87.79988 44.365704 105.61037 0 0
1409927986690 216.19507 31.118008 6.8866277  88.01964 44.308125 105.63979 0 0
1409927986741 216.86702 31.62862 6.936497  88.47077 44.195366 105.691666 0 0
1409927986797 215.71622 30.951601 6.753958  87.79685 44.34716 105.56851 0 0
1409927986934 214.70053 30.207644 6.88293  87.14626 44.541145 105.48213 0 0
1409927986978 215.68756 30.66862 7.007747  87.65909 44.430416 105.60677 0 0
1409927987078 215.76949 30.75806 7.046289  87.73338 44.42383 105.60508 0 0
1409927987158 215.66441 30.65427 6.9910808  87.646225 44.434246 105.60388 0 0
1409927987269 216.0672 30.929115 7.0879297  87.90504 44.38633 105.63906 0 0
1409927987337 216.77588 31.449766 7.1114845  88.362946 44.259583 105.69583 0 0
1409927987505 217.07988 31.659492 7.1468883  88.556145 44.212135 105.72487 0 0
1409927987575 215.12584 30.249153 7.029284  87.29621 44.54375 105.55992 0 0
1409927987783 215.7865 30.635273 7.081875  87.67517 44.448853 105.63115 0 0
1409927987873 216.20369 30.96069 7.145182  87.9613 44.380363 105.66125 0 0
1409927987985 216.78331 31.365326 7.139714  88.326195 44.278046 105.7132 0 0
1409927988066 217.57663 32.057423 7.1216407  88.898766 44.12888 105.763985 0 0
1409927988223 216.24065 31.229753 6.9522395  88.09698 44.30888 105.628 0 0
1409927988304 216.23851 30.946497 7.1491795  87.96919 44.40229 105.67198 0 0
1409927988347 216.4359 31.119934 7.1366534  88.11534 44.359818 105.68237 0 0
1409927988528 216.1044 30.904766 7.101094  87.9122 44.40711 105.64984 0 0
1409927988623 216.78233 31.343763 7.140352  88.323074 44.303932 105.71763 0 0
1409927988684 217.33682 31.679049 7.1866927  88.64975 44.22203 105.77625 0 0
1409927988819 216.60516 31.309727 7.1770573  88.25745 44.314793 105.685394 0 0
1409927988944 215.17265 30.185053 7.2873697  87.30303 44.606747 105.57477 0 0
1409927988960 215.87936 30.65491 7.3217316  87.73694 44.492943 105.6407 0 0
1409927989105 215.79837 30.61168 7.2881513  87.68903 44.49664 105.63154 0 0
1409927989151 215.75128 30.558125 7.2304688  87.64096 44.49073 105.632965 0 0
1409927989271 216.18445 30.822382 7.2364063  87.89427 44.42133 105.67906 0 0
1409927989354 216.69824 31.22138 7.2863803  88.244125 44.33612 105.71682 0 0
1409927989451 214.71654 30.02099 7.1504297  87.08061 44.632915 105.50958 0 0
1409927989541 214.26317 29.580143 7.140638  86.726135 44.727135 105.49409 0 0
1409927989628 215.16434 30.096315 7.1908464  87.24132 44.59818 105.591194 0 0
1409927989765 214.99872 30.047825 7.128008  87.16719 44.59797 105.56641 0 0
1409927989797 215.27966 30.175026 7.1638803  87.31171 44.566067 105.60274 0 0
1409927989903 215.58658 30.407084 7.1622524  87.51237 44.511093 105.62568 0 0
1409927989997 216.11256 30.764791 7.179753  87.84036 44.42052 105.67479 0 0
1409927990049 214.0312 29.521576 7.0480337  86.62465 44.728203 105.457054 0 0
1409927990193 213.34789 29.026772 6.9007163  86.17342 44.830288 105.406746 0 0
1409927990255 214.5896 29.71401 6.920547  86.85634 44.644974 105.54909 0 0
1409927990390 214.33762 29.601107 6.6635156  86.717926 44.636616 105.519165 0 0
1409927990470 214.44923 29.627083 6.854336  86.772514 44.653126 105.53562 0 0
1409927990577 214.9347 29.96013 6.8816667  87.07487 44.57633 105.578674 0 0
1409927990629 215.37053 30.2953 6.901836  87.37012 44.495705 105.61026 0 0
1409927990772 213.6707 29.344389 6.7315235  86.40858 44.714973 105.42401 0 0
1409927990818 216.0774 30.262175 6.6758204  87.525185 44.43 105.77797 0 0
1409927990955 216.56624 30.556107 6.7641926  87.82149 44.37935 105.82711 0 0
1409927991034 216.37766 30.507019 6.6920705  87.73229 44.37763 105.79739 0 0
1409927991152 216.76404 30.728254 6.703581  87.95456 44.31914 105.838356 0 0
1409927991202 217.44934 31.17026 7.0235286  88.3851 44.25276 105.89789 0 0
1409927991299 217.64017 31.31448 7.023919  88.513374 44.218853 105.913284 0 0
1409927991422 215.18947 29.683332 6.801875  86.9998 44.596954 105.68435 0 0
1409927991476 216.0409 30.160105 6.908346  87.4848 44.487553 105.776825 0 0
1409927991620 216.36937 30.406172 6.9278126  87.7028 44.430626 105.802444 0 0
1409927991660 216.01118 30.170027 6.9327602  87.48329 44.496536 105.76898 0 0
1409927991769 216.29614 30.352213 6.9364715  87.6573 44.45263 105.79586 0 0
1409927991846 216.886 30.757696 6.944922  88.02137 44.345364 105.85 0 0
1409927991966 216.57823 30.663034 6.9314194  87.8919 44.38013 105.80161 0 0
1409927992065 214.02776 28.92685 6.8010807  86.300285 44.795235 105.573044 0 0
1409927992132 214.47137 29.19616 6.7674217  86.54912 44.712265 105.6219 0 0
1409927992252 214.36044 29.169922 6.7548437  86.507835 44.711483 105.60359 0 0
1409927992290 214.5717 29.248476 6.8908334  86.61578 44.705887 105.630936 0 0
1409927992452 214.76561 29.369818 6.92  86.73142 44.67768 105.65039 0 0
1409927992491 215.35439 29.814375 6.8570313  87.106186 44.565052 105.69682 0 0
1409927992623 214.8185 29.524244 6.7849607  86.80776 44.62966 105.636566 0 0
1409927992710 215.38081 29.441458 6.9308333  86.93988 44.666016 105.77406 0 0
1409927992809 216.17825 29.959974 6.981784  87.42917 44.53969 105.84932 0 0
1409927992868 215.9638 29.861498 6.950208  87.314804 44.561485 105.82086 0 0
1409927993014 216.16068 29.961952 6.9759116  87.42484 44.537994 105.84544 0 0
1409927993087 216.9803 30.499857 7.0139976  87.92519 44.406406 105.923256 0 0
1409927993146 217.27922 30.717188 7.0276694  88.120316 44.35719 105.94695 0 0
1409927993272 215.5821 29.742682 6.8745704  87.14207 44.588074 105.75958 0 0
1409927993331 215.61823 29.503124 6.911836  87.03844 44.646954 105.81198 0 0
1409927993450 216.0841 29.805834 6.982461  87.32961 44.583515 105.85586 0 0
1409927993532 215.93141 29.74013 6.892552  87.24758 44.57841 105.83568 0 0
1409927993650 216.49979 30.095638 6.970208  87.5868 44.508152 105.89203 0 0
1409927993736 217.17418 30.534779 7.000716  87.9986 44.398308 105.95784 0 0
1409927993832 217.51706 30.812408 7.0334506  88.23751 44.34224 105.97964 0 0
1409927993936 214.18141 28.804909 7.234974  86.305016 44.85289 105.62367 0 0
1409927993973 215.18013 29.267109 6.9320574  86.796234 44.69591 105.75919 0 0
1409927994127 215.63303 29.533073 6.9396615  87.05786 44.62763 105.80789 0 0
1409927994181 215.54346 29.53353 6.8993487  87.0318 44.627007 105.787735 0 0
1409927994320 215.94637 29.762566 6.926849  87.26249 44.56719 105.8313 0 0
1409927994379 216.69518 30.273893 6.968294  87.73156 44.447266 105.89836 0 0
1409927994492 216.98131 30.458164 6.986159  87.9028 44.4038 105.92768 0 0
1409927994532 214.15758 28.755209 6.7576823  86.243774 44.808384 105.63758 0 0
1409927994677 213.84833 28.52526 6.912409  86.05331 44.88177 105.611176 0 0
1409927994738 215.54442 29.5406 6.9171352  87.03077 44.62526 105.78825 0 0
1409927994880 215.20204 29.333685 6.8653646  86.82726 44.66716 105.7525 0 0
1409927994943 215.9356 29.75879 6.9434247  87.25184 44.57232 105.8307 0 0
1409927995048 216.41272 30.091406 6.9210024  87.54708 44.481457 105.87476 0 0
1409927995098 216.64426 30.31181 6.9541407  87.72358 44.438465 105.88547 0 0
1409927995239 214.49185 29.04384 6.754648  86.48023 44.735104 105.654945 0 0
1409927995303 217.36736 30.332903 7.5965366  88.00487 44.53151 106.02237 0 0
1409927995427 218.38142 30.971472 7.518867  88.614 44.367916 106.138466 0 0
1409927995521 218.05807 30.792734 7.4402995  88.42771 44.40099 106.09732 0 0
1409927995628 218.74352 31.258463 7.5278907  88.857445 44.30206 106.1644 0 0
1409927995669 219.29857 31.68845 7.5577083  89.23832 44.200962 106.211845 0 0
1409927995817 219.34213 31.761862 7.5265627  89.28206 44.177605 106.21143 0 0
1409927995889 216.19516 29.661224 7.1109767  87.30155 44.624454 105.90336 0 0
1409927996004 217.59846 30.458906 7.325794  88.114494 44.455364 106.0595 0 0
1409927996072 217.61479 30.53172 7.159987  88.14352 44.409973 106.053024 0 0
1409927996187 217.48845 30.416588 7.1457944  88.04846 44.434246 106.04588 0 0
1409927996227 218.38954 31.01543 7.2353125  88.60877 44.3037 106.13471 0 0
1409927996373 218.59662 31.19746 7.2385025  88.757965 44.263645 106.1489 0 0
1409927996429 216.18126 29.72073 7.1204686  87.33302 44.62357 105.88786 0 0
1409927996557 216.19678 29.570704 7.2059636  87.26953 44.67078 105.91544 0 0
1409927996631 217.40141 30.328476 7.302539  87.999466 44.485626 106.03677 0 0
1409927996735 217.089 30.183645 7.243086  87.82608 44.516434 106.000465 0 0
1409927996793 217.28 30.273373 7.2322655  87.92591 44.487267 106.02528 0 0
1409927996969 217.30043 30.324987 7.280703  87.96366 44.481354 106.0168 0 0
1409927997009 216.08347 29.717344 7.3471613  87.318504 44.66328 105.85625 0 0
1409927997121 215.17888 29.039532 7.058034  86.70328 44.780964 105.79487 0 0
1409927997196 216.02313 29.379856 7.153333  87.11588 44.692837 105.9157 0 0
1409927997311 216.47464 29.730495 7.2267056  87.424034 44.6225 105.947136 0 0
1409927997339 216.17719 29.537916 7.1415234  87.238304 44.65323 105.920235 0 0
1409927997510 216.41942 29.672487 7.192969  87.37852 44.628098 105.94627 0 0
1409927997578 217.44801 30.382097 7.2823567  88.02832 44.467968 106.037605 0 0
1409927997764 216.33058 29.787148 7.232969  87.41289 44.61656 105.9045 0 0
1409927997898 215.16183 28.886889 7.2783074  86.63353 44.825783 105.815155 0 0
1409927997923 214.98442 28.84978 7.4029555  86.57392 44.85815 105.78149 0 0
1409927998020 215.00743 28.874714 7.3941665  86.59419 44.84771 105.78169 0 0
1409927998105 215.68129 29.260092 7.465156  86.97715 44.75867 105.85492 0 0
1409927998223 216.14005 29.54013 7.471445  87.24425 44.685417 105.90383 0 0
1409927998279 213.80632 28.281042 7.212695  85.946 44.975887 105.63979 0 0
1409927998425 213.30287 27.925455 6.838138  85.60021 45.022316 105.606514 0 0
1409927998465 216.8579 29.797474 7.6660547  87.606514 44.689842 106.00521 0 0
1409927998573 216.73589 29.734037 7.618841  87.53788 44.695835 105.99097 0 0
1409927998667 216.58287 29.625872 7.653802  87.44264 44.73081 105.975494 0 0
1409927998785 217.35535 30.084335 7.6996875  87.89633 44.616356 106.05935 0 0
1409927998863 218.02995 30.595938 7.6752605  88.3487 44.488934 106.11521 0 0
1409927999001 215.1528 28.832592 7.4207683  86.63042 44.897736 105.813126 0 0
1409927999080 216.3753 29.376328 7.5540757  87.2573 44.764584 105.97732 0 0
1409927999130 216.77348 29.711329 7.6041274  87.54308 44.69193 106.002106 0 0
1409927999268 216.54407 29.572538 7.575846  87.4056 44.72552 105.97794 0 0
1409927999377 217.31476 29.997253 7.676927  87.844765 44.629948 106.06625 0 0
1409927999442 218.2368 30.640755 7.419323  88.404076 44.435 106.15594 0 0
1409927999581 217.33182 30.172136 7.322526  87.905914 44.54693 106.04542 0 0
1409927999643 216.2785 29.319466 7.393867  87.18807 44.761173 105.96956 0 0
1409927999766 217.1831 29.873125 7.4746747  87.72507 44.626953 106.06607 0 0
1409927999849 216.88676 29.817604 7.4658465  87.61672 44.65742 106.00849 0 0
1409927999977 217.22218 29.974623 7.4766145  87.78918 44.60945 106.05508 0 0
1409928000044 217.98573 30.507006 7.543229  88.27705 44.48828 106.12378 0 0
1409928000192 216.31615 29.614649 7.340521  87.34203 44.68948 105.92656 0 0
1409928000231 214.7378 28.523659 7.34763  86.35276 44.94875 105.78669 0 0
1409928000333 215.34142 28.877058 7.379336  86.69723 44.85823 105.85031 0 0
1409928000458 215.61395 29.09509 7.736432  86.902214 44.859245 105.85932 0 0
1409928000511 215.84543 29.227825 7.768802  87.0363 44.83578 105.883644 0 0
1409928000634 216.2971 29.513073 7.788229  87.30662 44.760155 105.93065 0 0
1409928000718 215.85115 29.383932 7.6983986  87.112434 44.788906 105.85873 0 0
1409928000826 213.66258 28.04466 7.521784  85.817085 45.1087 105.642426 0 0
1409928000881 214.79149 28.570847 7.217513  86.38057 44.930183 105.79041 0 0
1409928001027 215.48404 28.965899 7.449883  86.787865 44.85755 105.863464 0 0
1409928001078 215.56844 29.064545 7.428802  86.858986 44.834507 105.86328 0 0
1409928001190 216.04967 29.335066 7.4883595  87.13493 44.77703 105.91534 0 0
1409928001283 216.68748 29.780756 7.5401692  87.54157 44.67357 105.97286 0 0
1409928001385 214.95482 28.871628 7.3432293  86.585754 44.884426 105.76763 0 0
1409928001436 213.5862 27.97151 7.2683854  85.74094 45.089558 105.6456 0 0
1409928001562 216.64172 29.499102 7.936901  87.4122 44.807213 106.00755 0 0
1409928001628 217.92354 30.245989 7.853164  88.16789 44.616848 106.15159 0 0
1409928001752 217.9918 30.31659 7.873802  88.224686 44.604584 106.15247 0 0
1409928001829 218.85588 30.9069 7.9527473  88.77432 44.472424 106.23823 0 0
1409928001939 219.29547 31.215899 7.9928646  89.06176 44.400234 106.282394 0 0
1409928001993 217.26309 30.01802 7.7239585  87.85246 44.664764 106.049194 0 0
1409928002100 215.79453 29.082304 7.7395835  86.96043 44.88742 105.90273 0 0
1409928002211 217.34029 29.899271 7.923112  87.82121 44.696667 106.08409 0 0
1409928002274 217.0872 29.835312 7.860612  87.71212 44.70677 106.043076 0 0
1409928002430 217.32735 29.960873 7.8571744  87.841576 44.66763 106.07206 0 0
1409928002481 218.48198 30.688242 7.760039  88.52806 44.47836 106.198044 0 0
1409928002629 219.00797 31.080248 7.8440886  88.8851 44.400105 106.24372 0 0
