时间截 R分量 G分量 B分量  Y分量 U分量 V分量 脉搏 血氧
1409927930227 217.59282 29.73103 9.400495  87.954254 45.07815 106.12323 0 0
1409927930301 214.52492 28.230469 8.978502  86.288345 45.4218 105.74359 0 0
1409927930390 214.29376 27.877123 9.045482  86.062256 45.504818 105.757706 0 0
1409927930439 215.21968 28.29073 9.022513  86.52102 45.369194 105.88013 0 0
1409927930549 215.75874 28.639532 9.077565  86.84737 45.312317 105.93052 0 0
1409927930607 215.64734 28.590925 9.070573  86.795235 45.32034 105.91537 0 0
1409927930659 216.14574 28.817995 9.142187  87.052734 45.269165 105.98164 0 0
1409927930772 216.5048 29.012852 9.205963  87.26214 45.229767 106.02125 0 0
1409927930816 215.72783 28.76819 9.046067  86.903465 45.280052 105.90276 0 0
1409927930900 213.95982 27.817213 8.806042  85.917725 45.49224 105.70403 0 0
1409927931011 213.65953 27.50194 8.7115755  85.66758 45.548256 105.702866 0 0
1409927931055 214.99016 28.139832 8.830456  86.36468 45.380962 105.86409 0 0
1409927931146 215.1275 28.24621 8.87556  86.46497 45.37357 105.870834 0 0
1409927931223 214.97278 28.15754 8.850977  86.3743 45.396015 105.85492 0 0
1409927931303 215.64839 28.507383 8.977383  86.75033 45.32328 105.92847 0 0
1409927931355 216.33255 28.864908 8.967083  87.11664 45.21591 106.01367 0 0
1409927931484 215.45692 28.53897 8.839726  86.696045 45.29776 105.88732 0 0
1409927931519 215.21999 28.179272 9.293346  86.49245 45.461304 105.89055 0 0
1409927931615 215.76753 28.419973 9.359076  86.77073 45.402996 105.96156 0 0
1409927931659 217.20267 29.152708 9.554102  87.56585 45.249348 106.13875 0 0
1409927931751 217.04623 29.105677 9.492995  87.49466 45.25284 106.112946 0 0
1409927931856 217.214 29.211237 9.470756  87.591774 45.21935 106.131195 0 0
1409927931918 218.1292 29.700104 9.584544  88.10851 45.105442 106.24219 0 0
1409927932015 217.98082 29.63099 9.523216  88.03051 45.11143 106.22063 0 0
1409927932050 215.53244 28.459988 9.124675  86.70931 45.36659 105.908905 0 0
1409927932143 215.36963 28.27108 9.166172  86.57967 45.43716 105.90638 0 0
1409927932183 216.17165 28.559414 9.301406  86.95893 45.36771 106.02318 0 0
1409927932287 216.52396 28.758854 9.334896  87.15942 45.3225 106.06323 0 0
1409927932339 216.52165 28.818295 9.268568  87.184235 45.296535 106.05476 0 0
1409927932428 216.68355 28.923893 9.3303385  87.2886 45.282864 106.06919 0 0
1409927932465 217.3184 29.247656 9.432136  87.64348 45.208412 106.146065 0 0
1409927932573 217.73586 29.475235 9.472942  87.881355 45.15893 106.194244 0 0
1409927932622 218.18799 29.80608 9.519805  88.179 45.08724 106.23622 0 0
1409927932680 216.40009 28.943594 9.224974  87.21304 45.278957 106.00721 0 0
1409927932762 215.08202 28.140717 9.0555725  86.420876 45.45284 105.87349 0 0
1409927932845 215.53021 28.25802 9.039844  86.60354 45.39763 105.947945 0 0
1409927932885 216.38257 28.696993 9.1799345  87.069626 45.302917 106.04542 0 0
1409927933002 216.32825 28.676928 9.181654  87.04969 45.314793 106.037186 0 0
1409927933030 216.236 28.672525 9.106367  87.01267 45.303722 106.02039 0 0
1409927933123 216.66475 28.88875 9.168425  87.24812 45.253777 106.07333 0 0
1409927933184 217.3576 29.293346 9.260169  87.65452 45.16289 106.14883 0 0
1409927933271 217.6709 29.484766 9.290026  87.84648 45.11849 106.18362 0 0
1409927933318 215.36134 28.373959 8.8719015  86.604324 45.36844 105.89229 0 0
1409927933427 214.27162 27.676641 9.160299  85.96252 45.55211 105.787445 0 0
1409927933483 216.04878 28.49802 9.275091  86.87952 45.35659 106.00912 0 0
1409927933533 216.1648 28.63125 9.269466  86.98124 45.3275 106.010155 0 0
1409927933671 215.82544 28.459349 9.21832  86.793045 45.362865 105.96987 0 0
1409927933711 216.66385 28.920715 9.3178  87.27297 45.259556 106.06596 0 0
1409927933761 216.77628 28.996733 9.295221  87.33733 45.234585 106.07862 0 0
1409927933838 217.23505 29.258255 9.410964  87.61057 45.19013 106.12706 0 0
1409927933939 215.55882 28.524244 9.10267  86.741615 45.34292 105.90539 0 0
1409927933966 213.91907 27.509766 9.000156  85.76211 45.577553 105.75109 0 0
1409927934093 214.27098 27.656822 9.042344  85.936195 45.543045 105.796616 0 0
1409927934140 216.39278 28.769167 9.362396  87.12379 45.310207 106.03455 0 0
1409927934192 216.1191 28.65483 9.283047  86.98354 45.327213 105.99781 0 0
1409927934277 216.18765 28.683086 9.314661  87.01703 45.32901 106.00643 0 0
1409927934382 216.86981 29.055729 9.417305  87.411095 45.248463 106.08432 0 0
1409927934417 217.87123 29.64168 9.511705  87.99396 45.10815 106.197655 0 0
1409927934549 216.94925 29.291407 9.269036  87.54385 45.189713 106.064766 0 0
1409927934598 214.81197 27.95668 9.168099  86.25588 45.49755 105.85042 0 0
1409927934706 215.3309 28.207487 9.237148  86.52909 45.435757 105.91417 0 0
1409927934774 215.54552 28.301353 9.177096  86.631836 45.394688 105.941795 0 0
1409927934861 215.85052 28.693333 9.204974  86.91789 45.318905 105.93919 0 0
1409927934894 217.07368 29.55642 9.321276  87.71147 45.12151 106.05213 0 0
1409927935013 217.53874 29.90655 9.38987  88.03005 45.052917 106.09045 0 0
1409927935052 220.30109 32.10802 9.969427  90.016 44.62206 106.33151 0 0
1409927935151 221.29323 32.988007 9.975195  90.789375 44.419556 106.41826 0 0
1409927935223 215.7044 30.569792 8.463008  87.77203 44.84771 105.58443 0 0
1409927935326 215.58043 30.387981 8.441315  87.64803 44.886665 105.60503 0 0
1409927935345 217.86217 31.634037 8.664505  88.950806 44.580444 105.89414 0 0
1409927935476 218.16113 31.864452 8.565156  89.14883 44.50263 105.9281 0 0
1409927935500 219.96214 33.413425 9.254245  90.52983 44.2444 106.060234 0 0
1409927935585 218.529 32.623905 8.709622  89.638084 44.345078 105.87328 0 0
1409927935691 219.84787 33.617825 8.789896  90.55458 44.12802 106.0138 0 0
1409927935734 219.36208 33.652435 8.415052  90.38849 44.04401 105.9025 0 0
1409927935817 219.76662 34.037617 8.465859  90.71335 43.962864 105.92617 0 0
1409927935923 216.26857 32.31134 7.7534766  88.75671 44.314064 105.443726 0 0
1409927936007 216.84325 32.27798 7.541914  88.89785 44.267525 105.58774 0 0
1409927936039 217.20859 32.509556 7.4708333  89.101524 44.17169 105.62513 0 0
1409927936163 217.48471 32.710533 7.5246224  89.28564 44.131355 105.65091 0 0
1409927936187 218.44455 33.487083 7.6853647  89.980446 43.97505 105.7355 0 0
1409927936282 218.64833 33.608944 7.664323  90.09979 43.936302 105.7625 0 0
1409927936341 218.17151 33.228554 7.4302993  89.71746 43.950314 105.721565 0 0
1409927936417 218.41278 33.396053 7.2608986  89.86352 43.880806 105.74505 0 0
1409927936490 218.23672 33.511665 7.214609  89.86586 43.862785 105.69417 0 0
1409927936610 215.78958 31.808008 6.7543488  88.2622 44.212708 105.45401 0 0
1409927936677 217.47238 32.491745 6.911172  89.09941 44.025 105.69633 0 0
1409927936762 217.8613 32.871094 6.968607  89.40617 43.954506 105.71807 0 0
1409927936824 217.89856 32.893204 7.016029  89.435974 43.96008 105.71864 0 0
1409927936923 218.83818 33.379128 7.2358856  89.97824 43.86573 105.84399 0 0
1409927937000 219.37917 33.62983 7.570378  90.274506 43.83172 105.917946 0 0
1409927937064 219.36089 33.710262 7.630573  90.32229 43.83008 105.901146 0 0
1409927937155 214.79227 30.933737 6.8136587  87.524025 44.393723 105.38943 0 0
1409927937187 214.2249 30.258776 6.9297657  87.03345 44.566536 105.385574 0 0
1409927937301 214.55977 30.391237 6.994479  87.19098 44.53568 105.43365 0 0
1409927937339 214.45035 30.102877 6.9432683  87.012276 44.581093 105.460205 0 0
1409927937448 213.86191 29.784622 6.824844  86.67322 44.64323 105.39422 0 0
1409927937524 212.73016 29.046368 6.5202994  85.95539 44.765884 105.29227 0 0
1409927937628 213.54372 29.571627 6.594414  86.4555 44.643803 105.36724 0 0
1409927937669 212.49577 29.098295 6.2110286  85.903175 44.72844 105.23841 0 0
1409927937784 211.58777 28.567917 6.096289  85.37349 44.846825 105.147446 0 0
1409927937815 214.58047 29.7431 7.136341  86.89146 44.72518 105.53797 0 0
1409927937916 215.23991 30.067291 7.3771486  87.25308 44.656746 105.61927 0 0
1409927937980 215.24707 30.181576 7.290078  87.30271 44.6194 105.6007 0 0
1409927938065 215.32672 30.167278 7.33069  87.31994 44.623516 105.620026 0 0
1409927938092 215.73167 30.448736 7.403932  87.58517 44.57487 105.65216 0 0
1409927938224 216.10191 30.657135 7.472565  87.79684 44.53297 105.69245 0 0
1409927938258 215.79622 30.505053 7.3804817  87.62543 44.555183 105.65758 0 0
1409927938353 213.0069 29.017761 7.0795965  86.075455 44.909428 105.335754 0 0
1409927938413 214.9699 29.703724 7.7240887  87.0256 44.80232 105.613434 0 0
1409927938498 216.3883 30.376837 7.8107815  87.78156 44.639896 105.79828 0 0
1409927938534 216.5531 30.608503 7.7571354  87.93124 44.580833 105.79432 0 0
1409927938655 216.30423 30.469975 7.7040234  87.7886 44.602135 105.763985 0 0
1409927938687 216.63168 30.688034 7.7223306  87.9906 44.553177 105.795235 0 0
1409927938789 217.051 30.919428 7.7695575  88.23064 44.501877 105.844215 0 0
1409927938876 216.50247 30.781342 7.657513  87.99486 44.532734 105.752945 0 0
1409927938915 213.96388 29.16198 7.2958593  86.44189 44.89487 105.50529 0 0
1409927939016 213.95975 29.084713 7.3183985  86.403984 44.910572 105.51951 0 0
1409927939076 215.16203 29.623152 7.4771876  87.02793 44.786198 105.67458 0 0
1409927939164 215.41135 29.810717 7.4896226  87.19418 44.73737 105.693855 0 0
1409927939190 215.16153 29.689661 7.43112  87.058395 44.76276 105.66279 0 0
1409927939309 215.40237 29.802084 7.473776  87.184364 44.736824 105.69388 0 0
1409927939357 216.24081 30.29625 7.5741796  87.67834 44.630417 105.78278 0 0
1409927939439 215.84978 30.139244 7.4456773  87.47841 44.64849 105.72901 0 0
1409927939500 212.34273 28.18582 7.1522264  85.49678 45.12539 105.3381 0 0
1409927939578 214.13179 28.84147 7.785534  86.36599 45.030052 105.5856 0 0
1409927939716 215.36194 29.452995 7.789271  87.02075 44.864323 105.740234 0 0
1409927939821 215.39522 29.538399 7.7935286  87.072914 44.850155 105.73005 0 0
1409927939877 216.04382 29.86164 7.8288283  87.41968 44.760468 105.811325 0 0
1409927939917 216.49422 30.122396 7.8645835  87.68042 44.698566 105.8607 0 0
1409927940027 216.66382 30.260365 7.856966  87.80026 44.664738 105.871796 0 0
1409927940096 212.82741 28.135313 7.4928384  85.623245 45.171978 105.4457 0 0
1409927940149 215.0522 29.101406 8.173073  86.77759 45.024975 105.729195 0 0
1409927940271 216.17506 29.620079 8.190911  87.38283 44.89896 105.8799 0 0
1409927940293 216.66 29.978046 8.172982  87.69745 44.79966 105.921326 0 0
1409927940380 216.67723 30.007591 8.221705  87.72476 44.805157 105.91706 0 0
1409927940437 217.35435 30.405039 8.289557  88.126045 44.713932 105.9932 0 0
1409927940546 217.7234 30.61323 8.211693  88.33439 44.64362 106.03844 0 0
1409927940586 217.89186 30.861158 8.163998  88.49807 44.583256 106.0337 0 0
1409927940700 216.77806 30.31677 8.011705  87.8946 44.713203 105.88825 0 0
1409927940741 214.67458 28.82608 7.896784  86.53181 45.04823 105.70409 0 0
1409927940828 215.27122 29.122696 7.9360027  86.85012 44.976795 105.77825 0 0
1409927940902 216.07399 29.659441 8.055104  87.355286 44.86552 105.852264 0 0
1409927940961 215.97693 29.668581 8.034232  87.3338 44.866016 105.82966 0 0
1409927941054 216.44423 29.894453 8.077344  87.58466 44.803776 105.8881 0 0
1409927941125 217.47626 30.540964 8.1940365  88.21333 44.66362 105.99318 0 0
1409927941238 218.07397 30.939388 8.454883  88.60989 44.59823 106.04354 0 0
1409927941261 218.47672 31.334467 8.465703  88.92418 44.513176 106.0625 0 0
1409927941386 217.55173 30.915754 8.362291  88.43562 44.617134 105.93289 0 0
1409927941437 215.08437 29.261003 7.828737  86.85423 44.94026 105.7138 0 0
1409927941529 215.91339 29.684805 7.9578776  87.31692 44.84513 105.81159 0 0
1409927941608 216.88905 30.299635 8.013242  87.900536 44.692345 105.91146 0 0
1409927941731 216.71175 30.342657 8.039896  87.87618 44.710262 105.86339 0 0
1409927941739 217.58629 30.844934 8.135  88.38193 44.592865 105.96276 0 0
1409927941888 217.88918 30.994596 7.9378777  88.54616 44.53008 106.00836 0 0
1409927941955 218.63365 31.53405 7.9409766  89.02865 44.39534 106.0806 0 0
1409927942087 215.60631 29.96332 7.575482  87.3455 44.75612 105.70315 0 0
1409927942148 215.95699 29.897434 7.9008074  87.4316 44.79143 105.78326 0 0
1409927942248 216.7519 30.373398 7.9861197  87.90034 44.68349 105.86763 0 0
1409927942280 216.50594 30.405066 7.94  87.842705 44.68831 105.80904 0 0
1409927942412 216.63522 30.462383 7.9101825  87.90181 44.660233 105.829346 0 0
1409927942474 218.37657 31.483164 8.2339325  88.95301 44.4581 106.02716 0 0
1409927942613 218.68239 31.703163 8.21082  89.14763 44.39383 106.06021 0 0
1409927942674 214.81497 29.50129 7.538581  86.87662 44.859898 105.620026 0 0
1409927942767 215.5456 29.812735 7.634844  87.25069 44.78195 105.71932 0 0
1409927942821 217.24211 30.822474 7.841654  88.250755 44.55805 105.9045 0 0
1409927943009 216.98047 30.722708 8.010547  88.15232 44.619167 105.85854 0 0
1409927943045 218.21272 31.482058 8.21655  88.90547 44.46849 105.994194 0 0
1409927943171 218.51198 31.67013 8.240456  89.088165 44.423126 106.0257 0 0
1409927943250 216.59988 30.740221 8.063424  88.06158 44.660103 105.76911 0 0
1409927943355 215.16832 29.61168 7.8226953  87.06409 44.866066 105.666954 0 0
1409927943402 216.8811 30.506563 8.00082  88.01125 44.656666 105.873825 0 0
1409927943530 217.31 30.810143 8.062682  88.29275 44.59026 105.91469 0 0
1409927943589 217.86275 31.191679 8.187995  88.66423 44.53328 105.970184 0 0
1409927943698 218.60323 31.612904 8.2886715  89.09754 44.4437 106.059685 0 0
1409927943846 219.51901 32.21349 8.39457  89.67709 44.30724 106.15964 0 0
1409927943874 214.93939 29.520494 7.916927  86.95788 44.91388 105.63279 0 0
1409927943974 215.44925 29.723946 7.880573  87.19915 44.845547 105.70808 0 0
1409927944062 217.52509 30.83112 8.121107  88.36397 44.589035 105.95836 0 0
1409927944186 217.21448 30.759024 8.094922  88.240715 44.613907 105.90354 0 0
1409927944233 217.66608 30.996641 8.1445055  88.49831 44.561535 105.95937 0 0
1409927944375 218.14333 31.29276 8.207266  88.78345 44.4944 106.01203 0 0
1409927944423 217.46869 31.16052 8.048841  88.50798 44.529427 105.88854 0 0
1409927944514 215.09654 29.638985 7.7983465  87.05328 44.870598 105.64846 0 0
1409927944608 215.65526 29.72759 8.067109  87.27327 44.850494 105.747604 0 0
1409927944731 217.29282 30.642786 8.249258  88.20985 44.633335 105.93737 0 0
1409927944783 217.19157 30.708437 7.918646  88.20431 44.60263 105.912056 0 0
1409927944920 217.47441 30.860912 7.9259896  88.35961 44.556873 105.94745 0 0
1409927944965 218.48334 31.464336 7.9821615  88.954544 44.41013 106.0662 0 0
1409927945087 216.1355 30.309258 7.662344  87.67276 44.67711 105.75802 0 0
1409927945145 214.20148 28.64194 7.552018  86.26824 45.007317 105.64703 0 0
1409927945258 214.78725 28.981731 7.671315  86.601616 44.932007 105.70521 0 0
1409927945318 216.93518 30.38185 7.6802473  87.92305 44.602528 105.92013 0 0
1409927945465 217.36053 30.718151 7.737461  88.224205 44.544975 105.95724 0 0
1409927945528 220.1927 32.527225 8.182279  90.01658 44.17513 106.27302 0 0
1409927945575 220.4773 32.870716 8.766055  90.30526 44.178516 106.25555 0 0
1409927945716 217.66696 31.177786 8.470781  88.613815 44.582554 105.92383 0 0
1409927945792 215.5123 29.226158 7.993086  86.96534 44.924637 105.818565 0 0
1409927945908 217.14786 30.24737 8.369271  87.98898 44.743618 105.98174 0 0
1409927946017 218.37975 30.997618 8.178737  88.72186 44.547707 106.13274 0 0
1409927946061 217.7776 30.510221 8.0719795  88.287125 44.64219 106.07984 0 0
