时间截 R分量 G分量 B分量  Y分量 U分量 V分量 脉搏 血氧
1409927046772 244.64244 0.0 7.8234243  77.784676 47.583282 123.75659 0 0
1409927046813 244.74782 0.0 7.873776  77.88918 47.565884 123.782295 0 0
1409927046936 244.54224 0.0 7.773594  77.76863 47.57057 123.7237 0 0
1409927046960 242.95895 0.0 7.596276  76.45677 47.82805 123.31086 0 0
1409927047075 243.13068 0.0 7.6697397  76.572136 47.8188 123.35297 0 0
1409927047157 243.84975 0.0 7.8178644  77.11237 47.724766 123.5449 0 0
1409927047225 243.76938 0.0 7.7884507  77.07508 47.723957 123.52003 0 0
1409927047292 244.00922 0.0 7.8697786  77.254456 47.70177 123.585236 0 0
1409927047359 244.24709 0.0 7.939388  77.48213 47.66068 123.64422 0 0
1409927047467 244.43318 0.0 8.006771  77.62246 47.64219 123.69463 0 0
1409927047522 243.34886 0.0 7.4889584  76.80568 47.73841 123.407555 0 0
1409927047633 242.76787 0.0 7.5059114  76.251 47.85357 123.25719 0 0
1409927047668 243.35927 0.0 7.748099  76.683266 47.810417 123.41229 0 0
1409927047758 243.5087 0.0 7.7003517  76.834854 47.76953 123.457634 0 0
1409927047873 243.51146 0.0 7.6829166  76.82414 47.766277 123.45883 0 0
1409927047890 243.97151 0.0 7.8438673  77.16633 47.71992 123.58148 0 0
1409927047985 244.0499 0.0 7.8464584  77.24944 47.705 123.60047 0 0
1409927048063 244.20099 0.0 7.823138  77.37565 47.65919 123.636665 0 0
1409927048162 243.06442 0.0 7.5378904  76.53698 47.801197 123.33424 0 0
1409927048180 242.88635 0.0 7.5464063  76.26846 47.855103 123.29135 0 0
1409927048305 243.05766 0.0 7.6288934  76.40794 47.841408 123.33498 0 0
1409927048351 243.39333 0.0 7.709375  76.70664 47.78526 123.420784 0 0
1409927048471 243.37234 0.0 7.6715627  76.68056 47.789272 123.41599 0 0
1409927048589 243.78474 0.0 7.8097396  76.99578 47.741512 123.525185 0 0
1409927048719 244.1462 0.0 7.9016275  77.3135 47.682735 123.61672 0 0
1409927048767 242.70255 0.0 7.4154296  76.206924 47.8419 123.23622 0 0
1409927048875 242.85661 0.0 7.6015625  76.28477 47.874245 123.285446 0 0
1409927048924 244.45921 0.0 8.275091  77.5525 47.764793 123.7357 0 0
1409927049045 244.43713 0.0 8.251145  77.56709 47.750965 123.72802 0 0
1409927049099 244.50854 0.0 8.287734  77.59445 47.760025 123.74893 0 0
1409927049175 244.7613 0.0 8.295104  77.795494 47.70857 123.81396 0 0
1409927049282 244.95166 0.0 8.374765  77.956345 47.685703 123.86214 0 0
1409927049401 244.32141 0.0 8.112708  77.59332 47.707996 123.68969 0 0
1409927049432 243.88484 0.0 8.099856  77.1513 47.813698 123.58232 0 0
1409927049580 244.02979 0.0 8.203242  77.25881 47.81526 123.62146 0 0
1409927049598 243.9775 0.0 8.3233595  77.20417 47.842396 123.59919 0 0
1409927049692 244.14084 0.0 8.309179  77.33376 47.822033 123.64735 0 0
1409927049736 244.26495 0.0 8.392995  77.379166 47.80805 123.68146 0 0
1409927049848 244.41864 0.0 8.444635  77.51655 47.787655 123.72443 0 0
1409927049921 244.26932 0.0 8.348568  77.451065 47.77599 123.6775 0 0
1409927049965 243.14047 0.0 7.994935  76.494125 47.928516 123.38328 0 0
1409927050070 243.24896 0.0 8.024635  76.54085 47.925365 123.414085 0 0
1409927050122 243.7562 0.0 8.24418  76.92108 47.88521 123.54763 0 0
1409927050216 243.79974 0.0 8.236406  76.99427 47.861588 123.55583 0 0
1409927050262 243.82307 0.0 8.2329035  76.99582 47.859947 123.561356 0 0
1409927050369 244.01823 0.0 8.336589  77.143425 47.854374 123.614586 0 0
1409927050405 244.4298 0.0 8.445156  77.46831 47.797604 123.719215 0 0
1409927050523 244.5852 0.0 8.3525  77.63526 47.756485 123.76581 0 0
1409927050574 243.13333 0.0 7.865013  76.53151 47.914894 123.38349 0 0
1409927050613 243.28526 0.0 7.929115  76.57304 47.91268 123.42917 0 0
1409927050721 243.41907 0.0 7.9690495  76.65667 47.902473 123.46359 0 0
1409927050775 243.81468 0.0 8.095508  76.983475 47.854454 123.56576 0 0
1409927050865 243.78719 0.0 8.07845  76.95543 47.852863 123.55758 0 0
1409927050943 244.07713 0.0 8.184688  77.184235 47.820366 123.631355 0 0
1409927051034 244.32985 0.0 8.225455  77.38108 47.778046 123.69865 0 0
1409927051097 244.70125 0.0 8.160729  77.65019 47.712944 123.80417 0 0
1409927051212 244.02834 0.0 7.920638  77.23823 47.753204 123.614586 0 0
1409927051277 243.54526 0.0 7.8591404  76.792145 47.848568 123.4969 0 0
1409927051313 243.91708 0.0 7.9996486  77.03435 47.822292 123.59515 0 0
1409927051416 243.97475 0.0 8.020677  77.08905 47.81633 123.61057 0 0
1409927051467 243.84276 0.0 7.9914455  77.01746 47.824894 123.57182 0 0
1409927051558 243.9925 0.0 8.015417  77.09244 47.81612 123.6125 0 0
1409927051628 244.36188 0.0 8.165182  77.37012 47.774376 123.71096 0 0
1409927051731 244.44553 0.0 8.236719  77.4509 47.76617 123.72854 0 0
1409927051856 243.15923 0.0 7.6666145  76.527145 47.874767 123.39302 0 0
1409927051887 243.58214 0.0 7.8441668  76.784325 47.85992 123.51122 0 0
1409927051945 243.85484 0.0 7.919544  76.9626 47.834923 123.58492 0 0
1409927051992 243.87297 0.0 7.9503126  77.01168 47.826096 123.58596 0 0
1409927052096 243.73271 0.0 7.8861847  76.906746 47.836197 123.54813 0 0
1409927052136 244.01495 0.0 7.9621873  77.116486 47.80013 123.62349 0 0
1409927052228 244.19261 0.0 8.029882  77.26926 47.781796 123.66685 0 0
1409927052292 244.26183 0.0 8.188633  77.30817 47.77802 123.67521 0 0
1409927052376 243.70943 0.0 7.862331  76.972046 47.802395 123.53857 0 0
1409927052425 242.91959 0.0 7.772461  76.23902 47.95315 123.33216 0 0
1409927052530 243.11641 0.0 8.041146  76.40848 47.95651 123.383934 0 0
1409927052578 243.68005 0.0 8.061432  76.80458 47.880703 123.52576 0 0
1409927052636 243.57948 0.0 7.9903774  76.75241 47.87513 123.497345 0 0
1409927052735 243.60614 0.0 8.008737  76.75568 47.883152 123.50378 0 0
1409927052832 244.05974 0.0 8.204532  77.07945 47.85091 123.6257 0 0
1409927052882 244.33995 0.0 8.233138  77.334335 47.787968 123.69511 0 0
1409927053027 243.93558 0.0 7.8833594  77.10819 47.77435 123.59414 0 0
1409927053053 242.8925 0.0 7.730143  76.1725 47.95427 123.321304 0 0
1409927053152 243.2063 0.0 7.8613544  76.4219 47.924454 123.403465 0 0
1409927053215 243.6222 0.0 7.947292  76.73091 47.880886 123.52156 0 0
1409927053315 243.57692 0.0 7.914219  76.71392 47.866512 123.50888 0 0
1409927053344 243.88786 0.0 8.025547  76.92256 47.84797 123.59284 0 0
1409927053452 244.09459 0.0 8.091705  77.093414 47.82026 123.64562 0 0
1409927053476 244.36855 0.0 8.210456  77.34089 47.7863 123.715805 0 0
1409927053557 244.45604 0.0 8.196289  77.405785 47.765495 123.73714 0 0
1409927053647 243.07364 0.0 7.6602473  76.36892 47.91034 123.37537 0 0
1409927053751 243.02333 0.0 7.797005  76.22533 47.936848 123.35836 0 0
1409927053781 243.56548 0.0 8.01474  76.61448 47.895832 123.49948 0 0
1409927053882 243.70042 0.0 7.9504037  76.76041 47.87357 123.54135 0 0
1409927053934 243.76703 0.0 7.951263  76.812225 47.857082 123.556015 0 0
1409927053982 243.98245 0.0 8.054388  76.9773 47.840965 123.61406 0 0
1409927054093 244.17984 0.0 8.122982  77.13202 47.822422 123.662735 0 0
1409927054153 244.5423 0.0 8.044935  77.43671 47.735287 123.76185 0 0
1409927054270 243.85469 0.0 7.7759895  77.004585 47.775444 123.57081 0 0
1409927054329 243.02786 0.0 7.824362  76.24534 47.940575 123.354866 0 0
1409927054409 243.38406 0.0 7.977513  76.49292 47.91599 123.45213 0 0
1409927054457 243.82375 0.0 8.013151  76.85682 47.849712 123.56755 0 0
1409927054603 243.67416 0.0 7.930534  76.7666 47.85133 123.522865 0 0
1409927054634 244.10223 0.0 8.105677  77.04297 47.828777 123.63972 0 0
1409927054675 244.27255 0.0 8.215274  77.198166 47.816093 123.68258 0 0
1409927054823 244.34265 0.0 8.208568  77.2383 47.805832 123.70088 0 0
1409927054851 243.08536 0.0 7.5184636  76.332855 47.871952 123.36966 0 0
1409927054961 243.04156 0.0 7.4967318  76.26553 47.889324 123.35857 0 0
1409927055023 243.64255 0.0 7.842695  76.63595 47.858334 123.5232 0 0
1409927055152 243.66568 0.0 7.863698  76.70229 47.844063 123.522446 0 0
1409927055191 243.78214 0.0 7.883932  76.74655 47.83346 123.55802 0 0
1409927055242 244.02505 0.0 7.995495  76.935745 47.816174 123.619896 0 0
1409927055341 244.27708 0.0 8.101875  77.14086 47.792812 123.68604 0 0
1409927055375 244.35161 0.0 8.138659  77.22942 47.776356 123.70307 0 0
1409927055495 243.12161 0.0 7.602461  76.316734 47.87242 123.376434 0 0
1409927055528 243.32771 0.0 7.8370314  76.40083 47.925858 123.44797 0 0
1409927055618 243.54651 0.0 7.8427997  76.574646 47.88867 123.50378 0 0
1409927055724 243.6512 0.0 7.881875  76.678474 47.870365 123.52768 0 0
1409927055759 243.70796 0.0 7.8450522  76.70239 47.85599 123.54297 0 0
1409927055861 243.905 0.0 7.9732943  76.839516 47.854557 123.596664 0 0
1409927055962 244.26772 0.0 8.103684  77.128815 47.806824 123.6905 0 0
1409927056001 243.74828 0.0 7.8472657  76.81767 47.835182 123.55133 0 0
1409927056099 243.01552 0.0 7.6690106  76.201225 47.94896 123.36557 0 0
1409927056187 243.15489 0.0 7.7261977  76.198074 47.950676 123.39912 0 0
1409927056255 243.58656 0.0 7.957318  76.55347 47.91091 123.51518 0 0
1409927056305 243.48167 0.0 7.9258595  76.477425 47.92349 123.48786 0 0
1409927056373 243.5814 0.0 7.977487  76.53526 47.919712 123.51315 0 0
1409927056419 243.84682 0.0 8.077839  76.691185 47.909973 123.58633 0 0
1409927056557 243.94302 0.0 8.128321  76.77799 47.902004 123.61159 0 0
1409927056582 243.96083 0.0 8.092682  76.85803 47.87219 123.605705 0 0
1409927056671 243.48131 0.0 7.8771744  76.50918 47.900494 123.478096 0 0
1409927056789 242.7375 0.0 7.471276  75.8268 47.992214 123.29539 0 0
1409927056805 244.07301 0.0 8.444089  76.73738 47.990623 123.67505 0 0
1409927056882 244.1184 0.0 8.465625  76.77134 47.989246 123.68448 0 0
1409927056917 243.95427 0.0 8.349609  76.67954 47.980495 123.63763 0 0
1409927057036 243.96605 0.0 8.372109  76.67838 47.986927 123.6437 0 0
1409927057065 244.7312 0.0 8.828542  76.94318 48.051693 123.87089 0 0
1409927057278 244.83572 0.0 8.871172  76.95276 48.066223 123.90286 0 0
1409927057377 244.78583 0.0 8.542916  76.10284 48.31542 123.9744 0 0
1409927057406 245.84781 0.0 9.12056  77.111404 48.17883 124.25393 0 0
1409927057496 245.87515 0.0 9.180118  77.24302 48.1531 124.256195 0 0
1409927057570 245.55318 0.0 9.143633  77.2972 48.117603 124.15854 0 0
1409927057641 245.58406 0.0 9.125313  77.05891 48.189583 124.174324 0 0
1409927057689 245.47766 0.0 8.978958  77.587616 47.976772 124.115 0 0
1409927057812 245.07599 0.0 8.617448  77.19909 47.991615 123.99927 0 0
1409927057857 242.85042 0.0 7.897865  75.440575 48.24013 123.38399 0 0
1409927057980 242.68105 0.0 7.8628387  75.1568 48.317135 123.35271 0 0
1409927058048 244.22011 0.0 8.728776  76.349594 48.234035 123.77351 0 0
1409927058101 243.97093 0.0 8.527878  76.14669 48.2313 123.70213 0 0
1409927058113 243.91527 0.0 8.500247  76.07011 48.249924 123.68935 0 0
1409927058195 243.9585 0.0 8.554375  76.09622 48.259922 123.70112 0 0
1409927058257 244.20006 0.0 8.619466  76.27066 48.22612 123.76237 0 0
1409927058388 244.32542 0.0 8.6248045  76.400154 48.19336 123.79477 0 0
1409927058430 242.97594 0.0 8.044597  75.365585 48.31974 123.43935 0 0
1409927058477 242.93854 0.0 7.911315  75.29148 48.31966 123.42862 0 0
1409927058556 243.93489 0.0 8.643047  76.04522 48.319324 123.71477 0 0
1409927058649 244.24411 0.0 8.870769  76.26099 48.31948 123.799194 0 0
1409927058732 244.18922 0.0 8.805911  76.23561 48.30586 123.78182 0 0
1409927058773 244.31906 0.0 8.82332  76.324844 48.286095 123.81443 0 0
1409927058889 244.49583 0.0 8.907213  76.448006 48.279373 123.85971 0 0
1409927058931 244.83527 0.0 8.897279  76.73733 48.199585 123.94922 0 0
1409927059010 244.82646 0.0 8.886979  76.75735 48.18737 123.94662 0 0
1409927059067 243.42464 0.0 8.182292  75.62642 48.322006 123.57612 0 0
1409927059148 243.45313 0.0 8.244453  75.626236 48.339478 123.58664 0 0
1409927059183 243.97401 0.0 8.460664  76.04011 48.290913 123.72284 0 0
1409927059322 244.01646 0.0 8.639114  76.061325 48.29685 123.731094 0 0
1409927059354 244.11453 0.0 8.684688  76.15596 48.28362 123.75323 0 0
1409927059456 244.20885 0.0 8.763437  76.23483 48.28781 123.77789 0 0
1409927059530 244.57536 0.0 8.864935  76.52515 48.230545 123.87393 0 0
1409927059622 244.7899 0.0 8.923906  76.70784 48.192394 123.92729 0 0
1409927059716 244.8437 0.0 8.847604  76.78363 48.166847 123.942055 0 0
1409927059770 243.3414 0.0 8.331849  75.60694 48.34104 123.544685 0 0
1409927059851 243.60594 0.0 8.335208  75.75903 48.31331 123.61745 0 0
1409927059920 244.1211 0.0 8.685899  76.140274 48.28568 123.757835 0 0
1409927060022 244.1287 0.0 8.682422  76.148285 48.284817 123.760284 0 0
1409927060057 244.1686 0.0 8.678281  76.168526 48.27797 123.769066 0 0
1409927060149 244.36287 0.0 8.755534  76.33112 48.255104 123.820625 0 0
1409927060240 244.62427 0.0 8.86332  76.54397 48.225704 123.886566 0 0
1409927060333 244.80864 0.0 8.928932  76.69441 48.20245 123.93273 0 0
1409927060367 243.48323 0.0 8.357813  75.70607 48.328934 123.5824 0 0
1409927060486 243.36172 0.0 8.2942705  75.57893 48.34784 123.55294 0 0
1409927060540 243.95573 0.0 8.540039  75.98272 48.293514 123.71331 0 0
1409927060571 244.13985 0.0 8.631002  76.170654 48.268593 123.75914 0 0
1409927060673 244.08447 0.0 8.591484  76.12808 48.27117 123.74534 0 0
1409927060731 244.26547 0.0 8.697943  76.2479 48.272736 123.79276 0 0
1409927060811 244.57922 0.0 8.808828  76.48369 48.233646 123.8756 0 0
1409927060892 244.75626 0.0 8.852175  76.65113 48.202396 123.918594 0 0
1409927060961 244.82703 0.0 8.871706  76.728424 48.18211 123.934326 0 0
1409927061020 243.5526 0.0 8.207031  75.73698 48.29961 123.60294 0 0
1409927061144 243.45859 0.0 8.303125  75.59655 48.343826 123.58188 0 0
1409927061191 244.26865 0.0 8.604649  76.21103 48.257736 123.79367 0 0
1409927061245 244.25552 0.0 8.549049  76.22491 48.240078 123.78625 0 0
1409927061355 244.2598 0.0 8.637175  76.21802 48.26943 123.78877 0 0
1409927061389 244.71286 0.0 8.783086  76.567314 48.21112 123.90826 0 0
1409927061492 244.79266 0.0 8.79849  76.61914 48.2031 123.92987 0 0
1409927061597 245.08365 0.0 8.771393  76.90982 48.139923 124.00682 0 0
1409927061641 243.665 0.0 8.156992  75.78802 48.27982 123.63263 0 0
1409927061722 243.20688 0.0 8.1753  75.360954 48.36203 123.51279 0 0
1409927061801 244.61948 0.0 9.092682  76.397484 48.32466 123.901794 0 0
1409927061885 245.15385 0.0 8.935651  76.83778 48.211304 124.047005 0 0
1409927061934 245.08974 0.0 8.956133  76.82177 48.22401 124.029976 0 0
1409927062064 245.18286 0.0 9.002799  76.879196 48.223022 124.05432 0 0
1409927062094 245.78313 0.0 9.242019  77.39189 48.151432 124.21221 0 0
1409927062139 245.84291 0.0 9.285898  77.44964 48.144764 124.22547 0 0
1409927062236 245.66849 0.0 9.413385  77.32038 48.17039 124.17443 0 0
1409927062280 244.6812 0.0 9.024909  76.565704 48.273125 123.90794 0 0
1409927062366 244.34068 0.0 8.9229555  76.254295 48.336197 123.82464 0 0
1409927062435 244.89026 0.0 9.221445  76.635 48.307682 123.9719 0 0
1409927062509 245.3251 0.0 9.42457  76.99711 48.269608 124.09222 0 0
1409927062546 245.22469 0.0 9.317839  76.965614 48.2437 124.060234 0 0
1409927062663 245.1927 0.0 9.290131  76.941696 48.245285 124.0532 0 0
1409927062702 245.67073 0.0 9.488528  77.34419 48.184063 124.18052 0 0
1409927062790 245.85432 0.0 9.602552  77.51913 48.167004 124.226326 0 0
1409927062875 246.07787 0.0 9.669427  77.71483 48.12815 124.277084 0 0
1409927062965 245.08182 0.0 9.224662  77.02119 48.195 124.00807 0 0
1409927063007 244.55661 0.0 8.93039  76.501915 48.281174 123.87539 0 0
1409927063111 245.01636 0.0 9.186302  76.88043 48.248074 124.002266 0 0
1409927063150 245.57422 0.0 9.411732  77.504585 48.137917 124.13604 0 0
1409927063198 245.15276 0.0 9.369193  77.856705 47.992058 123.986176 0 0
1409927063283 244.90942 0.0 9.261341  77.873215 47.948566 123.91646 0 0
1409927063364 245.20729 0.0 9.610911  78.582016 47.85466 123.95031 0 0
1409927063423 244.3698 0.045846354 9.189011  78.895966 47.599297 123.61417 0 0
1409927063530 244.36781 0.11174479 9.615573  79.55318 47.512135 123.515236 0 0
1409927063603 241.75047 4.198568 9.487943  82.02789 46.675808 121.87591 0 0
1409927063646 240.34 4.022513 9.680729  82.05008 46.689713 121.28396 0 0
1409927063748 240.02177 5.5778775 10.043229  83.124756 46.445652 120.772736 0 0
1409927063772 238.54245 8.467513 10.078815  84.23301 46.07341 119.634766 0 0
1409927063885 237.88312 8.457018 9.740534  83.89973 46.06344 119.43526 0 0
1409927063967 236.88933 7.6591535 9.57142  83.28923 46.170494 119.2261 0 0
1409927064006 235.90443 6.217474 8.877969  81.97388 46.355053 119.23289 0 0
1409927064113 235.87537 5.6816015 8.723607  81.629074 46.42206 119.34209 0 0
1409927064178 234.43906 4.139714 7.903242  79.770065 46.728046 119.31622 0 0
1409927064278 234.61697 3.5459244 7.778242  79.29855 46.827343 119.489685 0 0
1409927064310 236.08745 2.7252734 8.120794  79.29297 46.90711 120.12581 0 0
1409927064432 235.89583 2.4598048 7.6959634  78.95084 46.923073 120.15388 0 0
1409927064470 237.1787 2.4820702 7.9385285  79.396614 46.88763 120.56523 0 0
1409927064564 237.23 2.4050522 7.962409  79.36983 46.90474 120.59222 0 0
1409927064631 237.25093 2.3490756 7.64737  79.303604 46.855286 120.63904 0 0
1409927064727 237.19438 2.045664 7.522565  79.03678 46.897293 120.68789 0 0
1409927064768 235.90308 2.0389063 7.3790236  78.42013 47.01841 120.33951 0 0
1409927064901 236.92911 2.4307551 8.146224  79.220795 46.993908 120.54682 0 0
1409927064923 237.39307 2.3582683 7.859557  79.42672 46.893543 120.70779 0 0
1409927065143 237.37099 2.3045313 7.8063674  79.36844 46.896824 120.716774 0 0
1409927065174 237.60219 2.03125 7.738385  79.2688 46.913387 120.83555 0 0
1409927065200 237.76688 2.1222527 7.773229  79.42038 46.880962 120.862785 0 0
1409927065267 237.79797 2.080586 7.7848697  79.40621 46.888725 120.87974 0 0
1409927065393 237.6435 1.9972787 7.64  79.2684 46.882683 120.85125 0 0
1409927065440 236.7473 2.2915626 7.4902215  79.004326 46.912342 120.55841 0 0
1409927065491 237.20192 2.4935808 7.624323  79.390625 46.84456 120.6425 0 0
1409927065613 237.35927 2.1184115 7.641354  79.21754 46.89065 120.74961 0 0
1409927065656 237.27594 2.1548307 7.5557423  79.21151 46.867813 120.714424 0 0
1409927065759 237.37646 2.2444923 7.571797  79.32313 46.84271 120.72299 0 0
1409927065856 237.73615 2.3851562 7.6683726  79.61603 46.787266 120.79086 0 0
1409927065954 237.839 2.269935 7.5890884  79.56943 46.781353 120.83961 0 0
1409927065993 236.90312 2.2022135 7.4076824  79.06486 46.85935 120.595726 0 0
1409927066101 236.85756 2.197448 7.5261326  79.01946 46.898933 120.59331 0 0
1409927066162 237.51187 2.1232162 7.5959635  79.27016 46.858517 120.791565 0 0
1409927066234 237.34312 1.8829818 7.429167  79.01872 46.8838 120.80813 0 0
1409927066374 237.50058 2.2585416 7.550755  79.34738 46.82094 120.76649 0 0
1409927066415 238.00041 2.3391147 7.611055  79.67313 46.75487 120.890915 0 0
1409927066476 238.39902 2.7661848 7.8302083  80.210884 46.666588 120.90391 0 0
1409927066573 238.41818 2.7473307 7.8511586  80.21197 46.673542 120.91664 0 0
1409927066621 237.19443 2.5217578 7.5547657  79.4441 46.789116 120.63399 0 0
1409927066738 237.37146 2.5870051 7.627682  79.57729 46.773827 120.666016 0 0
1409927066796 237.82135 2.254375 7.509518  79.518425 46.770416 120.862236 0 0
1409927066920 237.81958 2.2278254 7.5379295  79.49547 46.788204 120.86758 0 0
1409927066951 238.10355 2.3619401 7.6491017  79.751396 46.74414 120.92039 0 0
1409927067057 238.20084 2.4138932 7.690039  79.8504 46.73349 120.93544 0 0
1409927067100 238.62558 2.6203256 7.8281903  80.21788 46.67203 121.01437 0 0
1409927067185 238.53807 2.553138 7.7592187  80.12509 46.675755 120.99781 0 0
1409927067253 237.50583 2.543685 7.6559634  79.61229 46.775444 120.72112 0 0
1409927067329 237.6162 2.4460547 7.6423697  79.575836 46.788177 120.778564 0 0
1409927067378 238.04657 2.4216926 7.69082  79.76019 46.75349 120.90417 0 0
1409927067498 238.06416 2.4145834 7.7041926  79.7751 46.756485 120.904274 0 0
1409927067563 238.18256 2.5139453 7.7564063  79.90569 46.732967 120.9193 0 0
1409927067605 238.5066 2.6838932 7.8815627  80.19513 46.68823 120.97339 0 0
1409927067717 238.60385 2.7877214 7.9533205  80.32604 46.67495 120.97297 0 0
1409927067750 238.80786 2.7727473 7.9745574  80.41668 46.652554 121.032135 0 0
1409927067861 238.74126 2.7171874 7.8972006  80.36208 46.63742 121.02198 0 0
1409927067924 237.5036 2.506862 7.6803646  79.62225 46.78453 120.73331 0 0
1409927068014 237.84161 2.6659505 7.791289  79.89748 46.74495 120.79177 0 0
1409927068059 238.37515 2.880677 7.9665236  80.32481 46.67836 120.88862 0 0
1409927068183 238.35197 2.9400911 7.973034  80.356995 46.667213 120.87102 0 0
1409927068206 238.44989 3.0517318 8.074792  80.495705 46.65927 120.87675 0 0
1409927068294 238.3738 2.6811068 8.240313  80.26992 46.742214 120.91922 0 0
1409927068392 238.5601 2.823685 8.114271  80.45216 46.68052 120.94365 0 0
1409927068416 238.67276 2.8090756 8.2795315  80.459206 46.6937 120.97109 0 0
1409927068504 238.30464 2.8588412 8.247109  80.31263 46.722317 120.85677 0 0
1409927068584 237.56334 2.7823308 8.123593  79.907616 46.802788 120.67141 0 0
1409927068671 237.9997 2.7967577 8.206732  80.11896 46.7719 120.78628 0 0
1409927068726 238.18808 2.715586 8.181498  80.14251 46.7569 120.854195 0 0
1409927068831 238.03401 2.6816275 8.151653  80.04684 46.775833 120.820366 0 0
1409927068963 238.34792 2.6917968 8.244245  80.20439 46.762344 120.908936 0 0
1409927068988 238.56526 2.5546875 8.202162  80.20452 46.756275 120.99456 0 0
1409927069055 238.59312 2.6051302 8.203815  80.25427 46.74031 120.98901 0 0
1409927069128 237.51282 2.3600652 7.9539585  79.53578 46.86307 120.75513 0 0
1409927069227 237.43677 2.416315 8.054791  79.54555 46.886066 120.724846 0 0
1409927069279 238.0137 2.375013 8.112565  79.78754 46.840652 120.89263 0 0
1409927069368 238.02516 2.2190104 8.084388  79.674194 46.866486 120.929634 0 0
1409927069427 237.97067 2.1020703 8.024545  79.561195 46.88789 120.94036 0 0
1409927069495 238.11604 2.0984504 8.047149  79.621956 46.877396 120.98289 0 0
1409927069551 238.32515 2.13181 8.098151  79.75015 46.8538 121.03133 0 0
1409927069647 238.44678 2.1465364 8.107005  79.82317 46.838333 121.059326 0 0
1409927069717 237.90672 2.042552 7.9803257  79.48237 46.89315 120.935234 0 0
1409927069801 237.30199 2.0744271 7.9583592  79.21353 46.953465 120.764534 0 0
1409927069838 237.74178 2.083151 8.052995  79.428154 46.926434 120.88289 0 0
1409927069941 237.84666 2.0945442 8.035872  79.483894 46.908726 120.90948 0 0
1409927069990 237.84573 2.118073 8.015143  79.50079 46.896717 120.90211 0 0
1409927070133 237.90594 2.166224 8.059167  79.564255 46.88815 120.909584 0 0
1409927070155 238.23886 2.1994662 8.081979  79.753265 46.85026 120.98758 0 0
1409927070269 238.29843 2.2434244 8.112083  79.8216 46.83659 120.997604 0 0
1409927070283 238.53041 2.656888 8.238906  80.26369 46.74708 120.96422 0 0
1409927070387 238.52818 2.732552 8.223347  80.31884 46.72698 120.94409 0 0
1409927070457 236.99171 5.010664 8.349323  81.17271 46.464558 119.97992 0 0
1409927070515 236.77907 5.865612 8.434089  81.632034 46.34573 119.70932 0 0
1409927070636 237.11932 7.0610285 8.591341  82.54004 46.120598 119.51443 0 0
1409927070683 236.971 7.64987 9.205677  83.1695 46.08367 119.27042 0 0
1409927070731 236.8639 7.8221483 9.225222  83.22892 46.073074 119.1976 0 0
1409927070818 236.97755 8.227942 9.339609  83.52967 46.012344 119.13169 0 0
1409927070889 237.18167 7.7365885 9.2783985  83.480446 46.032394 119.286064 0 0
1409927070962 236.64902 7.7733855 8.818242  83.18065 45.989975 119.123955 0 0
1409927071075 236.76683 7.582682 9.021432  83.16311 46.038723 119.19141 0 0
1409927071128 235.56583 7.2547135 8.874583  82.42806 46.194115 118.93763 0 0
1409927071230 235.7552 7.2335024 8.928542  82.49742 46.196278 118.99935 0 0
1409927071275 236.26917 6.8865757 8.858412  82.50742 46.179375 119.215706 0 0
1409927071352 236.2985 6.9417186 8.870521  82.55129 46.176876 119.21101 0 0
1409927071399 236.14224 6.7475 8.838464  82.37008 46.21909 119.2118 0 0
1409927071523 236.20927 6.76056 8.824232  82.40478 46.199245 119.23049 0 0
1409927071568 236.50766 6.5482163 8.818373  82.403946 46.204323 119.35453 0 0
1409927071669 236.60724 6.545599 8.797617  82.44849 46.187187 119.38412 0 0
1409927071742 236.26282 6.296237 8.69733  82.14611 46.24557 119.34159 0 0
1409927071827 235.72 6.6971483 8.882122  82.163506 46.282394 119.11677 0 0
1409927071891 236.09943 6.076706 8.778841  81.94793 46.326588 119.35182 0 0
1409927072005 236.35635 5.2521224 8.590599  81.544975 46.399532 119.60281 0 0
1409927072045 236.32526 4.8695574 8.467539  81.2811 46.448048 119.678024 0 0
1409927072145 236.44048 4.622396 8.433958  81.17031 46.47331 119.76568 0 0
1409927072231 236.80952 4.2872133 7.880612  80.79827 46.447475 119.982315 0 0
1409927072351 236.945 3.9166145 7.780117  80.61077 46.479168 120.10276 0 0
1409927072468 235.62724 3.4604557 7.463828  79.68629 46.638542 119.84646 0 0
1409927072484 236.25104 3.391888 7.670729  79.78676 46.6456 120.024216 0 0
1409927072585 236.35417 3.296862 7.675599  79.77526 46.653698 120.07203 0 0
1409927072634 236.37312 3.0273306 7.603151  79.58498 46.692238 120.13659 0 0
1409927072751 236.35411 2.9122267 7.579492  79.48914 46.716927 120.15682 0 0
1409927072813 236.68057 2.776966 7.602357  79.5425 46.706406 120.278175 0 0
1409927072866 236.86276 2.6342318 7.548776  79.49996 46.709038 120.35375 0 0
1409927072980 236.90411 2.6047785 7.5078125  79.499985 46.698906 120.37328 0 0
1409927073038 235.42183 2.4900782 7.284622  78.70637 46.84104 119.99323 0 0
1409927073151 236.76202 3.102474 7.6492968  79.66093 46.701824 120.26787 0 0
1409927073300 236.93594 2.8764453 7.563099  79.65138 46.702396 120.37099 0 0
1409927073339 237.00954 2.9960678 7.626133  79.776215 46.68659 120.37156 0 0
1409927073453 237.15802 2.968086 7.4482684  79.79082 46.644817 120.41953 0 0
