时间截 R分量 G分量 B分量  Y分量 U分量 V分量 脉搏 血氧
1409910359898 213.98729 32.141876 12.221146  88.568436 45.675392 104.745316 0 0
1409910359948 214.2338 32.302032 12.264492  88.720726 45.643932 104.76688 0 0
1409910360034 214.52922 32.515522 12.31651  88.91604 45.602448 104.78899 0 0
1409910360086 214.7719 32.72776 12.377591  89.09723 45.567917 104.800026 0 0
1409910360204 214.97679 32.90357 12.379531  89.24049 45.527996 104.8125 0 0
1409910360250 215.51213 33.29901 12.443841  89.59237 45.443306 104.85643 0 0
1409910360285 215.776 33.517967 12.45892  89.775246 45.394245 104.87515 0 0
1409910360392 215.87283 33.5788 12.501393  89.838646 45.388542 104.88305 0 0
1409910360444 216.39278 34.054142 12.268125  90.20635 45.255783 104.91612 0 0
1409910360470 215.4137 33.48767 12.0275  89.63108 45.356197 104.81164 0 0
1409910360515 213.94714 32.430508 11.840325  88.68198 45.570625 104.68945 0 0
1409910360587 213.57188 32.087723 12.049114  88.41428 45.675053 104.6688 0 0
1409910360630 213.788 31.99539 12.145222  88.43207 45.69974 104.73099 0 0
1409910360762 213.8611 32.053566 12.153138  88.48482 45.685417 104.73583 0 0
1409910360791 213.8231 32.017918 12.171797  88.456535 45.699375 104.7332 0 0
1409910360865 213.81776 31.991758 12.135846  88.4356 45.695286 104.738075 0 0
1409910360941 214.06895 32.129295 12.213776  88.58334 45.675 104.7657 0 0
1409910361020 214.58527 32.50469 12.350964  88.93172 45.61388 104.8012 0 0
1409910361061 214.62125 32.519154 12.320976  88.94552 45.599194 104.80875 0 0
1409910361153 214.77818 32.704624 12.321354  89.081955 45.566303 104.80763 0 0
1409910361182 215.11926 32.959335 12.349193  89.30927 45.50409 104.83396 0 0
1409910361283 215.3132 33.113426 12.390625  89.443344 45.479637 104.847916 0 0
1409910361331 215.64935 33.412342 12.403373  89.68459 45.41138 104.866356 0 0
1409910361399 213.64442 32.1159 12.057682  88.44949 45.66401 104.678856 0 0
1409910361414 212.7308 31.356667 11.884531  87.79492 45.809948 104.62688 0 0
1409910361492 212.56113 31.169493 11.594349  87.62948 45.799843 104.63235 0 0
1409910361598 212.81174 31.261967 11.650638  87.75203 45.783802 104.666565 0 0
1409910361626 212.94102 31.367449 11.649388  87.8406 45.760338 104.675 0 0
1409910361719 212.8494 31.300156 11.645612  87.782555 45.77427 104.6687 0 0
1409910361766 212.88354 31.292435 11.656966  87.79133 45.78 104.67492 0 0
1409910361846 213.19116 31.496836 11.72276  87.98264 45.74159 104.70167 0 0
1409910361937 213.59727 31.75168 11.915977  88.23182 45.705467 104.737946 0 0
1409910361988 213.95627 32.015938 11.962174  88.47098 45.6538 104.7645 0 0
1409910362121 214.14467 32.18233 11.991641  88.60836 45.62 104.77458 0 0
1409910362149 214.88243 32.758736 12.134284  89.115974 45.508778 104.82492 0 0
1409910362195 215.00262 32.848606 12.1488285  89.194374 45.491642 104.835 0 0
1409910362278 215.18057 32.970078 12.179519  89.31176 45.469894 104.85005 0 0
1409910362340 215.52623 33.261772 12.216016  89.557175 45.406326 104.870804 0 0
1409910362424 213.01886 31.729727 11.720495  88.04743 45.69987 104.623985 0 0
1409910362460 211.86816 30.678204 11.585221  87.18908 45.916405 104.57341 0 0
1409910362541 211.96906 30.699818 11.627487  87.23222 45.917446 104.58982 0 0
1409910362586 214.74512 32.184246 12.693151  88.84978 45.75982 104.885544 0 0
1409910362657 214.74419 32.1678 12.6947  88.84187 45.76487 104.887474 0 0
1409910362712 214.53802 32.03672 12.69332  88.71811 45.797264 104.86656 0 0
1409910362810 214.65958 32.07922 12.69444  88.77431 45.78401 104.88552 0 0
1409910362833 215.10141 32.381382 12.759623  89.05404 45.71836 104.925316 0 0
1409910362928 215.35152 32.58922 12.771263  89.230415 45.674454 104.9387 0 0
1409910362970 215.6552 32.824753 12.825495  89.43619 45.63263 104.96136 0 0
1409910363073 215.80753 32.956875 12.843776  89.547874 45.601772 104.96875 0 0
1409910363131 216.32692 33.359478 12.771992  89.89715 45.514687 105.00411 0 0
1409910363142 216.58118 33.545444 12.810821  90.060585 45.47487 105.02604 0 0
1409910363187 216.65451 33.629337 12.814674  90.12434 45.45586 105.02573 0 0
1409910363255 216.97319 33.87392 12.874401  90.34187 45.414505 105.05164 0 0
1409910363326 217.28156 34.125572 12.876953  90.555534 45.356537 105.0756 0 0
1409910363373 215.63979 33.126667 12.580065  89.571175 45.553307 104.90224 0 0
1409910363505 214.1282 31.89104 12.687435  88.52841 45.83802 104.80312 0 0
1409910363552 214.32666 31.810274 12.780664  88.55539 45.857033 104.85836 0 0
1409910363623 214.55779 31.97056 12.834023  88.70845 45.83216 104.87653 0 0
1409910363684 214.30302 31.7997 12.76914  88.5441 45.858387 104.855415 0 0
1409910363776 213.96576 31.540012 12.723034  88.31333 45.9119 104.83151 0 0
1409910363796 214.42056 31.845247 12.7940235  88.603386 45.848385 104.87063 0 0
1409910363894 214.77432 32.09702 12.836758  88.82797 45.796352 104.90065 0 0
1409910363936 215.12428 32.386864 12.892643  89.07767 45.74169 104.92141 0 0
1409910363986 215.21133 32.46784 12.891693  89.13819 45.726147 104.925835 0 0
1409910364067 215.33084 32.573112 12.892175  89.22267 45.70107 104.93177 0 0
1409910364153 215.6969 32.85923 12.942513  89.47391 45.639793 104.95445 0 0
1409910364173 216.15942 33.198475 12.686302  89.75707 45.527916 104.99812 0 0
1409910364269 215.99907 33.118164 12.640052  89.670456 45.54203 104.97745 0 0
1409910364296 212.78224 30.911575 12.267747  87.63311 45.999584 104.703415 0 0
1409910364401 212.77867 30.780378 12.160925  87.55913 45.99357 104.72761 0 0
1409910364471 213.39833 31.143698 12.241015  87.919815 45.914505 104.7919 0 0
1409910364511 213.37567 31.187435 12.2501955  87.9331 45.92039 104.778305 0 0
1409910364597 213.09837 31.01707 12.168906  87.76942 45.946354 104.7507 0 0
1409910364661 213.2061 31.036837 12.214206  87.80962 45.944244 104.771095 0 0
1409910364733 213.61818 31.294374 12.271263  88.05858 45.89081 104.81097 0 0
1409910364763 214.10445 31.681225 12.36444  88.39429 45.821877 104.84078 0 0
1409910364853 214.21777 31.781433 12.364571  88.47544 45.801746 104.84815 0 0
1409910364919 214.56071 32.05888 12.434232  88.71695 45.747345 104.86758 0 0
1409910364922 214.6974 32.147915 12.461445  88.80244 45.73242 104.87935 0 0
1409910365016 214.82808 32.237213 12.460963  88.88177 45.710106 104.89208 0 0
1409910365042 215.23149 32.53539 12.566341  89.15327 45.658543 104.92125 0 0
1409910365118 215.55171 32.741314 12.59901  89.34941 45.610756 104.95242 0 0
1409910365197 214.80806 32.38755 12.458737  88.95344 45.685886 104.85974 0 0
1409910365283 211.73804 30.197435 11.969922  86.9694 46.114452 104.61477 0 0
1409910365312 214.2479 31.290274 13.1536455  88.31534 46.04729 104.91927 0 0
1409910365432 214.31345 31.326954 13.018776  88.34051 46.0137 104.932106 0 0
1409910365478 214.26985 31.283152 13.028567  88.307945 46.02797 104.9293 0 0
1409910365601 214.069 31.13746 12.963294  88.173035 46.048542 104.91391 0 0
1409910365624 214.64252 31.524778 13.094857  88.538635 45.97797 104.96435 0 0
1409910365669 214.7758 31.60918 13.0620575  88.615875 45.94732 104.97854 0 0
1409910365742 215.10329 31.882475 13.07599  88.84176 45.88729 105.002556 0 0
1409910365789 215.30487 32.032383 13.117201  88.9794 45.86034 105.01732 0 0
1409910365867 215.4926 32.198776 13.153802  89.11763 45.828983 105.02651 0 0
1409910365921 215.90565 32.507656 13.2105465  89.38906 45.76578 105.059326 0 0
1409910365988 216.28374 32.772526 13.314023  89.6372 45.723125 105.0899 0 0
1409910366072 216.4881 32.96603 13.2406645  89.79647 45.678673 105.10271 0 0
1409910366113 213.45045 30.934687 12.642044  87.875626 46.06211 104.82479 0 0
1409910366253 212.86159 30.431667 12.5442705  87.442314 46.157135 104.79531 0 0
1409910366311 213.24039 30.52802 12.504414  87.59759 46.123646 104.85729 0 0
1409910366368 213.17648 30.49401 12.480807  87.565056 46.12888 104.848045 0 0
1409910366484 212.9197 30.343437 12.417695  87.4131 46.15393 104.823 0 0
1409910366513 213.3908 30.62121 12.503307  87.68885 46.100468 104.87185 0 0
1409910366620 213.69531 30.84914 12.535182  87.8872 46.053566 104.89602 0 0
1409910366688 214.12904 31.211107 12.562422  88.197945 45.977135 104.9225 0 0
1409910366832 214.25389 31.291342 12.560117  88.27152 45.959637 104.93529 0 0
1409910366902 215.08754 31.93521 12.69642  88.83948 45.831432 104.99471 0 0
1409910366971 213.15907 30.767292 12.310678  87.68597 46.055233 104.80183 0 0
1409910367066 211.8815 29.79487 12.515938  86.85278 46.305443 104.70266 0 0
1409910367127 215.13382 31.454844 13.455364  88.67831 46.074116 105.06753 0 0
1409910367243 215.40967 31.662579 13.503932  88.86896 46.032215 105.0888 0 0
1409910367284 215.1113 31.508984 13.46681  88.70082 46.066093 105.05334 0 0
1409910367398 215.38988 31.683372 13.471537  88.86768 46.02081 105.0838 0 0
1409910367459 216.17688 32.30594 13.65832  89.42371 45.91354 105.14304 0 0
1409910367549 216.412 32.50854 13.694557  89.594215 45.87268 105.1575 0 0
1409910367610 216.738 32.808243 13.609271  89.84217 45.801434 105.17674 0 0
1409910367742 216.91579 32.973007 13.637122  89.97765 45.77185 105.18568 0 0
1409910367822 216.83086 33.143333 13.566653  90.027275 45.734947 105.13711 0 0
1409910367873 214.04863 31.11668 13.218658  88.190636 46.13844 104.901825 0 0
1409910367988 214.02386 30.992903 13.244532  88.12152 46.16453 104.9174 0 0
1409910368049 214.21313 31.10927 13.275925  88.234924 46.141693 104.93654 0 0
1409910368119 214.21294 31.14134 13.298203  88.25194 46.14276 104.93081 0 0
1409910368270 214.10065 31.076992 13.258529  88.185844 46.14927 104.91911 0 0
1409910368303 214.97682 31.704752 13.449596  88.7668 46.03526 104.993126 0 0
1409910368401 215.13686 31.853777 13.4516535  88.884125 46.00026 105.002266 0 0
1409910368455 215.4583 32.16982 13.44069  89.13335 45.93034 105.01732 0 0
1409910368576 215.61168 32.269543 13.498776  89.229324 45.91669 105.0306 0 0
1409910368643 216.31122 32.854347 13.589844  89.73027 45.79435 105.07503 0 0
1409910368704 216.67154 33.154972 13.668724  89.98849 45.7431 105.09487 0 0
1409910368827 215.13853 32.260937 13.345339  89.08151 45.91091 104.93203 0 0
1409910368865 213.40541 30.83983 13.00073  87.8542 46.178074 104.820496 0 0
1409910368975 213.44562 30.837643 13.04655  87.86885 46.187317 104.82831 0 0
1409910369023 213.51712 30.878086 12.990704  87.90603 46.166225 104.83695 0 0
1409910369123 213.37613 30.82211 12.9845705  87.83625 46.18073 104.81755 0 0
1409910369245 213.7489 31.079153 13.078217  88.07908 46.138412 104.84849 0 0
1409910369278 214.40764 31.594675 13.160039  88.52768 46.03146 104.8982 0 0
1409910369427 214.45651 31.653269 13.131562  88.56956 46.012447 104.89797 0 0
1409910369528 215.11946 32.2137 13.241589  89.04592 45.90586 104.93672 0 0
1409910369628 215.70714 32.681274 13.322162  89.44404 45.8118 104.9763 0 0
1409910369679 215.25734 32.53685 13.078763  89.234856 45.81901 104.91117 0 0
1409910369792 213.63548 31.474531 12.771719  88.21936 46.02307 104.76437 0 0
1409910369827 213.11661 30.8166 13.168099  87.7706 46.212395 104.76263 0 0
1409910369914 213.24028 30.887747 13.191914  87.84276 46.2006 104.7751 0 0
1409910369986 213.25075 30.983906 12.826393  87.867134 46.12802 104.76865 0 0
1409910370024 213.04448 30.848646 12.771484  87.73706 46.150364 104.750885 0 0
1409910370122 213.08688 30.846785 12.913125  87.76363 46.17604 104.75516 0 0
1409910370212 213.77982 31.31401 13.0125  88.19272 46.070236 104.82107 0 0
1409910370252 214.21788 31.671783 13.122669  88.50335 46.012474 104.84599 0 0
1409910370360 214.44377 31.834023 13.161289  88.64969 45.980392 104.86354 0 0
1409910370428 214.74689 32.051014 13.212578  88.84978 45.93599 104.888855 0 0
1409910370530 215.01901 32.275585 13.242305  89.03801 45.88953 104.90411 0 0
1409910370573 214.15807 31.845846 13.06875  88.562096 45.975834 104.801094 0 0
1409910370706 212.12852 30.386953 12.648034  87.2362 46.24276 104.64398 0 0
1409910370750 214.78902 31.67246 14.011276  88.75629 46.177395 104.939606 0 0
1409910370811 214.99138 31.759895 13.959701  88.85749 46.156693 104.97177 0 0
1409910370917 215.0357 31.785442 14.016355  88.88522 46.16078 104.97643 0 0
1409910371006 214.82338 31.581081 13.916107  88.71387 46.182343 104.96706 0 0
1409910371039 215.3426 31.96039 14.013268  89.05806 46.114635 105.01237 0 0
1409910371151 215.41254 32.039543 14.017774  89.11745 46.09659 105.01102 0 0
1409910371178 215.89458 32.451836 14.046145  89.461845 46.00362 105.043335 0 0
1409910371313 216.00989 32.52176 14.058867  89.52926 45.989063 105.055756 0 0
1409910371352 216.76201 33.104908 14.037356  90.04302 45.85943 105.11516 0 0
1409910371391 217.0638 33.33858 14.075781  90.24934 45.808178 105.13784 0 0
1409910371454 217.23512 33.470417 14.141003  90.37341 45.792866 105.14927 0 0
1409910371576 217.53876 33.733646 14.212421  90.59515 45.74875 105.16448 0 0
1409910371602 215.27094 32.264713 13.696381  89.16966 46.01406 104.94789 0 0
1409910371644 214.41367 31.503841 13.551067  88.53501 46.156067 104.90081 0 0
1409910371725 214.27687 31.299921 13.559427  88.39289 46.19945 104.90526 0 0
1409910371817 214.47594 31.392735 13.607187  88.49814 46.182007 104.931305 0 0
1409910371871 214.73761 31.587486 13.69418  88.6751 46.15331 104.951225 0 0
1409910372011 214.61456 31.503736 13.656784  88.59587 46.16469 104.93925 0 0
1409910372060 215.2493 31.927473 13.785833  88.997055 46.0844 105.000496 0 0
1409910372116 215.62646 32.200886 13.820481  89.241394 46.022213 105.032814 0 0
1409910372256 215.93483 32.443268 13.86974  89.4548 45.97591 105.05594 0 0
1409910372320 216.47563 32.929024 13.89138  89.86868 45.882996 105.084274 0 0
1409910372420 216.86919 33.23866 13.948268  90.13908 45.818386 105.11195 0 0
1409910372502 217.42787 33.70961 14.027774  90.540596 45.72672 105.14654 0 0
1409910372588 217.81927 34.12732 14.072461  90.85884 45.64794 105.155365 0 0
1409910372666 215.08374 32.17729 13.508268  89.059494 46.00547 104.92659 0 0
1409910372796 215.05237 31.915924 13.850781  88.938866 46.10026 104.96175 0 0
1409910372857 215.50443 32.23267 13.991575  89.23919 46.05232 104.99901 0 0
1409910372943 215.32542 32.121704 13.964453  89.13035 46.07831 104.98005 0 0
1409910373029 215.46666 32.18376 13.945013  89.19937 46.051952 105.0 0 0
1409910373137 216.09525 32.638634 14.060247  89.61678 45.959194 105.05604 0 0
1409910373151 216.69597 33.149765 14.042149  90.03906 45.848854 105.087944 0 0
1409910373272 216.83391 33.253944 14.041485  90.12808 45.823593 105.09875 0 0
1409910373326 217.43579 33.788517 14.104154  90.566956 45.71417 105.133804 0 0
1409910373480 217.77798 34.073112 14.172266  90.81453 45.664375 105.157555 0 0
1409910373507 216.03543 32.952213 13.826575  89.73137 45.87724 104.98266 0 0
1409910373568 215.51114 32.448437 13.77181  89.33135 45.976772 104.963 0 0
1409910373670 215.72394 32.514206 13.971367  89.43642 45.979347 104.997475 0 0
1409910373752 216.33359 32.96547 13.989622  89.82779 45.886616 105.04505 0 0
1409910373864 216.34157 33.06978 13.96336  89.88119 45.862083 105.02604 0 0
1409910373904 216.67229 33.299973 14.019518  90.09423 45.81763 105.05331 0 0
1409910374009 217.12575 33.644505 14.094701  90.407646 45.75281 105.08974 0 0
1409910374108 217.74265 34.147175 14.1829815  90.84814 45.651093 105.13359 0 0
1409910374150 218.17621 34.551575 14.279792  91.190186 45.57948 105.15885 0 0
1409910374264 218.41861 34.781773 14.276927  91.37931 45.52638 105.174194 0 0
1409910374309 218.93481 35.270874 14.349987  91.78155 45.427525 105.206696 0 0
1409910374409 219.11803 35.449726 14.385651  91.929886 45.393673 105.218956 0 0
1409910374528 216.70973 33.74237 13.859766  90.32315 45.704556 104.98961 0 0
1409910374576 217.14133 33.85897 14.001159  90.51997 45.687996 105.065025 0 0
1409910374677 217.33168 33.988827 14.067005  90.64251 45.67 105.08143 0 0
1409910374722 217.29659 33.997696 14.046901  90.63345 45.668335 105.070755 0 0
1409910374811 217.40735 34.067513 14.077435  90.70616 45.65586 105.08143 0 0
1409910374874 217.87665 34.43776 14.085495  91.022575 45.56776 105.12216 0 0
1409910374975 218.37074 34.841457 14.226445  91.387344 45.50362 105.15784 0 0
1409910375073 218.8738 35.264973 14.214323  91.75402 45.405495 105.19935 0 0
1409910375101 219.16649 35.55163 14.276445  91.98983 45.355236 105.21526 0 0
1409910375214 219.24348 35.61793 14.257513  92.043945 45.33534 105.22109 0 0
1409910375272 217.49551 34.619286 13.417761  90.932175 45.383022 105.02448 0 0
1409910375372 217.42894 34.65746 13.3057165  90.924065 45.369507 105.00495 0 0
1409910375444 214.94098 32.806732 12.835769  89.244194 45.717525 104.80036 0 0
1409910375535 215.28773 32.889297 12.9036455  89.39009 45.699688 104.85779 0 0
1409910375633 215.51007 33.05336 12.9555855  89.53991 45.669453 104.87505 0 0
1409910375685 215.27383 32.885677 12.894727  89.38439 45.69711 104.855576 0 0
1409910375786 215.37476 32.944206 12.863997  89.439476 45.674816 104.86752 0 0
1409910375915 215.91641 33.354794 12.954974  89.80344 45.59388 104.909424 0 0
1409910375918 216.2386 33.660793 12.915482  90.0454 45.522995 104.924065 0 0
1409910376003 216.25261 33.68599 12.907878  90.06328 45.51836 104.92292 0 0
1409910376068 216.64787 34.008255 12.957865  90.338295 45.45294 104.95164 0 0
1409910376157 216.96236 34.281174 13.001953  90.570015 45.401302 104.97273 0 0
1409910376198 217.27881 34.54586 13.048776  90.79999 45.346874 104.99479 0 0
1409910376308 215.59914 33.467617 12.754024  89.761406 45.561043 104.82505 0 0
1409910376380 215.12822 32.888725 12.79056  89.34113 45.685913 104.825676 0 0
1409910376500 215.47633 33.138817 12.833607  89.563896 45.63 104.85442 0 0
1409910376545 215.4368 33.13906 12.772148  89.55073 45.620026 104.845726 0 0
1409910376683 215.59685 33.264713 12.773672  89.65859 45.59646 104.86065 0 0
1409910376724 216.42793 33.895702 12.921302  90.22142 45.47078 104.92492 0 0
1409910376822 216.46974 33.973293 12.915873  90.27211 45.455418 104.92127 0 0
1409910376888 216.76869 34.29306 12.93944  90.5216 45.39172 104.93149 0 0
1409910376981 217.05223 34.539505 12.958177  90.72791 45.337814 104.95075 0 0
1409910377065 217.2945 34.772385 12.983177  90.916435 45.28737 104.961876 0 0
1409910377189 216.873 34.656433 12.862422  90.73089 45.30914 104.89247 0 0
1409910377243 215.20023 33.17897 12.735495  89.5003 45.606953 104.792656 0 0
1409910377351 215.55823 33.395157 12.801067  89.71324 45.56388 104.828804 0 0
1409910377416 215.71194 33.52669 12.760208  89.81689 45.52875 104.83997 0 0
1409910377509 215.64354 33.479637 12.759766  89.77578 45.54169 104.832184 0 0
1409910377558 216.00385 33.729324 12.774258  89.99935 45.47904 104.86761 0 0
1409910377674 216.3452 33.99275 12.879869  90.23572 45.44297 104.894325 0 0
1409910377776 216.77586 34.430065 12.924662  90.58336 45.351276 104.90955 0 0
1409910377856 217.11142 34.754765 13.033489  90.85326 45.306484 104.92237 0 0
1409910377959 217.3545 34.989334 13.065899  91.04354 45.261173 104.932526 0 0
1409910378031 216.34279 34.43245 12.783607  90.45115 45.347343 104.81628 0 0
1409910378129 215.5128 33.652355 12.684961  89.82285 45.505573 104.77594 0 0
1409910378225 216.00238 33.863293 12.802539  90.07169 45.465702 104.84305 0 0
1409910378317 216.2095 34.029583 12.835651  90.21578 45.433567 104.857994 0 0
1409910378369 216.04489 33.929413 12.769492  90.11599 45.446198 104.84125 0 0
1409910378481 216.24248 34.039387 12.828516  90.23124 45.428905 104.86391 0 0
1409910378536 216.8299 34.58535 12.93862  90.67812 45.328594 104.8925 0 0
1409910378575 216.99713 34.778477 12.939805  90.82361 45.287525 104.89542 0 0
1409910378709 217.03873 34.801537 12.94414  90.84931 45.282394 104.89873 0 0
1409910378741 217.70097 35.397552 13.033112  91.35318 45.16383 104.94063 0 0
1409910378825 217.87065 35.55254 13.081862  91.48305 45.140415 104.947815 0 0
1409910378904 216.146 34.316914 12.754141  90.33861 45.376225 104.79341 0 0
1409910379021 216.20001 34.158672 12.754948  90.2718 45.391693 104.83669 0 0
1409910379057 216.70285 34.53534 12.852083  90.61105 45.323986 104.87703 0 0
1409910379176 216.55977 34.459885 12.826693  90.531395 45.341328 104.85812 0 0
1409910379228 216.66345 34.57056 12.844779  90.61761 45.32177 104.85922 0 0
1409910379314 216.921 34.745285 12.90625  90.78362 45.290287 104.88482 0 0
1409910379395 217.30278 35.06638 12.932539  91.05405 45.218853 104.91 0 0
1409910379522 217.4393 35.21689 12.9566145  91.174934 45.19276 104.91294 0 0
1409910379554 217.76408 35.57353 12.963112  91.44517 45.117657 104.919014 0 0
1409910379653 217.91231 35.736862 12.982891  91.56258 45.088932 104.91763 0 0
1409910379711 218.15767 36.03526 13.233385  91.8106 45.06271 104.92362 0 0
1409910379796 217.07562 35.326626 13.000742  91.125534 45.188126 104.81409 0 0
1409910379881 216.14598 34.345444 12.655937  90.34817 45.346718 104.794716 0 0
1409910379979 216.43881 34.48043 12.700299  90.501045 45.31716 104.83378 0 0
1409910380023 216.52515 34.487316 12.752266  90.53324 45.32125 104.84943 0 0
1409910380155 216.39755 34.41327 12.696614  90.452644 45.32643 104.83693 0 0
1409910380182 216.60107 34.50751 12.779622  90.566055 45.323334 104.86177 0 0
1409910380284 216.73863 34.639217 12.774283  90.67053 45.287918 104.86925 0 0
1409910380337 216.96916 34.874557 12.777669  90.85245 45.234035 104.87875 0 0
1409910380442 217.07027 34.97857 12.825156  90.94135 45.22544 104.88101 0 0
1409910380516 217.38292 35.264194 12.859544  91.17957 45.16909 104.89948 0 0
1409910380593 217.71216 35.542774 12.890742  91.41832 45.108253 104.92453 0 0
1409910380706 218.00719 35.815872 12.937122  91.64943 45.053776 104.94122 0 0
1409910380778 215.96524 34.295376 12.341979  90.24541 45.31164 104.77154 0 0
1409910380848 215.76051 33.928764 12.333607  90.004295 45.3819 104.78974 0 0
1409910380941 215.90434 33.974335 12.36362  90.06927 45.370598 104.81226 0 0
1409910380986 216.0339 34.005352 12.403373  90.12329 45.368202 104.83341 0 0
1409910381109 215.8769 33.895298 12.373125  90.02159 45.389923 104.81862 0 0
1409910381164 216.02087 33.949688 12.421276  90.0938 45.382786 104.83888 0 0
1409910381292 216.21678 34.082565 12.454362  90.21767 45.354897 104.857605 0 0
1409910381349 216.54466 34.409233 12.473034  90.47654 45.288254 104.8717 0 0
1409910381457 216.68239 34.528553 12.514935  90.57685 45.27151 104.88044 0 0
1409910381492 217.02722 34.835247 12.563164  90.83207 45.207916 104.90148 0 0
1409910381599 217.08441 34.900677 12.548216  90.878685 45.192814 104.90302 0 0
1409910381668 217.3455 35.15177 12.603437  91.0871 45.147552 104.91474 0 0
1409910381747 216.76688 34.845116 12.505547  90.75923 45.214012 104.842995 0 0
1409910381880 215.27574 33.48534 12.255703  89.64068 45.469036 104.76362 0 0
1409910381919 215.67139 33.610962 12.275312  89.815926 45.432526 104.82586 0 0
1409910382033 215.6653 33.628567 12.300039  89.825714 45.44 104.82068 0 0
1409910382109 215.16376 33.3131 12.127161  89.513115 45.481823 104.77219 0 0
1409910382212 215.27425 33.37548 12.14112  89.578674 45.46513 104.784454 0 0
1409910382272 215.84776 33.85526 12.241953  89.985374 45.379246 104.8207 0 0
1409910382389 216.05743 34.03116 12.46276  90.14142 45.369244 104.82956 0 0
1409910382435 216.48859 34.371223 12.558099  90.43995 45.31508 104.86109 0 0
1409910382542 216.71455 34.53414 12.582435  90.58824 45.282475 104.881744 0 0
1409910382602 217.07295 34.812786 12.666575  90.832016 45.233253 104.90885 0 0
1409910382692 215.23892 33.500546 12.30737  89.63676 45.472397 104.75169 0 0
1409910382745 214.81465 32.910458 12.270482  89.2243 45.59232 104.765236 0 0
1409910382888 215.06311 33.02655 12.350833  89.35741 45.575832 104.79539 0 0
1409910382942 215.01678 32.997578 12.3022  89.32689 45.57281 104.79224 0 0
1409910382993 214.93993 32.892124 12.3010025  89.251366 45.590652 104.7945 0 0
1409910383126 215.09944 32.995533 12.369349  89.35407 45.58604 104.80789 0 0
1409910383160 215.64438 33.390194 12.459636  89.70923 45.50771 104.8518 0 0
1409910383204 215.6671 33.454075 12.468881  89.7488 45.496017 104.84521 0 0
1409910383315 215.76057 33.53452 12.4716015  89.81488 45.475964 104.850655 0 0
1409910383360 216.12721 33.810455 12.472253  90.05285 45.412476 104.882164 0 0
1409910383449 216.26962 33.92228 12.533021  90.1554 45.397682 104.89047 0 0
1409910383524 216.83177 34.403843 12.644649  90.56151 45.3132 104.92617 0 0
1409910383631 216.7563 34.405796 12.626068  90.54031 45.317345 104.90979 0 0
1409910383677 214.3117 32.346912 12.122474  88.7884 45.68677 104.762474 0 0
1409910383803 214.49774 32.43 12.1825  88.88677 45.67401 104.786354 0 0
1409910383852 214.6745 32.543777 12.202162  88.99283 45.64703 104.8036 0 0
1409910383950 214.42386 32.341927 12.152617  88.81779 45.68401 104.78836 0 0
1409910384022 214.56973 32.40251 12.199023  88.89365 45.681797 104.80539 0 0
1409910384109 214.87215 32.638462 12.253659  89.09948 45.633488 104.82531 0 0
1409910384170 215.24171 32.922825 12.363672  89.35781 45.591145 104.84898 0 0
1409910384285 215.3974 33.089832 12.35194  89.48164 45.551197 104.85388 0 0
1409910384383 215.7996 33.38526 12.397917  89.74344 45.487267 104.887344 0 0
1409910384424 216.27213 33.769585 12.453138  90.076706 45.41776 104.91802 0 0
1409910384556 216.48474 33.949413 12.515234  90.231094 45.3894 104.93091 0 0
1409910384572 213.96152 31.9728 12.31  88.50741 45.802345 104.75219 0 0
1409910384677 214.09937 31.952564 12.356263  88.54026 45.805077 104.78615 0 0
1409910384748 214.56415 32.219322 12.4672  88.809456 45.7588 104.83271 0 0
1409910384788 214.55785 32.196835 12.484896  88.80051 45.767082 104.83489 0 0
1409910384897 214.233 31.959597 12.446015  88.58662 45.816093 104.81026 0 0
1409910384967 214.60663 32.14896 12.511472  88.79103 45.77893 104.85453 0 0
1409910385067 214.92087 32.387394 12.560742  89.00324 45.732918 104.87649 0 0
1409910385139 215.29387 32.705666 12.598685  89.26902 45.663776 104.89687 0 0
1409910385196 215.55676 32.90215 12.64642  89.4469 45.623985 104.91547 0 0
1409910385298 215.76598 33.037136 12.683177  89.57831 45.59974 104.934975 0 0
1409910385348 215.4772 32.932007 12.5490885  89.4372 45.61143 104.894196 0 0
1409910385468 214.20174 31.970873 12.335951  88.57564 45.80164 104.80279 0 0
1409910385508 213.7842 31.327057 12.488412  88.145546 45.95245 104.82857 0 0
1409910385616 213.95572 31.435768 12.513177  88.25319 45.935623 104.844376 0 0
1409910385667 213.7788 31.334518 12.479362  88.14824 45.950497 104.82669 0 0
1409910385769 213.7373 31.296837 12.476862  88.119286 45.960728 104.823616 0 0
1409910385809 214.25562 31.612656 12.5874605  88.429756 45.89784 104.87518 0 0
1409910385911 214.46063 31.773476 12.626628  88.571976 45.870754 104.888985 0 0
1409910385954 214.93192 32.131603 12.719323  88.89193 45.80521 104.92281 0 0
1409910386043 215.14801 32.27862 12.785886  89.03345 45.784035 104.94102 0 0
1409910386107 215.50154 32.54482 12.800274  89.266136 45.717422 104.96792 0 0
1409910386205 215.76744 32.74306 12.880182  89.44872 45.688175 104.98604 0 0
1409910386315 216.07326 33.01517 12.9479685  89.67525 45.635963 105.00055 0 0
1409910386384 213.3746 30.96009 12.204544  87.83107 45.99711 104.81425 0 0
1409910386475 213.46936 30.91297 12.3687105  87.858215 46.0269 104.836044 0 0
1409910386520 213.65111 31.044806 12.392643  87.978 45.999504 104.85003 0 0
