时间截 R分量 G分量 B分量  Y分量 U分量 V分量 脉搏 血氧
1409927225330 215.93852 34.27061 21.409414  91.22354 47.56297 104.39 0 0
1409927225349 216.10484 34.38069 21.490572  91.33369 47.551876 104.40401 0 0
1409927225418 216.20471 34.457043 21.46552  91.39318 47.525887 104.41391 0 0
1409927225480 216.03378 34.411366 21.466536  91.31749 47.531666 104.38633 0 0
1409927225486 215.87123 34.327293 21.430756  91.23082 47.55065 104.36771 0 0
1409927225521 215.44003 34.129726 21.196575  90.99271 47.563488 104.31823 0 0
1409927225589 214.5226 33.578136 21.091276  90.458984 47.68784 104.22419 0 0
1409927225594 213.13222 32.613647 20.751198  89.56692 47.85125 104.11247 0 0
1409927225646 213.04819 32.517147 20.784636  89.50033 47.879738 104.11042 0 0
1409927225660 213.53189 32.713036 20.803385  89.72596 47.81901 104.17685 0 0
1409927225668 213.89757 32.892395 21.060377  89.94417 47.818386 104.21149 0 0
1409927225728 214.0038 32.9703 21.030664  90.00806 47.790287 104.22276 0 0
1409927225738 214.75275 33.398567 21.190079  90.437874 47.713593 104.29995 0 0
1409927225759 214.90492 33.522305 21.269714  90.551056 47.70107 104.30828 0 0
1409927225808 214.95285 33.61715 21.236536  90.60724 47.674217 104.3038 0 0
1409927225823 214.85625 33.580154 21.197004  90.55823 47.67862 104.29198 0 0
1409927225880 214.71724 33.48328 21.148165  90.46784 47.692657 104.280106 0 0
1409927225912 214.84111 33.49603 21.242018  90.51767 47.703022 104.3006 0 0
1409927225920 215.00595 33.5694 21.245678  90.59724 47.68107 104.323204 0 0
1409927226003 215.26266 33.715168 21.26789  90.74279 47.642994 104.35055 0 0
1409927226098 215.91083 34.146107 21.41276  91.14966 47.56966 104.40997 0 0
1409927226147 216.46405 34.482918 21.507019  91.47538 47.501015 104.46503 0 0
1409927226216 216.71347 34.777397 21.335377  91.67523 47.41526 104.46797 0 0
1409927226228 213.64703 32.87875 20.962448  89.85401 47.802265 104.16922 0 0
1409927226298 213.20306 32.55375 20.848139  89.558136 47.856796 104.13643 0 0
1409927226327 213.75458 32.709023 20.98069  89.79668 47.825546 104.2201 0 0
1409927226450 214.0647 32.905506 21.049557  89.98336 47.78828 104.24948 0 0
1409927226485 215.04044 33.51978 21.288137  90.57914 47.685078 104.339455 0 0
1409927226498 214.82358 33.42768 21.267982  90.47153 47.708073 104.31068 0 0
1409927226558 214.70831 33.37853 21.233633  90.41467 47.71594 104.29568 0 0
1409927226565 214.78868 33.411366 21.284336  90.458046 47.715965 104.30422 0 0
1409927226726 214.97906 33.515247 21.314623  90.56255 47.694115 104.32654 0 0
1409927226790 215.80524 34.09012 21.523788  91.0975 47.59922 104.394066 0 0
1409927226833 216.0875 34.255352 21.577747  91.26128 47.56719 104.42359 0 0
1409927226845 215.63719 34.11013 21.524986  91.06394 47.6075 104.35521 0 0
1409927226945 214.78896 33.624466 21.28224  90.566666 47.682316 104.27003 0 0
1409927226996 212.7058 32.194504 20.837084  89.244514 47.946564 104.0957 0 0
1409927227005 213.4066 32.51919 20.752787  89.59253 47.850235 104.183464 0 0
1409927227027 213.79153 32.7266 20.879988  89.81176 47.822342 104.223854 0 0
1409927227069 214.14586 32.922604 20.930052  90.010155 47.781483 104.26273 0 0
1409927227087 215.11572 33.500546 21.027943  90.56989 47.6587 104.36479 0 0
1409927227139 215.20381 33.595093 21.072617  90.64716 47.649975 104.366325 0 0
1409927227192 215.03879 33.483295 21.035847  90.545525 47.6712 104.35099 0 0
1409927227205 214.92679 33.475574 20.976171  90.50224 47.664818 104.33271 0 0
1409927227296 214.95529 33.44288 20.97121  90.49145 47.665627 104.3437 0 0
1409927227297 215.31392 33.66293 21.086067  90.713356 47.632317 104.377655 0 0
1409927227364 215.44693 33.759804 21.145365  90.805244 47.624428 104.386116 0 0
1409927227455 215.79622 33.99264 21.224674  91.0244 47.582317 104.41721 0 0
1409927227457 216.03198 34.223843 21.215143  91.20473 47.528202 104.429085 0 0
1409927227474 216.0444 34.217304 21.276928  91.2103 47.54224 104.42935 0 0
1409927227564 215.89777 34.143215 21.220716  91.12866 47.55052 104.41461 0 0
1409927227611 212.91516 32.379948 20.542408  89.37301 47.8694 104.11461 0 0
1409927227627 212.77113 32.133762 20.654713  89.21888 47.931225 104.12078 0 0
1409927227764 213.04906 32.24953 20.71353  89.3558 47.908413 104.156876 0 0
1409927227793 214.4595 33.095627 21.038633  90.18615 47.74552 104.29627 0 0
1409927227868 214.46782 33.14875 20.997812  90.21247 47.72904 104.29034 0 0
1409927227997 214.0631 32.930454 20.90935  89.984886 47.77013 104.24703 0 0
1409927228043 214.95062 33.425964 21.10319  90.491325 47.67721 104.34065 0 0
1409927228090 215.10889 33.50862 21.076458  90.57146 47.648308 104.35969 0 0
1409927228124 215.538 33.77035 21.167135  90.8249 47.59875 104.403076 0 0
1409927228237 215.5797 33.798607 21.133425  90.84639 47.587032 104.407684 0 0
1409927228288 212.52567 31.908241 20.631523  89.0341 47.96164 104.11086 0 0
1409927228336 213.19087 32.218006 20.804935  89.383995 47.90591 104.19047 0 0
1409927228338 213.63075 32.472225 20.85832  89.633514 47.849712 104.23675 0 0
1409927228355 214.05507 32.741276 20.939857  89.89224 47.797474 104.27685 0 0
1409927228481 214.43858 32.961014 20.995832  90.11086 47.75362 104.316956 0 0
1409927228542 215.27357 33.502773 21.12586  90.619934 47.655468 104.39328 0 0
1409927228582 215.35147 33.49013 21.1247  90.634544 47.65263 104.41148 0 0
1409927228606 215.6767 33.693996 21.19621  90.83133 47.614506 104.44378 0 0
1409927228711 215.84149 33.838425 21.237734  90.953415 47.591537 104.45268 0 0
1409927228783 216.52501 34.277576 21.3528  91.37236 47.502552 104.516716 0 0
1409927228830 216.0073 34.13469 21.127995  91.136 47.506668 104.44138 0 0
1409927228858 213.97629 33.01332 20.759531  89.99324 47.728127 104.22104 0 0
1409927228960 213.12189 32.43456 20.539766  89.45152 47.826042 104.15065 0 0
1409927229032 213.88718 32.55147 20.740482  89.73054 47.81005 104.28073 0 0
1409927229084 214.79298 33.10637 21.047266  90.283005 47.722214 104.36539 0 0
1409927229149 215.29636 33.44241 21.15496  90.59266 47.659584 104.40979 0 0
1409927229189 215.0155 33.33241 21.111301  90.458565 47.68789 104.37161 0 0
1409927229226 215.04407 33.358334 21.107565  90.48172 47.681667 104.37237 0 0
1409927229233 215.12466 33.400703 21.079752  90.51883 47.6587 104.38414 0 0
1409927229340 215.29364 33.477238 21.131498  90.61148 47.65289 104.403465 0 0
1409927229468 216.17548 34.10193 21.301706  91.18042 47.535156 104.47732 0 0
1409927229610 215.93126 34.228672 21.0097  91.15805 47.480183 104.41177 0 0
1409927229708 213.44072 32.384193 20.443802  89.50264 47.80698 104.22459 0 0
1409927229823 215.47633 33.515015 21.145872  90.68358 47.642345 104.43245 0 0
1409927229930 215.11183 33.388527 21.112396  90.517914 47.673595 104.37961 0 0
1409927230056 215.57735 33.644688 21.162096  90.77843 47.616093 104.43107 0 0
1409927230145 216.32904 34.17008 21.272213  91.256195 47.508488 104.49646 0 0
1409927230283 214.0967 33.054245 20.654987  90.04463 47.693176 104.24128 0 0
1409927230368 214.04106 32.62 20.504478  89.79086 47.75039 104.30688 0 0
1409927230494 215.34224 33.40009 21.076315  90.57556 47.649452 104.42995 0 0
1409927230597 215.00644 33.29986 21.00961  90.43186 47.672863 104.379036 0 0
1409927230703 215.76353 33.74388 21.156536  90.87327 47.586563 104.45586 0 0
1409927230857 216.32893 34.17724 21.219805  91.24746 47.497448 104.50125 0 0
1409927230929 212.79079 31.926615 20.374102  89.085754 47.889038 104.17349 0 0
1409927231087 214.31967 32.688244 20.79384  89.92147 47.770287 104.34482 0 0
1409927231189 215.1895 33.36487 20.836393  90.49563 47.616512 104.41154 0 0
1409927231296 215.44182 33.50293 20.861954  90.63125 47.58323 104.4405 0 0
1409927231442 216.25562 33.981014 21.098894  91.11708 47.509193 104.52086 0 0
1409927231540 213.54594 32.410873 20.609337  89.55819 47.814842 104.2394 0 0
1409927231673 214.5485 32.73616 20.72198  90.00087 47.737682 104.387085 0 0
1409927231750 215.54524 33.479504 21.063528  90.66888 47.62164 104.45966 0 0
1409927231879 215.28206 33.31336 20.999752  90.51008 47.65052 104.43479 0 0
1409927232011 215.98647 33.743267 21.155325  90.92834 47.574142 104.502686 0 0
1409927232160 216.29434 34.04785 21.179817  91.16948 47.511353 104.515335 0 0
1409927232244 213.55464 32.112877 20.681562  89.41395 47.8731 104.29044 0 0
1409927232310 215.06241 33.040848 20.975325  90.30835 47.693203 104.437004 0 0
1409927232463 214.95828 33.0638 20.95474  90.293304 47.690834 104.41138 0 0
1409927232508 215.17397 33.17659 20.991276  90.40853 47.66818 104.43654 0 0
1409927232665 215.71251 33.516796 21.10078  90.73604 47.60737 104.48711 0 0
1409927232762 215.48354 33.55991 21.020845  90.68916 47.59518 104.43516 0 0
1409927232942 213.926 32.293503 20.542227  89.59263 47.811405 104.34159 0 0
1409927233058 215.20775 33.188046 20.980247  90.424675 47.661407 104.440056 0 0
1409927233170 215.19756 33.131718 20.986967  90.394 47.678074 104.44867 0 0
1409927233326 216.19069 33.77052 21.178072  91.00024 47.5562 104.54015 0 0
1409927233412 213.43274 32.138515 20.576366  89.38003 47.852943 104.265366 0 0
1409927233611 213.73383 32.13962 20.623411  89.47046 47.844845 104.32557 0 0
1409927233637 215.06845 33.054035 20.938126  90.315506 47.68409 104.436325 0 0
1409927233768 215.22377 33.125275 20.985468  90.3965 47.67508 104.455574 0 0
1409927233849 216.1309 33.712383 21.056147  90.941666 47.53948 104.54162 0 0
1409927233976 216.47836 33.978294 21.208124  91.185 47.509113 104.56451 0 0
1409927234065 216.08867 33.920143 20.974218  91.03328 47.49414 104.50018 0 0
1409927234212 213.53484 32.36888 20.291185  89.501976 47.763725 104.254715 0 0
1409927234333 215.50708 33.24557 20.920116  90.535965 47.639923 104.49237 0 0
1409927234388 214.62927 32.828777 20.659506  90.06626 47.705444 104.38972 0 0
1409927234571 214.41006 32.681473 20.613165  89.92689 47.731926 104.37198 0 0
1409927234627 215.93124 33.658726 20.942577  90.858025 47.55044 104.510544 0 0
1409927234749 216.03958 33.800037 20.93095  90.957344 47.52104 104.50974 0 0
1409927234849 212.97192 31.81474 20.26698  89.07223 47.884167 104.2336 0 0
1409927234993 214.31645 32.516785 20.670755  89.8169 47.76901 104.38068 0 0
1409927235049 214.61931 32.803593 20.699532  90.04721 47.712708 104.392654 0 0
1409927235221 214.82727 32.93294 20.70888  90.16946 47.67896 104.41388 0 0
1409927235286 216.20473 33.85557 21.03668  91.04166 47.518463 104.53203 0 0
1409927235428 216.52574 34.076096 21.12375  91.248764 47.478256 104.5592 0 0
1409927235520 213.06459 31.8175 20.282448  89.10012 47.87229 104.252525 0 0
1409927235671 214.55411 32.70788 20.533958  89.96753 47.693073 104.40117 0 0
1409927235745 214.24686 32.66492 20.631159  89.87163 47.728516 104.34344 0 0
1409927235883 214.47704 32.751316 20.70931  89.98475 47.717056 104.37198 0 0
1409927235949 215.56677 33.503918 20.91461  90.67202 47.577084 104.465416 0 0
1409927236076 215.29405 33.469803 20.824766  90.57664 47.579296 104.417816 0 0
1409927236189 213.27411 31.981653 20.338463  89.24038 47.852135 104.2657 0 0
1409927236303 214.66936 32.77215 20.660872  90.0435 47.703594 104.40867 0 0
1409927236379 214.5576 32.80358 20.610235  90.02333 47.69323 104.38252 0 0
1409927236534 214.67232 32.866577 20.55901  90.07949 47.66448 104.39823 0 0
1409927236599 215.5478 33.430847 20.742083  90.61345 47.55854 104.47745 0 0
1409927236760 215.57544 33.5365 20.80746  90.68065 47.557213 104.46352 0 0
1409927236822 212.88219 31.679453 20.220886  88.97822 47.900288 104.23933 0 0
1409927236960 216.56314 33.724113 21.430326  91.10561 47.608463 104.61614 0 0
1409927237035 216.36581 33.70974 21.353672  91.03236 47.603905 104.58107 0 0
1409927237124 216.77179 33.9106 21.48711  91.259476 47.573933 104.627686 0 0
1409927237238 217.42354 34.335793 21.698463  91.66845 47.503853 104.6856 0 0
1409927237313 216.61568 33.96521 21.559023  91.25384 47.58513 104.58299 0 0
1409927237478 214.69926 32.563164 21.143555  89.98467 47.836197 104.438255 0 0
1409927237532 216.87744 33.937252 21.618073  91.30737 47.580704 104.64273 0 0
1409927237712 216.50426 33.75129 21.43552  91.098816 47.595314 104.600624 0 0
1409927237779 216.55118 33.75112 21.465416  91.110374 47.593464 104.61086 0 0
1409927237901 217.11176 34.17943 21.585299  91.49248 47.51495 104.6512 0 0
1409927237938 214.30296 32.34465 20.808867  89.73611 47.827137 104.404816 0 0
1409927238077 214.40874 32.346653 20.839218  89.766975 47.825157 104.4263 0 0
1409927238136 216.45285 33.62814 21.385769  91.01264 47.61117 104.6138 0 0
1409927238303 216.27866 33.5816 21.295599  90.93293 47.61052 104.58867 0 0
1409927238324 217.03418 34.071144 21.471485  91.40057 47.525288 104.65636 0 0
1409927238440 217.39333 34.293476 21.617304  91.63301 47.497604 104.687996 0 0
1409927238555 217.75197 34.59379 21.616667  91.880035 47.428566 104.712265 0 0
1409927238671 214.67274 32.58547 20.93026  89.96667 47.790157 104.436226 0 0
1409927238828 216.10782 33.38236 21.3303  90.79573 47.657864 104.58518 0 0
1409927238942 216.00201 33.421535 21.292904  90.78409 47.64982 104.55646 0 0
1409927239062 216.76097 33.873722 21.486692  91.23688 47.573463 104.6318 0 0
1409927239181 217.19864 34.19763 21.777357  91.53906 47.538647 104.66169 0 0
1409927239271 214.21835 32.404583 20.97625  89.7547 47.834427 104.37271 0 0
1409927239455 214.9879 32.62337 20.966862  90.07796 47.772995 104.49409 0 0
1409927239569 215.96364 33.360767 21.175444  90.72604 47.64047 104.56479 0 0
1409927239668 216.23515 33.480495 21.228294  90.8653 47.61867 104.59826 0 0
1409927239872 216.95006 33.95775 21.390886  91.31427 47.531433 104.66138 0 0
1409927239970 214.23203 32.218685 20.710546  89.64586 47.82211 104.41557 0 0
1409927240140 216.03195 33.29168 21.186615  90.70948 47.64466 104.59039 0 0
1409927240260 216.20117 33.458256 21.251616  90.84436 47.62263 104.59427 0 0
1409927240392 217.14987 34.09081 21.497904  91.44642 47.515858 104.676956 0 0
1409927240476 216.65337 33.97401 21.366745  91.23983 47.53664 104.59747 0 0
1409927240689 214.48845 32.340103 20.93931  89.79271 47.834244 104.440414 0 0
1409927240889 216.48265 33.657356 21.391119  91.033005 47.599686 104.61604 0 0
1409927241009 217.10934 34.02655 21.470964  91.39864 47.51883 104.68214 0 0
1409927241173 217.62483 34.461628 21.58319  91.76749 47.442863 104.71198 0 0
1409927241360 215.24075 32.748543 21.197721  90.22566 47.77646 104.5188 0 0
1409927241440 216.5743 33.710964 21.412188  91.096344 47.594975 104.622444 0 0
1409927241629 216.87405 33.858868 21.383112  91.24569 47.55534 104.664215 0 0
1409927241727 217.43541 34.35017 21.700573  91.672775 47.495155 104.68721 0 0
1409927241871 214.4674 32.418335 21.003815  89.8301 47.835106 104.421616 0 0
1409927241995 216.046 33.307514 21.322227  90.73721 47.670834 104.58503 0 0
1409927242134 215.89647 33.311497 21.243855  90.690765 47.66086 104.55666 0 0
1409927242224 216.54498 33.710236 21.369896  91.07824 47.584297 104.61958 0 0
1409927242456 217.24702 34.165417 21.434856  91.5117 47.487003 104.6849 0 0
1409927242485 215.31938 32.777603 20.934832  90.24119 47.72151 104.53823 0 0
1409927242625 216.10077 33.2712 21.127552  90.71693 47.63578 104.61044 0 0
1409927242809 215.92572 33.252018 21.087996  90.65599 47.643906 104.57818 0 0
1409927242870 217.2362 34.117905 21.317709  91.461624 47.47284 104.69675 0 0
1409927242969 217.12935 34.10591 21.372408  91.43857 47.48479 104.67278 0 0
1409927243083 214.71338 32.409454 20.816301  89.88998 47.800156 104.47745 0 0
1409927243210 216.10194 33.179623 21.215963  90.68896 47.677658 104.62141 0 0
1409927243276 216.32195 33.481823 21.246431  90.89879 47.616486 104.61448 0 0
1409927243468 216.3365 33.451576 21.272474  90.887146 47.622215 104.62286 0 0
1409927243509 217.22397 34.08008 21.537579  91.46936 47.512474 104.69156 0 0
1409927243628 216.97307 34.000027 21.47103  91.356186 47.529556 104.65472 0 0
1409927243737 214.10063 32.046 20.728842  89.52465 47.86857 104.41891 0 0
1409927243851 215.9247 33.11487 21.184023  90.596 47.67979 104.59862 0 0
1409927243922 215.81554 33.15798 21.147722  90.58629 47.671486 104.568436 0 0
1409927244088 215.72186 33.06061 21.14103  90.514275 47.695026 104.5651 0 0
1409927244131 216.84483 33.812954 21.329765  91.20858 47.54703 104.66513 0 0
1409927244246 216.88849 33.84655 21.3356  91.235886 47.540363 104.669426 0 0
1409927244346 213.39769 31.675924 20.50513  89.13017 47.920025 104.345184 0 0
1409927244485 215.86511 33.00117 21.247305  90.526886 47.71055 104.603806 0 0
1409927244559 215.9414 33.172474 21.227982  90.63129 47.674168 104.58924 0 0
1409927244649 216.14449 33.259464 21.3019  90.73695 47.663723 104.6149 0 0
1409927244770 216.88133 33.765663 21.46832  91.2067 47.572395 104.67604 0 0
1409927244832 215.8812 33.35897 20.862188  90.67895 47.589634 104.557526 0 0
1409927244991 213.72424 31.857357 20.47125  89.3038 47.869843 104.382576 0 0
1409927245263 215.47066 32.776 21.12642  90.294754 47.74349 104.565155 0 0
1409927245398 215.88715 33.14371 21.251837  90.60595 47.684402 104.5826 0 0
1409927245482 215.13208 32.912174 21.006641  90.26485 47.715103 104.47237 0 0
1409927245648 212.9457 31.389597 20.452162  88.85626 47.976353 104.30198 0 0
1409927245665 215.49443 32.86215 21.0375  90.34031 47.71961 104.556435 0 0
1409927245827 215.52606 32.93738 21.082565  90.39418 47.71901 104.54787 0 0
1409927245898 215.69597 33.026066 21.078438  90.48117 47.693672 104.56805 0 0
1409927246014 216.20273 33.375782 21.159153  90.80089 47.62185 104.611176 0 0
1409927246125 215.83969 33.29142 21.085821  90.65704 47.6456 104.55154 0 0
1409927246240 213.35387 31.545626 20.54664  89.05906 47.95693 104.35578 0 0
1409927246284 215.72766 32.919647 21.050077  90.436264 47.70276 104.59336 0 0
1409927246487 216.02193 33.14643 21.096575  90.6327 47.66008 104.61398 0 0
1409927246530 216.09332 33.21242 21.084322  90.68534 47.641926 104.61815 0 0
1409927246710 216.47806 33.48689 21.16112  90.9312 47.59143 104.64927 0 0
1409927246735 213.39664 31.639414 20.451601  89.11004 47.914402 104.35154 0 0
1409927246874 213.1964 31.458841 20.421303  88.96156 47.950626 104.34222 0 0
1409927246922 215.53589 32.776615 20.91612  90.298225 47.707863 104.5838 0 0
1409927247098 215.76025 32.98457 20.945013  90.46442 47.668022 104.59336 0 0
1409927247147 215.97237 33.131004 21.011147  90.60246 47.64432 104.61096 0 0
1409927247275 216.40596 33.387512 21.067448  90.84861 47.58932 104.65594 0 0
1409927247389 215.94781 33.30345 20.965794  90.676926 47.611015 104.57638 0 0
1409927247524 213.94923 31.794973 20.681211  89.35284 47.90531 104.43391 0 0
1409927247586 215.88979 33.038906 21.134167  90.54405 47.69052 104.60503 0 0
1409927247802 215.52504 32.846756 20.979986  90.33426 47.711483 104.56818 0 0
1409927247830 216.60303 33.523712 21.216549  90.98841 47.58768 104.66802 0 0
1409927247966 216.8829 33.721653 21.287382  91.171616 47.55443 104.68997 0 0
1409927248051 213.28664 31.464466 20.58379  88.99786 47.96625 104.35729 0 0
1409927248200 214.01836 31.785938 20.753736  89.37148 47.915207 104.44823 0 0
1409927248268 214.83043 32.386707 20.934532  89.90819 47.80547 104.50516 0 0
1409927248458 214.76035 32.368282 20.891119  89.87857 47.807137 104.49453 0 0
1409927248479 215.81296 32.98771 21.17552  90.50221 47.701042 104.59698 0 0
1409927248603 215.89023 33.079506 21.187773  90.570335 47.684975 104.596535 0 0
1409927248704 213.00063 31.25621 20.562017  88.81585 48.025337 104.333305 0 0
1409927248829 214.25226 31.935625 20.895039  89.52528 47.90961 104.46484 0 0
1409927248883 214.70886 32.34982 20.615  89.83338 47.77185 104.49482 0 0
1409927249082 214.38048 32.115925 20.539597  89.61925 47.81216 104.47041 0 0
1409927249133 215.52304 32.84267 20.838306  90.32523 47.691483 104.57083 0 0
1409927249243 215.65712 32.965508 20.825468  90.41983 47.660652 104.577995 0 0
1409927249358 212.47746 31.070717 20.028658  88.52978 47.99026 104.276665 0 0
1409927249468 216.6909 33.26193 21.767292  90.92477 47.726486 104.7182 0 0
1409927249530 216.9878 33.5825 21.894558  91.17947 47.68307 104.72146 0 0
1409927249717 216.57443 33.296173 21.803555  90.91128 47.73091 104.68625 0 0
1409927249753 217.60233 33.954712 21.854206  91.533646 47.58013 104.784035 0 0
1409927249880 217.70929 34.07633 21.904726  91.63008 47.56534 104.78388 0 0
1409927249983 214.92583 32.257317 21.186068  89.88819 47.88565 104.541145 0 0
1409927250127 216.28824 33.12232 21.59422  90.732124 47.75112 104.660706 0 0
1409927250161 216.70564 33.475807 21.60539  91.031624 47.66104 104.686356 0 0
1409927250324 216.63934 33.413254 21.664063  90.9866 47.68974 104.68162 0 0
1409927250375 217.72818 34.12224 21.895235  91.66377 47.562866 104.78034 0 0
1409927250513 217.91862 34.277798 21.900156  91.78838 47.526848 104.79474 0 0
1409927250607 215.47234 32.754246 21.45677  90.31663 47.82573 104.55906 0 0
1409927250726 215.50357 32.626835 21.3406  90.24676 47.820652 104.59222 0 0
1409927250797 216.60533 33.36418 21.609922  90.94268 47.69146 104.684456 0 0
1409927250970 216.12093 33.095936 21.471445  90.66331 47.73396 104.63372 0 0
1409927251035 216.97095 33.608646 21.670483  91.1719 47.642265 104.717865 0 0
1409927251181 217.13109 33.767788 21.755833  91.296585 47.617058 104.72323 0 0
1409927251261 214.24551 31.947317 21.057512  89.53845 47.94771 104.45664 0 0
1409927251381 215.51602 32.647774 21.312473  90.259636 47.810677 104.59086 0 0
1409927251438 216.32147 33.20423 21.496784  90.77674 47.710598 104.65586 0 0
1409927251610 216.12479 33.078465 21.462786  90.654816 47.735832 104.63797 0 0
1409927251657 217.19908 33.734165 21.680038  91.30036 47.609608 104.74221 0 0
1409927251782 217.21245 33.752995 21.644844  91.31232 47.596172 104.74182 0 0
1409927251875 214.54155 32.15862 20.980482  89.7191 47.87242 104.48498 0 0
1409927252028 215.11324 32.292736 21.26504  89.963005 47.873413 104.57284 0 0
1409927252065 216.40225 33.1694 21.588177  90.7875 47.723568 104.67818 0 0
1409927252208 216.31895 33.133724 21.570976  90.74547 47.730103 104.66646 0 0
1409927252271 217.16571 33.62405 21.785963  91.24142 47.64586 104.75357 0 0
1409927252370 217.59299 33.930298 21.888594  91.51349 47.5844 104.78838 0 0
1409927252481 216.95955 33.674595 21.745794  91.19795 47.63099 104.704475 0 0
1409927252618 215.3518 32.408386 21.288647  90.086494 47.8525 104.601456 0 0
1409927252692 217.11119 33.528423 21.754648  91.17237 47.662186 104.75961 0 0
1409927252840 216.60406 33.268517 21.445143  90.88038 47.67724 104.70729 0 0
1409927252910 217.10118 33.546967 21.727526  91.178764 47.650833 104.754555 0 0
1409927253047 217.51173 33.830338 21.78078  91.43711 47.592396 104.790054 0 0
1409927253171 215.81255 32.893215 21.450937  90.475975 47.778854 104.60643 0 0
1409927253304 215.69518 32.604126 21.389778  90.28042 47.81237 104.638855 0 0
1409927253402 216.49318 33.150978 21.607578  90.79553 47.720417 104.70216 0 0
