时间截 R分量 G分量 B分量  Y分量 U分量 V分量 脉搏 血氧
1409927253486 216.48254 33.12151 21.600103  90.7802 47.728283 104.70443 0 0
1409927253603 217.05748 33.470104 21.7184  91.12147 47.657707 104.76107 0 0
1409927253673 217.84752 34.039272 21.769688  91.63461 47.538048 104.82409 0 0
1409927253863 215.72838 32.782005 21.281992  90.38093 47.763905 104.61435 0 0
1409927253908 216.77686 33.19134 21.645937  90.89943 47.707134 104.75328 0 0
1409927254028 216.8065 33.2997 21.670391  90.96728 47.694168 104.7387 0 0
1409927254133 216.73451 33.260456 21.625534  90.923386 47.697422 104.73148 0 0
1409927254270 217.78105 33.938595 21.914974  91.57982 47.58401 104.82339 0 0
1409927254315 216.96805 33.587032 21.576015  91.153854 47.623463 104.72341 0 0
1409927254486 215.21565 32.346107 21.185156  90.01076 47.850964 104.58724 0 0
1409927254533 216.96843 33.369843 21.650053  91.03983 47.671875 104.7619 0 0
1409927254662 216.92163 33.383934 21.642006  91.0325 47.673073 104.75065 0 0
1409927254761 216.77042 33.26 21.464037  90.91837 47.66758 104.74388 0 0
1409927254920 217.41022 33.683777 21.65418  91.32468 47.60315 104.79627 0 0
1409927255069 216.14386 33.031994 21.376276  90.6339 47.72633 104.65227 0 0
1409927255107 216.15268 32.811523 21.37293  90.50884 47.76099 104.69878 0 0
1409927255235 216.49744 33.02168 21.443632  90.71567 47.720547 104.732475 0 0
1409927255280 216.32378 32.995506 21.362343  90.64818 47.71521 104.701614 0 0
1409927255425 216.33884 32.983658 21.4094  90.65352 47.728127 104.70453 0 0
1409927255477 217.34291 33.62642 21.613985  91.26569 47.606407 104.797165 0 0
1409927255597 217.57709 33.814167 21.598112  91.429855 47.563644 104.811226 0 0
1409927255690 214.70483 31.896471 21.163933  89.63615 47.934296 104.562965 0 0
1409927255810 216.21654 32.78526 21.549257  90.52767 47.785442 104.710915 0 0
1409927255873 216.73782 33.155457 21.63431  90.867424 47.708725 104.75055 0 0
1409927256027 216.43494 32.98155 21.5797  90.69072 47.74651 104.72076 0 0
1409927256103 217.48772 33.682407 21.785833  91.34688 47.6125 104.81274 0 0
1409927256230 217.8009 33.949596 21.69879  91.57344 47.542866 104.83216 0 0
1409927256336 214.58562 31.843372 21.061108  89.57059 47.93289 104.549736 0 0
1409927256602 216.49608 32.999245 21.617096  90.721825 47.75573 104.72747 0 0
1409927256660 217.33578 33.581665 21.744831  91.25538 47.633984 104.798225 0 0
1409927256836 217.80981 33.898594 21.79043  91.55048 47.56357 104.840416 0 0
1409927256890 215.18639 32.20973 21.141132  89.92598 47.864895 104.60716 0 0
1409927257029 215.7583 32.494507 21.276915  90.23607 47.81427 104.67333 0 0
1409927257109 217.2903 33.519077 21.66246  91.20914 47.63797 104.80143 0 0
1409927257217 217.05957 33.383633 21.714987  91.08489 47.67875 104.77383 0 0
1409927257323 217.32239 33.53945 21.629389  91.21993 47.6231 104.80635 0 0
1409927257428 218.28613 34.170223 21.90211  91.8347 47.52461 104.88766 0 0
1409927257559 217.7598 33.93833 21.821796  91.568085 47.57815 104.82031 0 0
1409927257621 215.9975 32.622017 21.56707  90.38379 47.832996 104.69474 0 0
1409927257808 216.84306 33.131004 21.764492  90.88998 47.741848 104.77568 0 0
1409927257871 216.81902 33.19228 21.73711  90.91659 47.72052 104.75875 0 0
1409927257991 217.36752 33.54405 21.841497  91.25451 47.651043 104.80815 0 0
1409927258089 218.17934 34.101994 21.855312  91.7645 47.52914 104.8799 0 0
1409927258199 215.7724 32.662853 21.32901  90.33654 47.795834 104.64258 0 0
1409927258279 215.27113 32.1903 21.190756  89.940704 47.865288 104.627525 0 0
1409927258431 216.58519 32.98923 21.53224  90.72929 47.731823 104.75175 0 0
1409927258511 216.54637 33.05992 21.488646  90.75158 47.71302 104.73279 0 0
1409927258653 217.06734 33.377083 21.625938  91.06745 47.659348 104.7811 0 0
1409927258764 217.5379 33.725613 21.71582  91.3792 47.58474 104.816925 0 0
1409927258933 214.54108 31.760834 21.1559  89.5229 47.962708 104.553856 0 0
1409927259015 216.85378 33.171185 21.764465  90.90796 47.72599 104.7731 0 0
1409927259203 216.55225 33.025444 21.681236  90.74698 47.753384 104.73797 0 0
1409927259323 217.66483 33.698566 21.89763  91.4099 47.621925 104.84508 0 0
1409927259464 216.95755 33.37806 21.656706  91.03858 47.66383 104.75831 0 0
1409927259611 215.18642 32.06108 21.175638  89.85241 47.887264 104.63323 0 0
1409927259760 216.7836 33.13638 21.587252  90.86199 47.707344 104.76568 0 0
1409927259830 216.70575 33.073334 21.610899  90.81142 47.726772 104.76089 0 0
1409927260015 217.1167 33.32043 21.645586  91.05293 47.671616 104.800545 0 0
1409927260099 214.53018 31.736107 20.948881  89.493805 47.93573 104.56042 0 0
1409927260365 215.34598 32.134064 21.137604  89.93065 47.858387 104.65503 0 0
1409927260430 216.41002 32.8666 21.408295  90.61188 47.73513 104.73979 0 0
1409927260507 217.01064 33.26215 21.573633  90.98679 47.673855 104.79151 0 0
1409927260643 217.51067 33.602905 21.6525  91.302055 47.605835 104.83401 0 0
1409927260790 214.79869 31.88371 21.190924  89.66167 47.939686 104.58286 0 0
1409927260907 217.0148 33.174076 21.623789  90.94677 47.69823 104.80776 0 0
1409927260987 216.5484 32.94208 21.51793  90.69329 47.74284 104.75406 0 0
1409927261198 216.8922 33.106342 21.60573  90.877785 47.715027 104.79437 0 0
1409927261292 215.9106 32.70259 21.191433  90.37638 47.753464 104.67151 0 0
1409927261496 214.33032 31.545847 20.83047  89.3333 47.951927 104.55734 0 0
1409927261604 216.22923 32.766354 21.33211  90.50435 47.74724 104.72378 0 0
1409927261750 216.44238 32.858112 21.412395  90.61185 47.735962 104.75073 0 0
1409927261819 217.36583 33.468594 21.569687  91.187035 47.614323 104.83104 0 0
1409927261997 215.28717 32.298958 21.238619  90.00857 47.852345 104.610725 0 0
1409927262133 216.18297 32.550144 21.531042  90.397446 47.824947 104.74536 0 0
1409927262230 216.18542 32.65207 21.471615  90.44728 47.79237 104.72912 0 0
1409927262429 216.43637 32.79931 21.543034  90.595184 47.76935 104.754295 0 0
1409927262513 215.99927 32.70422 21.366276  90.41599 47.774532 104.684456 0 0
1409927262684 214.20245 31.429283 20.940157  89.24738 47.99917 104.54778 0 0
1409927262819 216.43994 32.831837 21.501211  90.605835 47.756798 104.751305 0 0
1409927262922 216.11017 32.618607 21.425404  90.40608 47.795753 104.72188 0 0
1409927262990 216.96773 33.133606 21.593893  90.90988 47.69419 104.80622 0 0
1409927263157 217.48051 33.51344 21.715117  91.255806 47.6257 104.84229 0 0
1409927263178 215.18068 31.95375 21.310808  89.80677 47.93784 104.64792 0 0
1409927263283 215.59192 32.20224 21.37646  90.04686 47.885704 104.68857 0 0
1409927263427 216.96762 33.1197 21.672852  90.91093 47.718124 104.806015 0 0
1409927263574 216.64395 32.91254 21.596445  90.71189 47.75646 104.77802 0 0
1409927263633 217.36554 33.39137 21.568321  91.147446 47.630337 104.84377 0 0
1409927263829 217.72194 33.64211 21.642305  91.380974 47.589687 104.87229 0 0
1409927263858 215.78276 32.307655 21.413685  90.15538 47.868385 104.70794 0 0
1409927263959 216.54507 32.795418 21.568985  90.623856 47.77841 104.77677 0 0
1409927264070 216.5628 32.85883 21.596107  90.66445 47.774662 104.76815 0 0
1409927264193 216.45172 32.777042 21.522318  90.5876 47.777397 104.761116 0 0
1409927264262 217.21674 33.264153 21.740261  91.061226 47.69755 104.828545 0 0
1409927264422 216.87363 33.091343 21.70142  90.87706 47.729713 104.789215 0 0
1409927264495 215.081 31.863802 21.165651  89.72225 47.932762 104.647736 0 0
1409927264611 216.37135 32.632122 21.632135  90.492874 47.82982 104.76966 0 0
1409927264700 216.28743 32.662357 21.601147  90.48452 47.821278 104.74648 0 0
1409927264812 216.49306 32.77297 21.596146  90.59596 47.787994 104.77018 0 0
1409927264864 217.36304 33.352016 21.81164  91.14505 47.68974 104.84414 0 0
1409927265027 217.24437 33.321655 21.564661  91.080925 47.656223 104.83047 0 0
1409927265099 214.8462 31.740196 21.041471  89.58294 47.93237 104.626175 0 0
1409927265214 215.65686 32.249218 21.241173  90.07744 47.8462 104.69833 0 0
1409927265315 216.00842 32.52612 21.333021  90.3162 47.795834 104.72135 0 0
1409927265418 216.28474 32.671265 21.437435  90.4744 47.780964 104.750496 0 0
1409927265487 216.99844 33.108658 21.64496  90.909164 47.709583 104.81646 0 0
1409927265657 217.16853 33.233685 21.711132  91.02611 47.69573 104.82831 0 0
1409927265729 214.31873 31.42522 20.910728  89.27126 47.985313 104.57487 0 0
1409927265842 216.00902 32.454113 21.392279  90.284325 47.82625 104.73271 0 0
1409927265955 216.20467 32.629128 21.472174  90.429085 47.80276 104.74099 0 0
1409927266087 216.3158 32.7034 21.491772  90.50005 47.787605 104.750885 0 0
1409927266132 217.34666 33.38517 21.745195  91.14783 47.66737 104.83846 0 0
1409927266317 217.18478 33.318726 21.644218  91.0707 47.66771 104.81648 0 0
1409927266349 214.62213 31.795248 21.12401  89.55836 47.945183 104.56427 0 0
1409927266496 214.42216 31.563034 21.044506  89.38478 47.996616 104.56536 0 0
1409927266586 216.44576 32.805977 21.572044  90.59996 47.783516 104.75505 0 0
1409927266709 215.96524 32.56263 21.414726  90.33673 47.820652 104.70104 0 0
1409927266803 216.42413 32.80832 21.49401  90.588295 47.76909 104.75237 0 0
1409927266902 217.03041 33.189037 21.60866  90.95292 47.691303 104.80992 0 0
1409927267041 216.4063 32.841236 21.622408  90.61181 47.77703 104.7395 0 0
1409927267139 214.51862 31.52991 21.106329  89.39927 48.005363 104.589195 0 0
1409927267207 216.54526 32.796444 21.532097  90.615524 47.768333 104.77945 0 0
1409927267337 216.4473 32.7794 21.505598  90.58268 47.770832 104.76089 0 0
1409927267398 216.41809 32.747787 21.474283  90.556496 47.76974 104.760544 0 0
1409927267659 216.84929 33.044556 21.620455  90.83616 47.730755 104.79479 0 0
1409927267691 214.63263 31.654844 21.11767  89.494026 47.98617 104.58979 0 0
1409927267828 215.16464 31.924961 21.204466  89.77945 47.92927 104.650444 0 0
1409927267932 216.99185 33.0847 21.649336  90.900505 47.72354 104.81456 0 0
1409927268062 216.56622 32.85306 21.585365  90.663414 47.77258 104.76865 0 0
1409927268119 217.39375 33.352135 21.765287  91.157005 47.681145 104.848175 0 0
1409927268311 217.53337 33.49862 21.734076  91.259636 47.63224 104.85677 0 0
1409927268371 214.51218 31.619102 21.042747  89.44004 47.98237 104.57333 0 0
1409927268432 215.08888 31.957539 21.166315  89.77767 47.9181 104.631195 0 0
1409927268531 216.25793 32.654858 21.47659  90.46899 47.800835 104.74453 0 0
1409927268841 216.39804 32.81991 21.559258  90.60234 47.784634 104.74086 0 0
1409927268978 217.5409 33.547398 21.856041  91.30069 47.647892 104.845184 0 0
1409927269015 214.52275 31.651693 21.20711  89.462654 47.996304 104.56854 0 0
1409927269079 214.87416 31.792643 21.289818  89.63696 47.968567 104.614975 0 0
1409927269172 216.1305 32.535416 21.618515  90.376625 47.844246 104.73797 0 0
1409927269342 216.57846 32.863697 21.789688  90.68224 47.801903 104.76693 0 0
1409927269385 216.56084 32.823765 21.71332  90.65131 47.792553 104.77331 0 0
1409927269498 216.85294 33.016277 21.802526  90.836174 47.76052 104.79761 0 0
1409927269609 216.80649 33.06323 21.806355  90.851326 47.761173 104.77901 0 0
1409927269760 214.60341 31.589506 21.139257  89.45319 48.00104 104.596954 0 0
1409927269824 216.6563 32.84315 21.612267  90.67779 47.772682 104.79253 0 0
1409927269926 216.36115 32.68547 21.501732  90.513214 47.79349 104.75953 0 0
1409927270042 216.5563 32.78138 21.580091  90.61892 47.783176 104.78182 0 0
1409927270096 217.45964 33.378777 21.794153  91.188995 47.67979 104.85914 0 0
1409927270292 217.06927 33.19953 21.785482  90.98475 47.70987 104.81065 0 0
1409927270347 215.25072 31.968672 21.34017  89.82962 47.93349 104.660416 0 0
1409927273053 216.04588 32.43245 21.500195  90.29884 47.85935 104.73802 0 0
1409927273146 216.13127 32.496418 21.484426  90.3522 47.836693 104.745705 0 0
1409927273257 216.89172 33.000664 21.670235  90.82698 47.749767 104.81073 0 0
1409927273368 217.17642 33.237644 21.653582  91.02401 47.68724 104.829346 0 0
1409927273470 214.02817 31.27901 21.078737  89.13195 48.067135 104.533775 0 0
1409927273603 216.5587 32.833763 21.821106  90.66961 47.8375 104.76482 0 0
1409927273709 217.82317 35.279064 22.824348  92.37336 47.597057 104.578125 0 0
1409927273844 221.1899 41.88431 26.06677  97.169235 47.0256 104.20263 0 0
1409927274059 220.85896 57.97108 32.88682  106.17009 46.141457 101.15784 0 0
1409927274195 194.07948 48.540417 27.420769  93.28893 48.248047 96.78313 0 0
1409927274398 194.54906 41.114883 23.861198  89.50781 48.4675 98.55294 0 0
1409927274519 198.08319 34.61893 21.370104  86.76507 48.741615 100.49172 0 0
1409927274581 203.21196 35.58449 21.659414  88.61625 48.263855 101.429375 0 0
1409927274754 204.55392 36.881496 22.374687  89.72095 48.12583 101.47948 0 0
1409927274821 205.80566 36.136642 21.982239  89.627174 48.03638 101.919556 0 0
1409927274961 205.49895 35.326614 21.499231  89.06615 48.073097 102.001976 0 0
1409927275063 207.4173 36.125404 22.03681  90.04284 47.959297 102.26109 0 0
1409927275213 207.55434 35.349087 21.530039  89.62038 47.956562 102.43659 0 0
1409927275265 206.11343 34.549637 21.215313  88.76883 48.105 102.264404 0 0
1409927275459 206.85709 35.09285 21.86358  89.32149 48.121407 102.31471 0 0
1409927275527 207.73996 34.757774 21.583763  89.35287 48.04203 102.569664 0 0
1409927275714 207.45624 34.387527 21.36452  89.05983 48.067345 102.581955 0 0
1409927275982 208.27983 34.321224 21.141615  89.22582 47.969975 102.77607 0 0
1409927276061 210.0628 34.08776 21.580208  89.65308 47.971745 103.22083 0 0
1409927276154 212.39568 37.333374 22.731302  92.04396 47.60453 103.0882 0 0
1409927276334 215.24316 45.889454 27.413542  97.87019 47.113827 102.19706 0 0
1409927276391 207.78593 42.452267 24.114271  93.648735 47.47427 101.13586 0 0
1409927276519 208.43288 42.09828 24.19901  93.70182 47.469116 101.397705 0 0
1409927276641 204.22589 43.404907 25.389791  93.39767 47.880886 100.18162 0 0
1409927276772 206.2248 48.29806 28.304518  96.85893 47.657394 99.73604 0 0
1409927276847 205.3993 52.940468 30.927006  99.3673 47.586666 98.70003 0 0
1409927277016 200.81209 48.56578 27.291107  95.426926 47.758465 98.49974 0 0
1409927277181 198.85294 43.68237 23.64194  91.93125 47.80065 98.9895 0 0
1409927277257 197.06264 43.486134 23.838776  91.37401 48.003647 98.622185 0 0
1409927277455 198.21654 40.50142 21.937187  89.91889 47.95495 99.4518 0 0
