时间截 R分量 G分量 B分量  Y分量 U分量 V分量 脉搏 血氧
1409910921385 242.74068 2.127461 3.0567317  80.94478 45.027058 121.921745 0 0
1409910921402 242.76416 2.1610808 3.0651433  80.98723 45.01711 121.92375 0 0
1409910921420 242.81146 2.197383 3.0489583  81.040665 45.004402 121.929085 0 0
1409910921475 242.84485 2.2466798 3.0586069  81.09526 44.98505 121.9349 0 0
1409910921486 242.82047 2.3365755 2.8233073  81.10939 44.947006 121.91672 0 0
1409910921556 242.83578 2.365 2.8097005  81.14026 44.93612 121.916794 0 0
1409910921572 242.88057 2.4059246 2.804297  81.20488 44.913647 121.91664 0 0
1409910921603 242.861 2.3834245 2.7714975  81.17554 44.914192 121.91508 0 0
1409910921626 242.62474 2.3169792 2.718151  80.99396 44.944504 121.852394 0 0
1409910921706 242.3698 2.2015624 2.7067187  80.75335 45.01065 121.79146 0 0
1409910921707 241.86084 1.7171354 2.8709764  80.085014 45.2287 121.75052 0 0
1409910921747 241.81291 1.6213151 2.9228256  79.977425 45.27198 121.75695 0 0
1409910921817 242.94261 2.0035026 2.9501822  80.85458 45.086304 122.114555 0 0
1409910921827 242.91031 1.954414 3.0096223  80.7949 45.097866 122.113884 0 0
1409910921869 242.93729 1.9686328 3.0230858  80.81219 45.095963 122.118935 0 0
1409910921874 242.9703 1.9782683 3.0273957  80.84917 45.085285 122.12823 0 0
1409910921891 242.97635 1.9917188 3.035599  80.86492 45.08388 122.12797 0 0
1409910921908 242.95734 1.9758984 3.0571744  80.841 45.096485 122.12258 0 0
1409910921974 242.9388 1.956211 3.0412369  80.81385 45.104427 122.12172 0 0
1409910921993 242.85838 1.9056771 3.0202475  80.71689 45.12021 122.10989 0 0
1409910922015 242.86475 1.8685937 3.0450392  80.691956 45.13435 122.12094 0 0
1409910922124 242.8749 1.8761849 3.0446484  80.70462 45.129818 122.12102 0 0
1409910922202 243.06677 2.0078645 3.0361068  80.93006 45.06862 122.1543 0 0
1409910922264 243.14813 2.1344922 2.9727864  81.07345 45.005783 122.14823 0 0
1409910922388 243.15886 2.218724 2.968724  81.15139 44.983932 122.1299 0 0
1409910922457 243.25291 2.458841 2.9222918  81.40557 44.89388 122.09563 0 0
1409910922516 243.35277 2.5081642 2.9328775  81.50363 44.868774 122.1169 0 0
1409910922645 242.764 2.2908723 2.8614974  81.003426 44.98422 121.97461 0 0
1409910922661 242.62485 1.7923567 2.925612  80.488205 45.17091 122.05714 0 0
1409910922775 242.6288 1.7530469 2.9249349  80.449104 45.178204 122.062965 0 0
1409910922839 242.62276 1.5510286 2.922552  80.273415 45.229946 122.11372 0 0
1409910922930 242.5098 1.408086 2.8953776  80.052826 45.28828 122.11026 0 0
1409910922961 242.42938 1.2839192 2.887487  79.8888 45.32961 122.11037 0 0
1409910923068 242.52864 1.2629427 2.8826823  79.92265 45.32534 122.14932 0 0
1409910923106 242.51515 1.2032552 2.8664844  79.86623 45.329113 122.1543 0 0
1409910923112 242.47302 1.0880208 2.8254817  79.717735 45.36422 122.16688 0 0
1409910923207 242.45245 1.0510156 2.8445442  79.66988 45.383022 122.16253 0 0
1409910923237 242.4851 0.8272396 2.9645443  79.45867 45.485756 122.22997 0 0
1409910923316 242.60458 0.7803385 3.0348437  79.474075 45.50211 122.28781 0 0
1409910923406 243.31947 0.6852083 3.0068228  79.464554 45.551197 122.66487 0 0
1409910923522 243.45636 0.38716146 3.3503256  79.12297 45.732082 122.77651 0 0
1409910923573 243.90292 0.33863282 3.524349  79.37607 45.72177 122.93578 0 0
1409910923630 244.0063 0.46014324 3.4028125  79.45444 45.677708 122.969246 0 0
1409910923707 243.91333 0.41046876 3.3952215  79.33086 45.711823 122.94937 0 0
1409910923736 244.06104 0.4246875 3.4498048  79.451706 45.69956 122.99742 0 0
1409910923842 244.1176 0.41522136 3.456927  79.480576 45.689194 123.01875 0 0
1409910923865 244.52406 0.44703126 3.5954819  79.8104 45.643253 123.14588 0 0
1409910923889 244.56317 0.44736978 3.5983725  79.84944 45.637474 123.15831 0 0
1409910923955 244.60713 0.4549349 3.5967057  79.88158 45.627136 123.17112 0 0
1409910924009 244.8024 0.5100521 3.6716666  80.09589 45.589245 123.22383 0 0
1409910924090 244.73161 0.50354165 3.6965234  80.06053 45.608517 123.21101 0 0
1409910924150 244.29266 0.27526042 3.7807553  79.4663 45.80164 123.13521 0 0
1409910924233 244.41704 0.21824218 3.8457813  79.4515 45.83354 123.19201 0 0
1409910924272 244.63562 0.21528646 3.9672396  79.57984 45.835052 123.26633 0 0
1409910924355 244.75531 0.23466146 4.0060024  79.689766 45.818073 123.29695 0 0
1409910924406 244.7101 0.22692709 3.9964323  79.66568 45.820442 123.28844 0 0
1409910924435 244.74255 0.24727865 3.989362  79.71603 45.802162 123.29362 0 0
1409910924535 244.76886 0.25365886 3.9779558  79.737015 45.794533 123.29943 0 0
1409910924573 244.95422 0.27264324 4.0207944  79.88919 45.76367 123.34763 0 0
1409910924599 245.03865 0.29910156 4.0226955  79.99125 45.73651 123.36903 0 0
1409910924699 245.09229 0.3797005 4.014375  80.05631 45.718777 123.39143 0 0
1409910924733 245.14255 0.44011718 3.9999218  80.188736 45.671616 123.39737 0 0
1409910924846 245.11963 0.47584635 3.9452605  80.2121 45.648907 123.38307 0 0
1409910924908 244.27063 0.27552083 3.6834114  79.4009 45.82534 123.16987 0 0
1409910924945 244.23291 0.20315105 3.720625  79.246864 45.880157 123.18172 0 0
1409910925048 244.26656 0.19167969 3.7520573  79.24473 45.88612 123.19622 0 0
1409910925058 244.31947 0.20445313 3.7552474  79.29854 45.873905 123.20737 0 0
1409910925121 244.35245 0.21701823 3.760586  79.34613 45.8656 123.215416 0 0
1409910925227 244.34927 0.22492188 3.724336  79.35103 45.849895 123.21375 0 0
1409910925240 244.42552 0.22803386 3.7540104  79.40402 45.843933 123.236015 0 0
1409910925340 244.45766 0.23492187 3.7675521  79.43947 45.83987 123.24425 0 0
1409910925382 244.56343 0.29377604 3.7627604  79.60696 45.789116 123.25752 0 0
1409910925462 244.56943 0.3136849 3.720117  79.63642 45.770443 123.25737 0 0
1409910925509 244.68256 0.3489323 3.7491145  79.75832 45.743645 123.28162 0 0
1409910925570 244.75511 0.37447917 3.7377214  79.855064 45.713646 123.29721 0 0
1409910925642 244.37526 0.31309897 3.683112  79.535576 45.779373 123.19409 0 0
1409910925724 243.93224 0.15535156 3.6560287  78.98974 45.930702 123.0969 0 0
1409910925783 243.94005 0.099895835 3.6691537  78.84574 45.97638 123.122314 0 0
1409910925827 243.98198 0.101979166 3.6647527  78.86298 45.973778 123.13576 0 0
1409910925925 244.09084 0.10763021 3.6895313  78.940926 45.958775 123.16898 0 0
1409910925939 244.15765 0.09339844 3.7417057  78.956604 45.975704 123.197136 0 0
1409910926084 244.15532 0.087890625 3.7191145  78.94366 45.969296 123.19836 0 0
1409910926136 244.35974 0.110872395 3.7141798  79.1388 45.910103 123.24536 0 0
1409910926151 244.41104 0.13652344 3.7233202  79.23555 45.88776 123.24961 0 0
1409910926266 244.42574 0.13079427 3.6880598  79.246574 45.873386 123.252785 0 0
1409910926331 244.52197 0.14296874 3.7063022  79.32884 45.853516 123.27448 0 0
1409910926427 244.12854 0.08470052 3.6355338  78.95776 45.933907 123.17667 0 0
1409910926483 243.95729 0.048294272 3.6198177  78.68336 46.009377 123.13976 0 0
1409910926583 244.04327 0.04716146 3.6522787  78.723785 46.00724 123.17016 0 0
1409910926628 244.14146 0.056484375 3.650013  78.83096 45.979557 123.19091 0 0
1409910926750 244.12547 0.054257814 3.6622267  78.80948 45.98888 123.18792 0 0
1409910926768 244.49907 0.094375 3.829388  79.18578 45.9368 123.30289 0 0
1409910926873 244.53343 0.08950521 3.8229558  79.213165 45.927525 123.31383 0 0
1409910926940 244.66568 0.11253906 3.8529947  79.365845 45.89474 123.34297 0 0
1409910926993 244.73077 0.12035156 3.8573828  79.42965 45.87823 123.35927 0 0
1409910927088 244.74959 0.12639323 3.8404036  79.450745 45.864532 123.35776 0 0
1409910927141 244.75807 0.115976565 3.825599  79.433136 45.86633 123.36391 0 0
1409910927263 244.76984 0.12490886 3.7870052  79.47238 45.840652 123.35982 0 0
1409910927280 244.5848 0.09696615 3.7227995  79.30457 45.864845 123.30799 0 0
1409910927388 244.1762 0.057565104 3.6188803  78.89526 45.949245 123.198044 0 0
1409910927456 244.07219 0.020559896 3.6617188  78.622475 46.0356 123.18435 0 0
1409910927464 244.0552 0.013411459 3.6297395  78.54551 46.048153 123.180336 0 0
1409910927531 244.03578 0.011770833 3.6158204  78.52042 46.05026 123.1737 0 0
1409910927567 243.98125 0.002109375 3.6150131  78.39069 46.08768 123.15787 0 0
1409910927657 244.09094 0.025507813 3.67388  78.382126 46.095337 123.195465 0 0
1409910927674 243.93297 0.013763021 3.6264584  78.16893 46.139767 123.14766 0 0
1409910927783 243.91277 0.0120442705 3.5863802  78.13025 46.13565 123.140755 0 0
1409910927825 244.00192 0.013697917 3.5898306  78.21633 46.117943 123.15951 0 0
1409910927956 244.0275 0.016184896 3.6011589  78.25056 46.11052 123.16836 0 0
1409910927965 244.07047 0.019596355 3.5897918  78.31065 46.085052 123.17169 0 0
1409910928076 244.07234 0.020885417 3.5773308  78.320465 46.084713 123.16893 0 0
1409910928127 243.6287 0.0076171877 3.5151303  77.92858 46.16862 123.04419 0 0
1409910928234 244.3662 0.013359375 3.8327475  78.45965 46.108097 123.31492 0 0
1409910928310 244.4338 0.014140625 3.8872657  78.465614 46.116535 123.34086 0 0
1409910928326 244.49916 0.022734376 3.739974  78.49206 46.092213 123.355316 0 0
1409910928427 244.46532 0.022408854 3.7215624  78.46389 46.09211 123.34323 0 0
1409910928446 244.39026 0.009010416 3.8030078  78.355446 46.135574 123.32083 0 0
1409910928536 244.39423 0.008632813 3.7575262  78.34331 46.13156 123.32336 0 0
1409910928582 244.38661 0.007981771 3.747539  78.3203 46.13099 123.31586 0 0
1409910928639 244.37209 0.00703125 3.7286198  78.30038 46.13039 123.30883 0 0
1409910928702 244.35974 0.0071614585 3.7056642  78.2903 46.126564 123.30102 0 0
1409910928800 244.36026 0.0073177083 3.6882553  78.30125 46.11784 123.298 0 0
1409910928818 244.3976 0.00936198 3.6535156  78.343285 46.096355 123.305 0 0
1409910928914 244.42928 0.009401042 3.660013  78.37668 46.086796 123.3099 0 0
1409910928964 244.52281 0.015273438 3.6425  78.48531 46.05237 123.33503 0 0
1409910929065 244.57275 0.017578125 3.675521  78.54417 46.05078 123.34268 0 0
1409910929139 243.80464 2.9947917E-4 3.5248437  77.769325 46.211823 123.1406 0 0
1409910929210 244.67386 0.0021744792 3.9824739  78.47116 46.17966 123.43508 0 0
1409910929243 244.63307 7.682292E-4 3.9522786  78.41909 46.18667 123.42195 0 0
1409910929339 244.65912 0.0011328125 3.990625  78.42306 46.19828 123.43086 0 0
1409910929406 244.68219 0.0011848959 3.9857943  78.43026 46.19823 123.43748 0 0
1409910929529 244.70103 8.203125E-4 4.031198  78.42407 46.215652 123.446014 0 0
1409910929561 244.80505 0.0031119792 4.004948  78.54262 46.169975 123.469086 0 0
1409910929579 244.84239 0.0050911456 4.0040364  78.58913 46.15555 123.47706 0 0
1409910929609 244.84412 0.0046354164 4.015495  78.5988 46.157604 123.47846 0 0
1409910929672 244.86162 0.0044661458 4.009323  78.60922 46.153072 123.48146 0 0
1409910929789 244.88474 0.004583333 3.970729  78.641525 46.134377 123.48495 0 0
1409910929825 244.89839 0.009036458 3.9667318  78.686966 46.117134 123.47737 0 0
1409910929920 244.89995 0.010234375 3.9663932  78.70694 46.11151 123.47761 0 0
1409910929964 244.95625 0.012617188 3.9458203  78.74181 46.095936 123.48664 0 0
1409910930064 244.87016 0.008528646 3.944336  78.67965 46.113228 123.46375 0 0
1409910930125 244.31047 1.0416667E-4 3.9549608  78.11301 46.251926 123.31534 0 0
1409910930219 244.32411 0.0 4.01526  78.052124 46.28289 123.32315 0 0
1409910930272 244.33963 0.0 4.0104427  78.01802 46.29271 123.33391 0 0
1409910930360 244.34286 0.0 4.0328126  78.015076 46.30151 123.335335 0 0
1409910930401 244.1663 0.0 4.0021615  77.77685 46.354713 123.28518 0 0
1409910930507 245.12276 5.9895834E-4 4.457539  78.636406 46.306694 123.5894 0 0
1409910930569 245.0814 4.296875E-4 4.3734894  78.6271 46.290184 123.57273 0 0
1409910930638 245.0338 2.9947917E-4 4.301328  78.59392 46.278282 123.55904 0 0
1409910930673 244.9553 9.1145834E-5 4.242383  78.501396 46.28521 123.53 0 0
1409910930777 244.98302 0.0 4.294779  78.51931 46.293438 123.53873 0 0
1409910930799 245.0398 2.6041667E-5 4.259427  78.57704 46.266747 123.54961 0 0
1409910930874 245.0375 0.0 4.26056  78.57952 46.265156 123.54805 0 0
1409910930938 244.50635 0.0 4.1722527  78.07083 46.383022 123.40419 0 0
1409910931021 244.39224 0.0 4.251419  77.85897 46.45552 123.38237 0 0
1409910931063 244.50218 0.0 4.3047266  77.915405 46.456356 123.42018 0 0
1409910931154 244.49297 0.0 4.299466  77.90188 46.45612 123.41568 0 0
1409910931180 244.48312 0.0 4.3185287  77.88319 46.470104 123.41226 0 0
1409910931286 244.45921 0.0 4.2890363  77.85397 46.46763 123.4062 0 0
1409910931342 244.54547 0.0 4.3851304  77.86035 46.4937 123.439476 0 0
1409910931418 244.57985 0.0 4.355508  77.90793 46.4732 123.44432 0 0
1409910931442 244.62975 0.0 4.358737  77.95189 46.46664 123.45688 0 0
1409910931534 244.66562 0.0 4.3914194  78.00486 46.45612 123.46575 0 0
1409910931566 244.61494 0.0 4.34125  77.94631 46.46055 123.450676 0 0
1409910931658 244.58812 0.0 4.3030467  77.93348 46.451485 123.43726 0 0
1409910931723 244.72745 0.0 4.318516  78.09668 46.40828 123.4706 0 0
1409910931758 244.69307 0.0 4.277005  78.07681 46.405754 123.45904 0 0
1409910931809 244.35161 0.0 4.2071614  77.770065 46.46263 123.36148 0 0
1409910931898 244.00114 0.0 4.1804686  77.415596 46.553177 123.26815 0 0
1409910931964 244.9113 0.0 4.8289714  78.08338 46.58828 123.58211 0 0
1409910931976 244.92438 0.0 4.85901  78.10208 46.591457 123.58328 0 0
1409910932048 244.9301 0.0 4.84862  78.09724 46.594322 123.58542 0 0
1409910932191 244.92943 0.0 4.851628  78.0934 46.592785 123.58354 0 0
1409910932243 245.00078 0.0 4.870065  78.15365 46.582344 123.6051 0 0
1409910932255 245.0937 0.0 4.908151  78.2147 46.57854 123.63336 0 0
1409910932347 245.10802 0.0 4.913099  78.221344 46.57586 123.63573 0 0
1409910932368 245.19365 0.0 4.92444  78.305626 46.5563 123.65765 0 0
1409910932483 245.22464 0.0 4.881328  78.33155 46.53969 123.6662 0 0
1409910932523 245.33823 0.0 4.914531  78.46107 46.51224 123.69365 0 0
1409910932603 245.3813 0.0 4.949297  78.51336 46.51 123.7044 0 0
1409910932691 245.47781 0.0 4.9438543  78.602615 46.48172 123.72805 0 0
1409910932780 245.33005 0.0 4.8852735  78.50116 46.492863 123.68604 0 0
1409910932813 244.83022 0.0 4.863659  77.90841 46.64599 123.563515 0 0
1409910932908 244.86469 0.0 4.8871226  77.89499 46.657837 123.57828 0 0
1409910932926 244.97734 0.0 4.9289455  77.960915 46.65604 123.61286 0 0
1409910932987 244.99573 0.0 4.924557  77.982254 46.64781 123.61872 0 0
1409910933052 245.02792 0.0 4.9530077  78.01258 46.64992 123.627914 0 0
1409910933155 244.9748 0.0 4.9320965  77.947914 46.660625 123.613075 0 0
1409910933168 245.0626 0.0 4.9759116  78.03958 46.647682 123.63578 0 0
1409910933272 245.09515 0.0 4.977513  78.07072 46.63591 123.64709 0 0
1409910933321 245.25339 0.0 5.0077734  78.23711 46.60406 123.68841 0 0
1409910933409 245.30812 0.0 4.998229  78.31254 46.5806 123.70128 0 0
1409910933454 245.40662 0.0 5.0259633  78.44596 46.550365 123.72185 0 0
1409910933534 245.4965 0.0 5.026953  78.538635 46.528202 123.747604 0 0
1409910933558 245.56349 0.0 5.0229425  78.62633 46.498775 123.76047 0 0
1409910933617 245.6362 0.0 5.0484242  78.70255 46.490208 123.780495 0 0
1409910933686 245.55724 0.0 5.009258  78.66047 46.485546 123.757576 0 0
1409910933737 245.0311 0.0 4.9457164  78.1032 46.622524 123.62404 0 0
1409910933791 244.95776 0.0 4.990664  77.94395 46.67651 123.61417 0 0
1409910933849 245.04547 0.0 5.0102344  78.00608 46.66888 123.637474 0 0
1409910933904 245.11063 0.0 5.0747786  78.0599 46.6731 123.65857 0 0
1409910933947 245.16286 0.0 5.049831  78.10001 46.6544 123.672005 0 0
1409910934048 245.14188 0.0 5.0622787  78.08415 46.662476 123.66841 0 0
1409910934056 245.24161 0.0 5.1509247  78.11672 46.681458 123.70638 0 0
1409910934155 245.28078 0.0 5.141836  78.15875 46.66664 123.71945 0 0
1409910934210 245.44193 0.0 5.171862  78.337135 46.626926 123.75925 0 0
1409910934278 245.49734 0.0 5.1885805  78.384155 46.617733 123.77253 0 0
1409910934293 245.55292 0.0 5.1723437  78.44557 46.597267 123.78776 0 0
1409910934347 245.57452 0.0 5.1896486  78.4677 46.598515 123.791435 0 0
1409910934449 245.60338 0.0 5.1775  78.48515 46.58495 123.79997 0 0
1409910934515 245.65474 0.0 5.174609  78.541016 46.57453 123.809944 0 0
1409910934610 245.23541 0.0 5.0691667  78.1585 46.644035 123.69427 0 0
1409910934655 244.9861 0.0 5.0495443  77.7763 46.74224 123.64232 0 0
1409910934755 245.05229 0.0 5.086185  77.82345 46.74229 123.6644 0 0
1409910934792 245.16818 0.0 5.101862  77.9181 46.721615 123.69485 0 0
1409910934875 245.07396 0.0 5.0583854  77.79081 46.745625 123.671486 0 0
1409910934947 244.97734 0.0 5.04569  77.65089 46.778828 123.64682 0 0
1409910935006 245.06921 0.0 5.058945  77.743805 46.755886 123.669815 0 0
1409910935059 245.17859 0.0 5.054805  77.84488 46.732346 123.69716 0 0
1409910935162 245.2338 0.0 5.066914  77.92939 46.708775 123.710625 0 0
1409910935187 245.33864 0.0 5.0852733  78.05086 46.685 123.73367 0 0
1409910935277 245.3911 0.0 5.107643  78.12994 46.667057 123.74909 0 0
1409910935365 245.49536 0.0 5.134531  78.2497 46.63901 123.77377 0 0
1409910935382 245.29765 0.0 5.078086  78.08325 46.6694 123.717705 0 0
1409910935456 245.06291 0.0 5.019271  77.852905 46.714478 123.65476 0 0
1409910935517 244.62187 0.0 4.9716144  77.30174 46.84867 123.55336 0 0
1409910935596 244.69292 0.0 5.025729  77.30668 46.868984 123.57956 0 0
1409910935640 244.70885 0.0 5.060547  77.31569 46.877266 123.58601 0 0
1409910935748 244.72943 0.0 5.0607815  77.31008 46.87732 123.5938 0 0
1409910935768 244.6738 0.0 5.0796094  77.24715 46.899036 123.580986 0 0
1409910935845 244.7038 0.0 5.0656643  77.25842 46.89388 123.59086 0 0
1409910935907 244.82297 0.0 5.08069  77.37267 46.86716 123.62341 0 0
1409910935985 244.8826 0.0 5.0841537  77.43215 46.854088 123.63547 0 0
1409910936031 244.9538 0.0 5.1265626  77.51922 46.83927 123.653175 0 0
1409910936139 245.0038 0.0 5.122526  77.58047 46.823437 123.66586 0 0
1409910936182 245.10516 0.0 5.023125  77.69574 46.77185 123.692085 0 0
1409910936273 245.16428 0.0 5.0595183  77.758736 46.76612 123.7063 0 0
1409910936330 245.245 0.0 5.060729  77.88603 46.72901 123.72393 0 0
1409910936386 244.95422 0.0 4.9903126  77.63034 46.781773 123.6444 0 0
1409910936451 244.31432 0.0 5.0734377  76.9282 46.976406 123.48508 0 0
1409910936542 245.20703 0.0 5.5107293  77.62848 46.96125 123.7694 0 0
1409910936560 245.22458 0.0 5.6866536  77.62649 46.97448 123.782814 0 0
1409910936635 245.24031 0.0 5.7476172  77.63972 46.98633 123.78716 0 0
1409910936673 245.23578 0.0 5.731328  77.59996 46.996693 123.78877 0 0
1409910936760 245.19292 0.0 5.7189713  77.55848 47.005 123.77557 0 0
1409910936785 245.25786 0.0 5.730039  77.59351 46.999012 123.79341 0 0
1409910936848 245.295 0.0 5.748086  77.63193 46.989582 123.80312 0 0
1409910936887 245.40213 0.0 5.7527475  77.75601 46.9625 123.8325 0 0
